log10(Mass)+10    log10(VelDisp)   number_of_galaxy
10.591626 nan 0.000000
10.497073 nan 0.000000
10.579322 nan 0.000000
10.572821 nan 0.000000
10.589643 nan 0.000000
10.574049 nan 0.000000
10.513878 nan 0.000000
10.579355 nan 0.000000
10.612792 nan 0.000000
10.600047 nan 0.000000
10.636422 nan 0.000000
10.490148 nan 0.000000
10.596889 nan 0.000000
10.563827 nan 0.000000
10.537390 nan 0.000000
10.586460 nan 0.000000
10.587842 nan 0.000000
10.597262 nan 0.000000
10.518579 nan 0.000000
10.463874 nan 0.000000
10.482426 nan 0.000000
10.596635 nan 0.000000
10.587319 nan 0.000000
10.589766 nan 0.000000
10.587498 nan 0.000000
10.623151 nan 0.000000
10.604389 nan 0.000000
10.562276 nan 0.000000
10.479211 nan 0.000000
10.523902 nan 0.000000
10.591919 nan 0.000000
9.193715 nan 0.000000
9.975901 nan 0.000000
10.605751 nan 0.000000
10.292315 nan 0.000000
10.623506 nan 0.000000
10.607477 nan 0.000000
10.605452 nan 0.000000
10.543457 nan 0.000000
10.524249 nan 0.000000
10.570218 nan 0.000000
10.464357 nan 0.000000
10.183361 nan 0.000000
10.633273 nan 0.000000
10.585644 nan 0.000000
10.600789 nan 0.000000
10.577381 nan 0.000000
10.581780 nan 0.000000
10.586439 nan 0.000000
10.423769 nan 0.000000
10.576218 nan 0.000000
10.584719 nan 0.000000
10.568200 nan 0.000000
10.597084 nan 0.000000
10.602179 nan 0.000000
10.314982 nan 0.000000
10.592149 nan 0.000000
10.552453 nan 0.000000
10.369983 nan 0.000000
10.580852 nan 0.000000
10.559328 nan 0.000000
10.562736 nan 0.000000
10.540324 nan 0.000000
10.514583 nan 0.000000
10.524422 nan 0.000000
10.592523 nan 0.000000
10.572708 nan 0.000000
10.425616 nan 0.000000
10.548067 nan 0.000000
10.571976 nan 0.000000
10.276485 nan 0.000000
10.493031 nan 0.000000
10.602888 nan 0.000000
10.605894 nan 0.000000
10.565353 nan 0.000000
10.558261 nan 0.000000
10.607093 nan 0.000000
10.358552 nan 0.000000
10.431448 nan 0.000000
10.589068 nan 0.000000
10.551669 nan 0.000000
10.503591 nan 0.000000
10.567077 nan 0.000000
10.576218 nan 0.000000
10.496930 nan 0.000000
10.569630 nan 0.000000
10.306761 nan 0.000000
10.593576 nan 0.000000
10.597903 nan 0.000000
10.588975 nan 0.000000
10.601582 nan 0.000000
10.574435 nan 0.000000
10.628857 nan 0.000000
10.611360 nan 0.000000
10.600095 nan 0.000000
10.579065 nan 0.000000
10.597833 nan 0.000000
10.628523 nan 0.000000
10.598673 nan 0.000000
10.495872 nan 0.000000
10.576598 nan 0.000000
10.464273 nan 0.000000
10.521953 nan 0.000000
10.500208 nan 0.000000
10.576978 nan 0.000000
10.428341 nan 0.000000
9.674486 nan 0.000000
10.479719 nan 0.000000
10.595371 nan 0.000000
10.582704 nan 0.000000
10.624434 nan 0.000000
10.497229 nan 0.000000
10.603268 nan 0.000000
10.604034 nan 0.000000
10.434594 nan 0.000000
10.501368 nan 0.000000
10.594693 nan 0.000000
10.580657 nan 0.000000
10.578862 nan 0.000000
10.596176 nan 0.000000
10.533788 nan 0.000000
10.589855 nan 0.000000
10.590149 nan 0.000000
10.599519 nan 0.000000
10.613128 nan 0.000000
10.615488 nan 0.000000
10.512800 nan 0.000000
10.588125 nan 0.000000
10.541600 nan 0.000000
10.537988 nan 0.000000
10.530679 nan 0.000000
10.501080 nan 0.000000
10.542222 nan 0.000000
10.571621 nan 0.000000
9.984177 nan 0.000000
10.540454 nan 0.000000
10.563141 nan 0.000000
10.235471 nan 0.000000
10.497411 nan 0.000000
10.233005 nan 0.000000
10.553602 nan 0.000000
10.585515 nan 0.000000
10.547965 nan 0.000000
10.467524 nan 0.000000
10.463722 nan 0.000000
10.544417 nan 0.000000
10.335698 nan 0.000000
10.513651 nan 0.000000
10.506060 nan 0.000000
10.596472 nan 0.000000
10.583568 nan 0.000000
10.630150 nan 0.000000
10.587830 nan 0.000000
10.578604 nan 0.000000
10.542637 nan 0.000000
10.562899 nan 0.000000
10.588180 nan 0.000000
10.595323 nan 0.000000
10.550322 nan 0.000000
10.434945 nan 0.000000
10.581415 nan 0.000000
10.417116 nan 0.000000
10.551588 nan 0.000000
10.505886 nan 0.000000
10.603143 nan 0.000000
10.569023 nan 0.000000
10.595683 nan 0.000000
10.580666 nan 0.000000
10.519178 nan 0.000000
10.592055 nan 0.000000
10.573976 nan 0.000000
10.557384 nan 0.000000
10.586883 nan 0.000000
10.390834 nan 0.000000
10.565802 nan 0.000000
10.549955 nan 0.000000
10.587189 nan 0.000000
10.589208 nan 0.000000
10.318834 nan 0.000000
10.549273 nan 0.000000
10.561387 nan 0.000000
10.527905 nan 0.000000
10.570632 nan 0.000000
10.583416 nan 0.000000
10.525436 nan 0.000000
10.610715 nan 0.000000
10.335141 nan 0.000000
10.596859 nan 0.000000
10.511959 nan 0.000000
10.600206 nan 0.000000
10.518931 nan 0.000000
10.517765 nan 0.000000
10.535176 nan 0.000000
10.557400 nan 0.000000
10.603291 nan 0.000000
10.603721 nan 0.000000
10.514565 nan 0.000000
10.574242 nan 0.000000
10.583765 nan 0.000000
10.559213 nan 0.000000
10.569485 nan 0.000000
10.414590 nan 0.000000
10.567834 nan 0.000000
10.570348 nan 0.000000
10.575401 nan 0.000000
10.288866 nan 0.000000
10.566797 nan 0.000000
10.598605 nan 0.000000
10.538315 nan 0.000000
10.588730 nan 0.000000
10.577303 nan 0.000000
10.623808 nan 0.000000
10.549582 nan 0.000000
10.556550 nan 0.000000
10.539648 nan 0.000000
10.531957 nan 0.000000
10.573015 nan 0.000000
10.595192 nan 0.000000
10.516019 nan 0.000000
10.576748 nan 0.000000
10.576682 nan 0.000000
10.095407 nan 0.000000
10.556333 nan 0.000000
10.589066 nan 0.000000
10.541553 nan 0.000000
10.579880 nan 0.000000
10.577316 nan 0.000000
10.632234 nan 0.000000
10.619539 nan 0.000000
10.568490 nan 0.000000
10.600977 nan 0.000000
10.533880 nan 0.000000
10.587267 nan 0.000000
10.567320 nan 0.000000
10.587598 nan 0.000000
10.567697 nan 0.000000
10.594330 nan 0.000000
10.566221 nan 0.000000
10.568933 nan 0.000000
10.586165 nan 0.000000
10.578271 nan 0.000000
10.287745 nan 0.000000
10.505538 nan 0.000000
10.569112 nan 0.000000
10.589103 nan 0.000000
10.609948 nan 0.000000
10.445723 nan 0.000000
10.542641 nan 0.000000
10.603095 nan 0.000000
10.602568 nan 0.000000
10.480304 nan 0.000000
10.576018 nan 0.000000
10.511758 nan 0.000000
10.571929 nan 0.000000
10.575168 nan 0.000000
10.545753 nan 0.000000
10.599666 nan 0.000000
10.578663 nan 0.000000
10.570456 nan 0.000000
10.604413 nan 0.000000
10.589536 nan 0.000000
10.590808 nan 0.000000
10.533985 nan 0.000000
14.630776 2.927652 7203.000000
14.238127 2.833750 4013.000000
-inf -inf 0.000000
14.495604 2.736905 1942.000000
14.418210 2.712977 1564.000000
13.947627 2.692256 1300.000000
14.262461 2.664539 1134.000000
14.256329 2.692207 965.000000
14.135253 2.640163 878.000000
14.182018 2.634187 751.000000
14.083619 2.657841 798.000000
14.101018 2.577785 735.000000
14.143853 2.671030 691.000000
13.992962 2.637556 576.000000
13.744964 2.576725 476.000000
13.416547 2.612344 537.000000
14.063263 2.590087 457.000000
14.050150 2.616264 455.000000
13.989097 2.588840 447.000000
13.782263 2.592938 417.000000
13.985555 2.601290 398.000000
14.018891 2.609282 394.000000
13.966314 2.546164 348.000000
14.008906 2.559149 382.000000
14.014134 2.556763 306.000000
13.933180 2.608067 326.000000
13.908970 2.543799 342.000000
13.876408 2.572902 300.000000
13.974751 2.554528 292.000000
13.768737 2.577935 284.000000
-inf -inf 0.000000
13.694343 2.553133 323.000000
13.815957 2.537937 287.000000
13.836220 2.557490 287.000000
13.908820 2.588035 270.000000
13.862023 2.519836 249.000000
13.130432 2.546796 243.000000
13.828499 2.532119 259.000000
13.848062 2.489200 230.000000
13.778377 2.570831 214.000000
13.809357 2.476314 216.000000
13.789541 2.535649 204.000000
13.464860 2.562530 212.000000
13.666701 2.566599 218.000000
13.616868 2.513886 203.000000
13.613704 2.548763 216.000000
13.710235 2.506883 211.000000
13.565557 2.605900 192.000000
13.759950 2.583705 223.000000
13.687810 2.636834 206.000000
13.457259 2.528294 182.000000
13.687686 2.562605 179.000000
13.644797 2.539401 175.000000
13.512625 2.585375 174.000000
13.645425 2.578860 189.000000
13.705850 2.535529 201.000000
13.716409 2.498406 160.000000
13.622786 2.567201 138.000000
13.459326 2.546200 159.000000
13.690389 2.583304 165.000000
13.597406 2.531492 161.000000
13.645440 2.536098 151.000000
13.651382 2.546425 156.000000
13.679229 2.547922 150.000000
13.657599 2.439441 164.000000
13.606270 2.545353 162.000000
13.653044 2.571231 149.000000
13.680983 2.527718 165.000000
13.587754 2.561877 156.000000
13.616161 2.515371 138.000000
13.364254 2.506387 159.000000
13.512207 2.556044 137.000000
13.011820 2.519559 154.000000
13.628301 2.532270 131.000000
13.524965 2.515486 128.000000
13.267761 2.519934 138.000000
13.639220 2.471145 131.000000
13.625819 2.584238 144.000000
13.586560 2.488920 132.000000
13.525323 2.544396 110.000000
13.474512 2.490624 124.000000
13.581428 2.523602 128.000000
13.541834 2.541947 136.000000
13.550845 2.533010 130.000000
13.467272 2.513422 128.000000
12.614785 2.494932 134.000000
13.543772 2.490673 118.000000
13.435528 2.589716 109.000000
13.557107 2.538374 131.000000
13.506668 2.515602 130.000000
13.597850 2.545900 115.000000
13.563732 2.550827 119.000000
13.467838 2.571273 134.000000
13.403173 2.483117 109.000000
13.428174 2.584139 134.000000
13.575421 2.582219 117.000000
13.507979 2.511958 134.000000
13.331253 2.558826 115.000000
13.404621 2.523323 122.000000
13.221438 2.572258 122.000000
13.582370 2.497427 113.000000
13.180722 2.511531 120.000000
13.530111 2.519114 109.000000
13.142916 2.490228 115.000000
12.844886 2.503084 125.000000
13.452852 2.545908 105.000000
13.541144 2.503934 101.000000
12.517772 2.529765 124.000000
13.480991 2.567250 115.000000
13.505466 2.533934 123.000000
13.506672 2.500399 109.000000
13.517056 2.476253 112.000000
13.544395 2.481793 116.000000
13.483263 2.567453 115.000000
13.521779 2.489458 110.000000
13.235355 2.511086 108.000000
12.761891 2.515315 111.000000
13.531150 2.618881 115.000000
13.491268 2.549594 111.000000
13.485535 2.540925 98.000000
13.455897 2.500275 105.000000
13.516345 2.499482 103.000000
13.445664 2.556730 102.000000
13.520114 2.495422 98.000000
13.468736 2.570646 119.000000
13.375190 2.520399 103.000000
13.148116 2.569537 97.000000
13.064530 2.526689 102.000000
13.457326 2.518228 109.000000
13.396913 2.528642 95.000000
13.424578 2.486198 119.000000
13.416450 2.525854 97.000000
13.468691 2.634672 105.000000
13.353350 2.537580 96.000000
13.412069 2.496510 105.000000
13.458615 2.506690 93.000000
13.341528 2.584537 95.000000
13.340967 2.516451 102.000000
13.416712 2.524291 100.000000
13.477236 2.513884 99.000000
13.342873 2.448609 96.000000
13.408204 2.502093 98.000000
13.298732 2.550166 100.000000
12.994663 2.476589 100.000000
13.022565 2.497865 97.000000
13.405883 2.507462 108.000000
13.393721 2.504272 91.000000
13.385461 2.524047 90.000000
13.401873 2.573790 92.000000
13.341099 2.532763 106.000000
13.290597 2.460642 103.000000
13.315725 2.528272 91.000000
13.312422 2.535879 87.000000
13.151355 2.531467 97.000000
13.362189 2.602640 97.000000
13.444755 2.486286 98.000000
13.395305 2.507020 87.000000
13.136760 2.559989 97.000000
13.349900 2.481203 83.000000
13.291286 2.533569 82.000000
13.405116 2.497349 86.000000
13.197407 2.531449 99.000000
13.095807 2.511439 93.000000
13.341825 2.499241 89.000000
13.329991 2.522499 103.000000
13.156229 2.537697 83.000000
13.339698 2.515166 84.000000
13.358617 2.590538 102.000000
13.179845 2.521072 90.000000
13.314237 2.490045 82.000000
13.346887 2.505323 85.000000
13.152812 2.535787 94.000000
13.341853 2.543950 93.000000
13.013656 2.536676 89.000000
13.259033 2.506592 84.000000
13.313281 2.550861 99.000000
13.080938 2.536836 90.000000
13.378703 2.538949 84.000000
13.212607 2.506177 92.000000
13.236659 2.528533 95.000000
13.185194 2.486660 89.000000
13.057207 2.547304 96.000000
13.358754 2.517252 86.000000
13.210056 2.543039 86.000000
13.333550 2.539991 90.000000
13.331175 2.512938 83.000000
13.304998 2.569197 89.000000
13.176328 2.528526 90.000000
13.340706 2.509454 90.000000
13.299507 2.510690 102.000000
13.021676 2.545917 89.000000
13.271877 2.572580 91.000000
13.081600 2.426181 87.000000
13.260206 2.523649 90.000000
13.279487 2.508623 87.000000
13.299233 2.574092 91.000000
13.267735 2.540313 82.000000
13.047600 2.510528 81.000000
13.308397 2.420823 79.000000
13.188026 2.498471 78.000000
13.320804 2.514340 90.000000
13.161861 2.581368 83.000000
13.269658 2.576168 91.000000
13.176754 2.519432 92.000000
13.219517 2.538031 86.000000
13.257078 2.515644 89.000000
13.298210 2.533385 81.000000
12.875050 2.532901 88.000000
13.296528 2.529553 90.000000
13.309786 2.540122 91.000000
13.174372 2.498336 79.000000
13.310114 2.490699 94.000000
13.296180 2.524936 81.000000
13.229319 2.526702 84.000000
13.215979 2.520479 88.000000
12.257511 2.546180 79.000000
13.263920 2.532568 82.000000
13.168884 2.519059 81.000000
13.246629 2.585348 83.000000
13.274052 2.535612 84.000000
13.248086 2.537109 81.000000
13.179701 2.510212 87.000000
13.013811 2.557689 86.000000
13.176756 2.509586 79.000000
13.249109 2.530384 77.000000
12.962881 2.507681 89.000000
13.157821 2.526085 80.000000
12.746815 2.529182 87.000000
13.080596 2.547358 77.000000
13.200472 2.533032 77.000000
13.222669 2.513179 85.000000
13.249074 2.536832 80.000000
13.245683 2.499714 93.000000
13.150440 2.553094 77.000000
13.193547 2.517251 77.000000
13.157906 2.495094 82.000000
12.922043 2.510941 85.000000
13.046109 2.600679 79.000000
13.211921 2.544213 83.000000
13.088876 2.521308 85.000000
13.162390 2.466485 83.000000
13.206767 2.505127 80.000000
13.220925 2.572100 83.000000
13.085106 2.544469 76.000000
13.154067 2.495645 75.000000
13.151924 2.476706 87.000000
13.174562 2.496159 78.000000
13.178369 2.530170 79.000000
13.198843 2.539507 74.000000
13.131627 2.524246 81.000000
12.642232 2.485033 75.000000
13.166671 2.483600 74.000000
13.145459 2.564966 88.000000
13.194342 2.531962 86.000000
13.088931 2.483278 81.000000
13.168183 2.502458 81.000000
13.171654 2.513258 81.000000
12.724079 2.558887 75.000000
13.221651 2.474156 73.000000
13.161948 2.530355 78.000000
13.127462 2.542343 80.000000
13.163163 2.556652 82.000000
13.141176 2.516194 78.000000
13.149184 2.536331 76.000000
12.591656 2.498221 83.000000
13.065301 2.566266 78.000000
13.189322 2.523218 77.000000
13.082817 2.513074 74.000000
13.087579 2.490379 74.000000
13.105278 2.539644 73.000000
12.852824 2.480643 75.000000
13.133422 2.451526 78.000000
13.168558 2.448377 80.000000
13.074776 2.555846 85.000000
13.147168 2.551081 74.000000
13.083549 2.484318 79.000000
12.914429 2.455899 73.000000
13.135023 2.496541 82.000000
13.089396 2.499645 80.000000
13.116306 2.572896 80.000000
13.039489 2.518904 77.000000
13.094388 2.563206 78.000000
12.876807 2.513263 77.000000
13.148478 2.531500 70.000000
13.090999 2.495054 76.000000
12.870359 2.554217 80.000000
13.162221 2.499172 75.000000
12.976731 2.516296 69.000000
13.104341 2.517906 79.000000
13.131840 2.551805 85.000000
12.964285 2.579337 73.000000
13.007452 2.508439 74.000000
12.767813 2.478860 79.000000
13.138957 2.532974 75.000000
13.117567 2.529956 72.000000
13.025490 2.539916 78.000000
12.824536 2.548850 81.000000
13.020230 2.542698 69.000000
13.082962 2.462130 75.000000
13.145824 2.524045 82.000000
13.007633 2.578277 77.000000
13.100099 2.530555 78.000000
12.999702 2.547936 76.000000
13.051415 2.527889 78.000000
13.103248 2.488330 72.000000
13.052414 2.528298 77.000000
13.008497 2.519131 76.000000
13.128769 2.499845 70.000000
13.000824 2.495066 73.000000
13.042826 2.566881 79.000000
13.067806 2.480932 83.000000
13.069272 2.517824 72.000000
13.044026 2.511534 73.000000
12.999345 2.568742 75.000000
12.937316 2.493427 78.000000
13.111957 2.619159 75.000000
13.114500 2.495886 78.000000
13.112000 2.505310 76.000000
12.986722 2.514686 81.000000
12.939852 2.583096 76.000000
13.124155 2.551768 74.000000
13.097162 2.466018 75.000000
13.056766 2.526585 80.000000
13.029331 2.580118 69.000000
13.003613 2.490038 69.000000
13.048959 2.481603 74.000000
12.969306 2.550527 76.000000
12.882132 2.504747 72.000000
13.040767 2.524424 80.000000
12.967260 2.518241 80.000000
13.079129 2.532255 71.000000
13.002131 2.488886 70.000000
12.974516 2.508576 70.000000
13.071257 2.503871 78.000000
13.019316 2.596965 70.000000
13.042787 2.541333 70.000000
13.011352 2.522098 71.000000
13.049285 2.551952 76.000000
13.014369 2.552279 72.000000
13.012306 2.555697 78.000000
13.006465 2.533482 80.000000
13.050410 2.542260 77.000000
12.993282 2.532647 66.000000
12.599427 2.537639 83.000000
13.095866 2.505232 69.000000
12.975452 2.527787 73.000000
12.945307 2.540413 70.000000
12.891695 2.533482 82.000000
13.029057 2.538221 77.000000
12.213501 2.526184 84.000000
13.017473 2.575949 72.000000
13.043715 2.522248 73.000000
13.041908 2.518250 81.000000
13.049154 2.557968 68.000000
12.923817 2.534841 79.000000
12.954182 2.475714 74.000000
13.061667 2.519276 75.000000
13.046073 2.556155 75.000000
13.019730 2.550012 74.000000
12.870155 2.529641 72.000000
13.040930 2.532403 66.000000
13.083294 2.520894 73.000000
12.959950 2.500059 72.000000
13.041298 2.550096 73.000000
13.002710 2.541276 66.000000
13.009600 2.507589 78.000000
12.973642 2.504888 76.000000
13.015795 2.469606 72.000000
12.981280 2.508916 73.000000
13.041173 2.513712 71.000000
13.021129 2.506149 70.000000
12.542161 2.527035 70.000000
12.997684 2.499073 75.000000
12.969284 2.521020 70.000000
13.039691 2.562884 68.000000
12.949646 2.605713 74.000000
12.861385 2.550160 70.000000
12.559066 2.462116 80.000000
12.872018 2.551596 73.000000
12.961796 2.518836 68.000000
13.004231 2.504418 72.000000
12.905366 2.535691 72.000000
12.970758 2.505105 77.000000
12.957517 2.513654 74.000000
12.978922 2.480310 71.000000
13.005985 2.595851 81.000000
12.913191 2.485058 73.000000
12.513534 2.501561 73.000000
12.993360 2.574427 75.000000
12.980788 2.499253 64.000000
12.906318 2.527551 67.000000
12.820810 2.553593 67.000000
13.024322 2.531375 71.000000
13.005867 2.524167 72.000000
12.546125 2.517509 72.000000
12.986870 2.520724 73.000000
13.007706 2.538304 72.000000
12.987706 2.535950 65.000000
13.000423 2.542996 70.000000
12.845557 2.562126 75.000000
12.775396 2.460553 70.000000
12.953495 2.484925 66.000000
12.984878 2.536600 67.000000
12.892783 2.557292 72.000000
12.855005 2.495671 66.000000
12.991611 2.558611 70.000000
12.986046 2.547858 71.000000
12.942176 2.630986 74.000000
12.975118 2.549279 70.000000
13.007178 2.550825 75.000000
12.920116 2.463029 74.000000
12.902416 2.530172 70.000000
12.965714 2.580599 67.000000
12.909648 2.497697 73.000000
12.916962 2.625616 71.000000
12.967171 2.430544 75.000000
12.993509 2.532846 76.000000
12.967576 2.474799 74.000000
12.991416 2.518090 67.000000
12.972404 2.530589 73.000000
12.997687 2.446550 68.000000
12.925757 2.536398 76.000000
12.904171 2.528379 76.000000
12.862454 2.550592 72.000000
12.903436 2.533267 75.000000
12.903890 2.526561 70.000000
13.007455 2.568707 72.000000
12.984634 2.564680 71.000000
12.952607 2.514885 70.000000
12.934113 2.547916 72.000000
12.851694 2.508591 76.000000
12.943009 2.510289 71.000000
12.963979 2.518145 71.000000
12.977746 2.493619 73.000000
12.960330 2.532940 68.000000
12.993812 2.498786 68.000000
12.740330 2.494982 72.000000
12.893096 2.482029 73.000000
12.865465 2.502184 70.000000
12.951900 2.477126 67.000000
12.851161 2.529587 68.000000
12.708713 2.564858 73.000000
12.870894 2.511262 71.000000
12.676707 2.551357 73.000000
12.923025 2.522404 70.000000
12.889484 2.506581 69.000000
12.744151 2.481211 73.000000
12.940164 2.539977 65.000000
12.808593 2.540946 63.000000
12.914492 2.548472 69.000000
12.892698 2.498605 70.000000
12.830664 2.535083 73.000000
12.915995 2.494607 70.000000
12.907010 2.489389 73.000000
12.897514 2.518242 75.000000
12.930085 2.524708 70.000000
12.961938 2.492530 70.000000
12.958905 2.533249 73.000000
12.948582 2.508582 74.000000
12.723443 2.548062 70.000000
12.900090 2.530571 72.000000
12.964833 2.483457 74.000000
12.894126 2.566738 73.000000
12.930727 2.532919 67.000000
12.580392 2.486674 70.000000
12.900456 2.494803 73.000000
12.767497 2.508767 68.000000
12.814991 2.458439 70.000000
12.889286 2.543172 69.000000
12.468382 2.506869 68.000000
12.926906 2.539295 68.000000
12.929108 2.469353 66.000000
12.888632 2.487097 65.000000
12.905392 2.560760 68.000000
12.875792 2.552706 73.000000
12.897190 2.574423 74.000000
12.959731 2.522388 67.000000
12.893910 2.510138 74.000000
12.296428 2.495219 70.000000
12.845595 2.486781 75.000000
12.858801 2.522318 66.000000
12.876291 2.523494 70.000000
12.879654 2.498589 62.000000
12.893346 2.509658 71.000000
12.908072 2.499685 70.000000
12.454923 2.575403 69.000000
12.923296 2.492025 66.000000
12.895568 2.521248 72.000000
12.239434 2.539632 64.000000
12.850808 2.538964 74.000000
12.724386 2.525511 69.000000
12.897951 2.495786 72.000000
12.859495 2.489621 68.000000
12.830845 2.460543 61.000000
12.923158 2.534304 67.000000
12.865652 2.551272 66.000000
12.868992 2.530612 68.000000
12.868724 2.537977 65.000000
12.890208 2.565927 68.000000
12.608363 2.601390 68.000000
12.660560 2.539155 70.000000
12.882082 2.494950 68.000000
12.905525 2.553516 67.000000
12.905888 2.519418 65.000000
12.843003 2.577106 70.000000
12.874913 2.550660 66.000000
12.862738 2.522971 66.000000
12.884662 2.487117 73.000000
12.867230 2.547304 69.000000
12.726127 2.476222 70.000000
12.904825 2.507457 70.000000
12.800971 2.514462 73.000000
12.785719 2.508251 68.000000
12.825516 2.508302 70.000000
12.821373 2.512557 69.000000
12.589659 2.530035 67.000000
12.795976 2.497256 64.000000
12.864365 2.586375 69.000000
12.871604 2.562949 64.000000
12.273708 2.515381 71.000000
12.692859 2.503887 68.000000
12.503253 2.528639 68.000000
12.775466 2.492250 69.000000
12.908115 2.540967 64.000000
12.861254 2.481088 69.000000
12.829767 2.461545 66.000000
12.833335 2.550099 68.000000
12.732882 2.503949 70.000000
12.868089 2.459983 76.000000
12.793486 2.515599 70.000000
12.858973 2.521597 68.000000
12.770088 2.527836 71.000000
12.845783 2.500343 64.000000
12.821528 2.519794 65.000000
12.756344 2.578260 65.000000
12.852030 2.526295 65.000000
12.803546 2.555306 63.000000
12.862273 2.450582 67.000000
12.858085 2.524348 72.000000
12.794713 2.550055 64.000000
12.830134 2.539092 71.000000
12.566011 2.540394 72.000000
12.836891 2.485621 65.000000
12.699088 2.522151 66.000000
12.801357 2.544647 68.000000
12.542537 2.545001 64.000000
12.809421 2.561093 70.000000
12.745658 2.512624 66.000000
12.871554 2.526375 67.000000
12.859929 2.554255 65.000000
12.722128 2.558072 67.000000
12.711449 2.543218 68.000000
12.555192 2.508604 69.000000
12.639065 2.472175 71.000000
12.687010 2.508742 68.000000
12.807356 2.511545 62.000000
12.788135 2.421824 70.000000
12.516209 2.505747 66.000000
12.873699 2.504709 76.000000
12.623803 2.613646 70.000000
12.807494 2.484998 66.000000
12.571007 2.530313 66.000000
12.709987 2.560404 69.000000
12.813314 2.580780 69.000000
12.832635 2.519926 66.000000
12.648306 2.541701 68.000000
12.626561 2.493291 66.000000
12.831439 2.575720 69.000000
12.786652 2.535829 69.000000
11.808632 2.535319 69.000000
12.846712 2.534720 68.000000
12.853175 2.532422 68.000000
12.767381 2.559782 66.000000
12.775219 2.530701 64.000000
12.688770 2.588117 68.000000
12.819417 2.521510 67.000000
12.830758 2.566043 70.000000
12.683619 2.476440 67.000000
12.836994 2.537261 66.000000
12.777032 2.477783 64.000000
12.844779 2.469121 64.000000
12.790614 2.499357 71.000000
12.829543 2.549702 68.000000
11.827045 2.548547 64.000000
12.822288 2.509222 63.000000
12.837747 2.524236 62.000000
12.825563 2.506909 69.000000
12.783189 2.515039 61.000000
12.794104 2.556141 67.000000
12.804938 2.559291 69.000000
12.764764 2.527345 68.000000
12.824792 2.457365 67.000000
12.832184 2.450160 66.000000
12.799665 2.483032 69.000000
12.789627 2.563455 70.000000
12.757388 2.540788 61.000000
-inf -inf 0.000000
12.778071 2.508485 63.000000
12.731511 2.501514 61.000000
12.768577 2.558207 68.000000
12.816212 2.485981 65.000000
12.753834 2.599350 69.000000
12.724320 2.460036 65.000000
12.821485 2.482387 65.000000
12.689129 2.510933 70.000000
12.798967 2.565677 65.000000
12.656938 2.483039 65.000000
12.743088 2.502794 70.000000
12.789322 2.496954 66.000000
12.818116 2.503014 69.000000
12.805385 2.538983 64.000000
12.782350 2.618097 67.000000
12.811158 2.511214 67.000000
12.770867 2.491764 60.000000
12.850948 2.522384 64.000000
12.760561 2.526654 65.000000
12.827518 2.541809 66.000000
12.819519 2.555924 68.000000
12.789356 2.576966 62.000000
12.559271 2.489411 65.000000
12.778804 2.555477 63.000000
12.829035 2.538212 66.000000
12.732994 2.543100 62.000000
12.813972 2.513348 65.000000
12.479175 2.499929 68.000000
12.786236 2.477175 66.000000
12.062057 2.513880 66.000000
12.728997 2.512894 64.000000
12.806947 2.519641 66.000000
12.798234 2.522484 68.000000
12.784525 2.505428 64.000000
12.737646 2.531237 66.000000
12.821784 2.484599 60.000000
12.826773 2.505604 62.000000
12.784053 2.542517 68.000000
12.738688 2.547842 60.000000
12.805244 2.508606 66.000000
12.745662 2.488726 70.000000
12.802639 2.519134 66.000000
12.797307 2.512454 67.000000
12.697320 2.543256 67.000000
12.773139 2.538717 69.000000
12.740267 2.579031 65.000000
12.533237 2.575950 68.000000
12.773044 2.515048 58.000000
12.708893 2.517740 65.000000
12.767569 2.547503 64.000000
12.538013 2.555278 66.000000
12.813163 2.496920 60.000000
12.365403 2.518966 67.000000
12.757401 2.501725 66.000000
12.750173 2.581418 64.000000
12.807190 2.545688 65.000000
12.679173 2.488661 65.000000
12.781788 2.494446 66.000000
12.782384 2.494639 64.000000
12.708711 2.487890 64.000000
12.646682 2.538947 72.000000
12.809862 2.505411 64.000000
12.670660 2.496366 69.000000
12.770150 2.549922 68.000000
12.759404 2.483099 64.000000
12.776286 2.486827 61.000000
12.775180 2.510051 64.000000
12.765708 2.539129 68.000000
12.770489 2.484331 64.000000
12.491409 2.465215 62.000000
12.795641 2.527851 68.000000
12.753466 2.520137 64.000000
12.656871 2.542649 61.000000
12.779867 2.459219 61.000000
12.648476 2.489044 65.000000
12.645505 2.484774 61.000000
12.796050 2.523662 65.000000
12.734888 2.527345 67.000000
12.515419 2.518239 64.000000
12.771203 2.495273 63.000000
12.737058 2.538920 64.000000
12.745355 2.575921 64.000000
12.747675 2.565230 63.000000
12.684741 2.533544 63.000000
12.762591 2.479818 62.000000
12.790349 2.522784 66.000000
12.796866 2.490846 69.000000
12.786215 2.473166 60.000000
12.555706 2.546107 63.000000
12.725807 2.570338 65.000000
12.775907 2.530996 62.000000
12.770341 2.543429 64.000000
12.726228 2.530060 66.000000
12.672082 2.528299 67.000000
12.621738 2.508510 71.000000
12.711208 2.562446 64.000000
12.763424 2.535893 65.000000
12.765563 2.552409 67.000000
12.761717 2.528173 65.000000
12.664540 2.483247 64.000000
12.671101 2.515957 65.000000
12.724018 2.558341 63.000000
12.733053 2.537517 62.000000
12.765529 2.524419 65.000000
12.763799 2.497966 61.000000
12.699284 2.498394 63.000000
