log10(Mass)+10    log10(VelDisp)   number_of_galaxy
13.592907 nan 0.000000
13.601741 nan 0.000000
13.676440 nan 0.000000
13.595105 nan 0.000000
13.399671 nan 0.000000
13.681041 nan 0.000000
13.589820 nan 0.000000
13.496532 nan 0.000000
12.547997 nan 0.000000
13.662278 nan 0.000000
13.429852 nan 0.000000
13.648593 nan 0.000000
13.502285 nan 0.000000
13.500895 nan 0.000000
13.563887 nan 0.000000
13.594919 nan 0.000000
13.650587 nan 0.000000
13.584089 nan 0.000000
13.622295 nan 0.000000
13.504075 nan 0.000000
12.773871 nan 0.000000
13.645389 nan 0.000000
13.658065 nan 0.000000
13.439642 nan 0.000000
13.417270 nan 0.000000
13.565917 nan 0.000000
13.604279 nan 0.000000
13.533348 nan 0.000000
13.561945 nan 0.000000
13.650448 nan 0.000000
13.584310 nan 0.000000
13.420791 nan 0.000000
13.648403 nan 0.000000
13.638928 nan 0.000000
13.648963 nan 0.000000
13.569573 nan 0.000000
13.581956 nan 0.000000
13.663130 nan 0.000000
13.599495 nan 0.000000
13.503883 nan 0.000000
13.591342 nan 0.000000
13.580266 nan 0.000000
13.621152 nan 0.000000
13.598403 nan 0.000000
13.503104 nan 0.000000
13.579343 nan 0.000000
13.644110 nan 0.000000
13.394126 nan 0.000000
13.641295 nan 0.000000
13.678137 nan 0.000000
13.636686 nan 0.000000
13.643181 nan 0.000000
13.322079 nan 0.000000
13.624834 nan 0.000000
13.333205 nan 0.000000
13.456340 nan 0.000000
13.547341 nan 0.000000
13.590733 nan 0.000000
13.608382 nan 0.000000
13.579325 nan 0.000000
13.303737 nan 0.000000
13.591955 nan 0.000000
13.400709 nan 0.000000
13.647497 nan 0.000000
13.540566 nan 0.000000
13.646416 nan 0.000000
13.567772 nan 0.000000
13.430167 nan 0.000000
13.609515 nan 0.000000
13.581572 nan 0.000000
13.633515 nan 0.000000
13.487591 nan 0.000000
13.620408 nan 0.000000
13.551872 nan 0.000000
13.219135 nan 0.000000
13.559625 nan 0.000000
13.494931 nan 0.000000
13.514088 nan 0.000000
13.647392 nan 0.000000
13.605842 nan 0.000000
13.604459 nan 0.000000
13.561743 nan 0.000000
13.623074 nan 0.000000
13.620859 nan 0.000000
13.376304 nan 0.000000
13.312678 nan 0.000000
13.663131 nan 0.000000
13.610963 nan 0.000000
13.542967 nan 0.000000
13.620506 nan 0.000000
13.669154 nan 0.000000
13.562899 nan 0.000000
13.575915 nan 0.000000
13.638472 nan 0.000000
13.650871 nan 0.000000
13.331803 nan 0.000000
13.588531 nan 0.000000
13.594822 nan 0.000000
13.583635 nan 0.000000
13.560068 nan 0.000000
13.531978 nan 0.000000
13.595759 nan 0.000000
13.625134 nan 0.000000
13.520103 nan 0.000000
13.642920 nan 0.000000
13.512648 nan 0.000000
13.657869 nan 0.000000
13.554909 nan 0.000000
13.628664 nan 0.000000
13.577324 nan 0.000000
13.540662 nan 0.000000
13.605582 nan 0.000000
13.593064 nan 0.000000
13.530757 nan 0.000000
13.544763 nan 0.000000
13.649005 nan 0.000000
13.236133 nan 0.000000
13.552590 nan 0.000000
13.434912 nan 0.000000
13.651491 nan 0.000000
13.609446 nan 0.000000
13.480582 nan 0.000000
13.646721 nan 0.000000
13.556108 nan 0.000000
13.431507 nan 0.000000
13.571620 nan 0.000000
13.608444 nan 0.000000
13.611622 nan 0.000000
13.639323 nan 0.000000
13.567456 nan 0.000000
13.617120 nan 0.000000
13.638423 nan 0.000000
13.588142 nan 0.000000
13.252563 nan 0.000000
13.553694 nan 0.000000
13.479309 nan 0.000000
13.561920 nan 0.000000
13.559589 nan 0.000000
13.587069 nan 0.000000
13.599476 nan 0.000000
13.607643 nan 0.000000
13.453477 nan 0.000000
13.594690 nan 0.000000
13.517815 nan 0.000000
13.552967 nan 0.000000
13.542904 nan 0.000000
13.587137 nan 0.000000
13.529565 nan 0.000000
13.664661 nan 0.000000
13.629497 nan 0.000000
13.608546 nan 0.000000
13.614140 nan 0.000000
13.404186 nan 0.000000
13.456785 nan 0.000000
13.614435 nan 0.000000
13.528549 nan 0.000000
13.534883 nan 0.000000
13.565722 nan 0.000000
13.412711 nan 0.000000
13.574014 nan 0.000000
13.618843 nan 0.000000
13.552210 nan 0.000000
13.497252 nan 0.000000
13.629545 nan 0.000000
13.435713 nan 0.000000
-inf -inf 0.000000
13.612636 nan 0.000000
13.395662 nan 0.000000
13.534488 nan 0.000000
13.300318 nan 0.000000
13.522408 nan 0.000000
13.537168 nan 0.000000
13.593101 nan 0.000000
13.572402 nan 0.000000
13.452628 nan 0.000000
13.515038 nan 0.000000
13.633139 nan 0.000000
13.439956 nan 0.000000
13.623121 nan 0.000000
13.584640 nan 0.000000
13.269005 nan 0.000000
13.582814 nan 0.000000
13.460391 nan 0.000000
13.569245 nan 0.000000
13.581651 nan 0.000000
13.528701 nan 0.000000
13.428660 nan 0.000000
13.648195 nan 0.000000
13.514914 nan 0.000000
13.458396 nan 0.000000
13.643033 nan 0.000000
13.569702 nan 0.000000
13.641470 nan 0.000000
13.301046 nan 0.000000
13.589181 nan 0.000000
13.508359 nan 0.000000
13.615357 nan 0.000000
13.620840 nan 0.000000
13.558065 nan 0.000000
13.612039 nan 0.000000
13.398727 nan 0.000000
13.614013 nan 0.000000
13.579765 nan 0.000000
13.635962 nan 0.000000
13.611243 nan 0.000000
13.621085 nan 0.000000
13.577320 nan 0.000000
13.627110 nan 0.000000
13.576625 nan 0.000000
13.358704 nan 0.000000
13.577690 nan 0.000000
13.317687 nan 0.000000
13.109067 nan 0.000000
13.555927 nan 0.000000
13.596125 nan 0.000000
13.639275 nan 0.000000
13.597171 nan 0.000000
13.622143 nan 0.000000
13.619679 nan 0.000000
13.505863 nan 0.000000
13.625496 nan 0.000000
13.257949 nan 0.000000
13.655023 nan 0.000000
13.599209 nan 0.000000
13.533865 nan 0.000000
13.562294 nan 0.000000
13.614761 nan 0.000000
13.626776 nan 0.000000
13.314219 nan 0.000000
13.556640 nan 0.000000
13.601435 nan 0.000000
13.410507 nan 0.000000
13.454241 nan 0.000000
13.629737 nan 0.000000
13.405505 nan 0.000000
13.083904 nan 0.000000
13.352744 nan 0.000000
13.444348 nan 0.000000
13.210302 nan 0.000000
13.612022 nan 0.000000
13.591733 nan 0.000000
13.583789 nan 0.000000
13.528262 nan 0.000000
13.553874 nan 0.000000
13.518607 nan 0.000000
13.570933 nan 0.000000
13.488596 nan 0.000000
13.583958 nan 0.000000
13.223114 nan 0.000000
13.557775 nan 0.000000
13.553688 nan 0.000000
13.397822 nan 0.000000
13.626285 nan 0.000000
13.343598 nan 0.000000
13.300624 nan 0.000000
13.560937 nan 0.000000
13.568968 nan 0.000000
13.572501 nan 0.000000
13.628366 nan 0.000000
13.551505 nan 0.000000
13.543096 nan 0.000000
13.640039 nan 0.000000
13.612455 nan 0.000000
13.652260 nan 0.000000
13.632431 nan 0.000000
13.609659 nan 0.000000
13.571740 nan 0.000000
13.569520 nan 0.000000
13.627782 nan 0.000000
13.604508 nan 0.000000
13.665204 nan 0.000000
13.500100 nan 0.000000
13.536634 nan 0.000000
13.632664 nan 0.000000
13.565584 nan 0.000000
13.561881 nan 0.000000
13.600576 nan 0.000000
13.620225 nan 0.000000
13.569200 nan 0.000000
13.560730 nan 0.000000
13.614009 nan 0.000000
13.634311 nan 0.000000
13.586709 nan 0.000000
13.026065 nan 0.000000
13.630679 nan 0.000000
13.606476 nan 0.000000
13.684825 nan 0.000000
13.606693 nan 0.000000
13.422803 nan 0.000000
13.593634 nan 0.000000
13.605216 nan 0.000000
13.288188 nan 0.000000
13.401170 nan 0.000000
13.616006 nan 0.000000
13.244485 nan 0.000000
13.538531 nan 0.000000
13.623306 nan 0.000000
13.564786 nan 0.000000
13.345378 nan 0.000000
13.555716 nan 0.000000
13.557526 nan 0.000000
13.550489 nan 0.000000
13.259157 nan 0.000000
13.580350 nan 0.000000
13.573246 nan 0.000000
13.572689 nan 0.000000
13.528817 nan 0.000000
13.575532 nan 0.000000
13.237947 nan 0.000000
13.542738 nan 0.000000
13.566990 nan 0.000000
13.649256 nan 0.000000
13.620454 nan 0.000000
13.612901 nan 0.000000
13.486163 nan 0.000000
13.604204 nan 0.000000
13.577829 nan 0.000000
13.612093 nan 0.000000
13.541336 nan 0.000000
13.567147 nan 0.000000
13.649698 nan 0.000000
13.579906 nan 0.000000
-inf -inf 0.000000
13.586994 nan 0.000000
13.557231 nan 0.000000
13.554686 nan 0.000000
13.543124 nan 0.000000
13.602115 nan 0.000000
13.575746 nan 0.000000
13.596790 nan 0.000000
13.645781 nan 0.000000
13.476981 nan 0.000000
13.573593 nan 0.000000
13.548101 nan 0.000000
13.589775 nan 0.000000
13.510688 nan 0.000000
13.335071 nan 0.000000
13.587011 nan 0.000000
13.540811 nan 0.000000
13.514903 nan 0.000000
13.641263 nan 0.000000
13.548315 nan 0.000000
13.548616 nan 0.000000
13.532339 nan 0.000000
13.563231 nan 0.000000
13.401493 nan 0.000000
13.622691 nan 0.000000
13.479493 nan 0.000000
13.604082 nan 0.000000
13.630323 nan 0.000000
13.640425 nan 0.000000
12.857710 nan 0.000000
13.301161 nan 0.000000
13.527242 nan 0.000000
13.574078 nan 0.000000
13.591235 nan 0.000000
13.519763 nan 0.000000
13.574444 nan 0.000000
13.639983 nan 0.000000
13.621302 nan 0.000000
13.605873 nan 0.000000
13.619943 nan 0.000000
13.596602 nan 0.000000
13.616730 nan 0.000000
13.389256 nan 0.000000
13.624297 nan 0.000000
13.571903 nan 0.000000
13.580794 nan 0.000000
13.088768 nan 0.000000
13.531353 nan 0.000000
13.389342 nan 0.000000
13.288675 nan 0.000000
13.562947 nan 0.000000
13.585127 nan 0.000000
13.375803 nan 0.000000
13.402400 nan 0.000000
13.505165 nan 0.000000
13.463819 nan 0.000000
13.614277 nan 0.000000
13.506089 nan 0.000000
13.582656 nan 0.000000
13.509090 nan 0.000000
13.589822 nan 0.000000
13.579059 nan 0.000000
13.537811 nan 0.000000
13.504205 nan 0.000000
13.582638 nan 0.000000
13.576481 nan 0.000000
13.539662 nan 0.000000
13.303191 nan 0.000000
13.532659 nan 0.000000
13.469412 nan 0.000000
13.592656 nan 0.000000
13.555944 nan 0.000000
13.566095 nan 0.000000
13.538116 nan 0.000000
13.515771 nan 0.000000
13.589283 nan 0.000000
13.543000 nan 0.000000
13.555986 nan 0.000000
13.554972 nan 0.000000
13.598462 nan 0.000000
13.600244 nan 0.000000
12.729219 nan 0.000000
13.561448 nan 0.000000
13.341054 nan 0.000000
13.613077 nan 0.000000
13.431949 nan 0.000000
13.644023 nan 0.000000
13.557998 nan 0.000000
13.222245 nan 0.000000
13.511862 nan 0.000000
13.620720 nan 0.000000
13.528979 nan 0.000000
13.587566 nan 0.000000
13.564424 nan 0.000000
13.506451 nan 0.000000
13.602207 nan 0.000000
13.550634 nan 0.000000
13.613986 nan 0.000000
13.551967 nan 0.000000
13.498711 nan 0.000000
13.594038 nan 0.000000
13.524787 nan 0.000000
13.532242 nan 0.000000
13.580133 nan 0.000000
13.611924 nan 0.000000
13.492623 nan 0.000000
13.608181 nan 0.000000
13.578705 nan 0.000000
13.548905 nan 0.000000
13.576441 nan 0.000000
13.329804 nan 0.000000
13.638328 nan 0.000000
13.587291 nan 0.000000
13.556385 nan 0.000000
13.555670 nan 0.000000
13.614863 nan 0.000000
13.565396 nan 0.000000
13.600883 nan 0.000000
13.597843 nan 0.000000
13.569872 nan 0.000000
13.615721 nan 0.000000
13.532953 nan 0.000000
13.453837 nan 0.000000
13.318807 nan 0.000000
13.586143 nan 0.000000
13.607802 nan 0.000000
13.527049 nan 0.000000
13.596156 nan 0.000000
13.529643 nan 0.000000
13.661365 nan 0.000000
13.565281 nan 0.000000
13.497359 nan 0.000000
13.508631 nan 0.000000
13.541016 nan 0.000000
13.488670 nan 0.000000
13.491479 nan 0.000000
13.582388 nan 0.000000
13.566648 nan 0.000000
13.574340 nan 0.000000
13.442957 nan 0.000000
13.414663 nan 0.000000
13.584848 nan 0.000000
13.535785 nan 0.000000
13.593371 nan 0.000000
13.548323 nan 0.000000
13.498811 nan 0.000000
13.566788 nan 0.000000
13.555021 nan 0.000000
13.606561 nan 0.000000
13.295964 nan 0.000000
13.628638 nan 0.000000
13.610194 nan 0.000000
13.603625 nan 0.000000
13.373824 nan 0.000000
13.620844 nan 0.000000
13.566283 nan 0.000000
13.529413 nan 0.000000
13.541369 nan 0.000000
13.505192 nan 0.000000
13.413869 nan 0.000000
13.592445 nan 0.000000
13.597503 nan 0.000000
12.489677 nan 0.000000
13.573525 nan 0.000000
13.570688 nan 0.000000
13.601498 nan 0.000000
13.500765 nan 0.000000
13.588888 nan 0.000000
13.487419 nan 0.000000
13.546390 nan 0.000000
13.514156 nan 0.000000
13.500696 nan 0.000000
13.594999 nan 0.000000
13.340895 nan 0.000000
13.481765 nan 0.000000
13.539978 nan 0.000000
13.581373 nan 0.000000
13.619540 nan 0.000000
13.578085 nan 0.000000
13.425368 nan 0.000000
13.442671 nan 0.000000
13.479272 nan 0.000000
13.614470 nan 0.000000
13.452908 nan 0.000000
13.536489 nan 0.000000
13.579117 nan 0.000000
13.261336 nan 0.000000
13.549524 nan 0.000000
13.577542 nan 0.000000
13.539118 nan 0.000000
13.544836 nan 0.000000
13.554468 nan 0.000000
13.298886 nan 0.000000
13.566095 nan 0.000000
13.430053 nan 0.000000
13.300076 nan 0.000000
13.536880 nan 0.000000
13.383897 nan 0.000000
13.475097 nan 0.000000
13.509754 nan 0.000000
13.450876 nan 0.000000
13.534886 nan 0.000000
13.531212 nan 0.000000
13.354917 nan 0.000000
13.336591 nan 0.000000
13.545793 nan 0.000000
13.588035 nan 0.000000
13.576494 nan 0.000000
13.607663 nan 0.000000
13.418509 nan 0.000000
13.535476 nan 0.000000
13.636567 nan 0.000000
13.559944 nan 0.000000
13.580594 nan 0.000000
13.548995 nan 0.000000
13.617240 nan 0.000000
13.516520 nan 0.000000
13.545392 nan 0.000000
13.462991 nan 0.000000
13.612266 nan 0.000000
13.517146 nan 0.000000
13.527749 nan 0.000000
13.610200 nan 0.000000
13.408006 nan 0.000000
13.534026 nan 0.000000
13.614974 nan 0.000000
13.412431 nan 0.000000
13.236352 nan 0.000000
13.453452 nan 0.000000
13.340318 nan 0.000000
13.611931 nan 0.000000
13.623654 nan 0.000000
13.370691 nan 0.000000
13.626751 nan 0.000000
13.494692 nan 0.000000
13.365774 nan 0.000000
13.504070 nan 0.000000
13.500247 nan 0.000000
13.388192 nan 0.000000
13.531234 nan 0.000000
13.577573 nan 0.000000
13.409295 nan 0.000000
13.547181 nan 0.000000
13.415398 nan 0.000000
13.599225 nan 0.000000
13.559521 nan 0.000000
13.514702 nan 0.000000
13.517151 nan 0.000000
13.508438 nan 0.000000
13.571598 nan 0.000000
13.571851 nan 0.000000
13.226300 nan 0.000000
13.626144 nan 0.000000
13.398936 nan 0.000000
13.539597 nan 0.000000
13.437876 nan 0.000000
13.536640 nan 0.000000
13.547496 nan 0.000000
13.471041 nan 0.000000
13.630966 nan 0.000000
13.607269 nan 0.000000
13.578813 nan 0.000000
13.629617 nan 0.000000
13.646318 nan 0.000000
13.506729 nan 0.000000
13.550259 nan 0.000000
13.599763 nan 0.000000
13.324303 nan 0.000000
13.196794 nan 0.000000
13.487903 nan 0.000000
13.470626 nan 0.000000
13.510337 nan 0.000000
13.533445 nan 0.000000
13.526271 nan 0.000000
13.443597 nan 0.000000
13.539570 nan 0.000000
13.488034 nan 0.000000
13.597824 nan 0.000000
13.484116 nan 0.000000
13.493137 nan 0.000000
13.499714 nan 0.000000
13.551165 nan 0.000000
13.573332 nan 0.000000
13.556461 nan 0.000000
13.583922 nan 0.000000
13.572884 nan 0.000000
13.524265 nan 0.000000
13.605179 nan 0.000000
13.564043 nan 0.000000
13.217074 nan 0.000000
13.476025 nan 0.000000
13.570392 nan 0.000000
13.532762 nan 0.000000
13.592622 nan 0.000000
13.583731 nan 0.000000
13.565888 nan 0.000000
13.548789 nan 0.000000
13.512728 nan 0.000000
13.389355 nan 0.000000
13.361472 nan 0.000000
13.507709 nan 0.000000
13.572881 nan 0.000000
13.557053 nan 0.000000
13.433895 nan 0.000000
12.746047 nan 0.000000
13.533934 nan 0.000000
13.580333 nan 0.000000
13.543262 nan 0.000000
13.460279 nan 0.000000
13.539383 nan 0.000000
13.102485 nan 0.000000
13.485923 nan 0.000000
13.378196 nan 0.000000
13.545008 nan 0.000000
13.290932 nan 0.000000
13.570472 nan 0.000000
13.609404 nan 0.000000
13.540879 nan 0.000000
13.571362 nan 0.000000
13.625113 nan 0.000000
13.190459 nan 0.000000
13.431919 nan 0.000000
13.616255 nan 0.000000
13.533340 nan 0.000000
13.464948 nan 0.000000
13.490203 nan 0.000000
13.393829 nan 0.000000
13.592475 nan 0.000000
13.589701 nan 0.000000
13.627292 nan 0.000000
13.556205 nan 0.000000
13.536019 nan 0.000000
13.175054 nan 0.000000
13.578384 nan 0.000000
13.312638 nan 0.000000
13.563913 nan 0.000000
13.332257 nan 0.000000
13.528464 nan 0.000000
13.494812 nan 0.000000
13.510530 nan 0.000000
13.548775 nan 0.000000
13.590308 nan 0.000000
13.571731 nan 0.000000
13.511781 nan 0.000000
13.544928 nan 0.000000
13.606451 nan 0.000000
13.630774 nan 0.000000
13.595372 nan 0.000000
13.487118 nan 0.000000
13.530264 nan 0.000000
13.536570 nan 0.000000
13.610262 nan 0.000000
13.572990 nan 0.000000
13.511090 nan 0.000000
13.424702 nan 0.000000
13.323228 nan 0.000000
13.610236 nan 0.000000
13.475499 nan 0.000000
13.573477 nan 0.000000
13.529078 nan 0.000000
13.559818 nan 0.000000
13.580032 nan 0.000000
13.410048 nan 0.000000
13.580401 nan 0.000000
13.586857 nan 0.000000
13.637696 nan 0.000000
13.434616 nan 0.000000
13.427870 nan 0.000000
13.522279 nan 0.000000
13.554842 nan 0.000000
13.525392 nan 0.000000
13.593965 nan 0.000000
13.577875 nan 0.000000
13.586834 nan 0.000000
13.590654 nan 0.000000
13.556786 nan 0.000000
13.566316 nan 0.000000
13.603489 nan 0.000000
13.591356 nan 0.000000
13.536410 nan 0.000000
13.566508 nan 0.000000
13.554331 nan 0.000000
13.367903 nan 0.000000
13.460321 nan 0.000000
13.607586 nan 0.000000
13.550266 nan 0.000000
12.853980 nan 0.000000
13.557494 nan 0.000000
13.333258 nan 0.000000
13.603221 nan 0.000000
13.565356 nan 0.000000
13.278537 nan 0.000000
13.500325 nan 0.000000
12.951994 nan 0.000000
13.532863 nan 0.000000
13.543209 nan 0.000000
13.595067 nan 0.000000
13.158521 nan 0.000000
13.507455 nan 0.000000
13.608971 nan 0.000000
13.531076 nan 0.000000
13.564773 nan 0.000000
13.569120 nan 0.000000
13.362217 nan 0.000000
13.425298 nan 0.000000
13.418293 nan 0.000000
13.469304 nan 0.000000
13.152592 nan 0.000000
13.594420 nan 0.000000
13.546026 nan 0.000000
13.442902 nan 0.000000
13.485975 nan 0.000000
13.567508 nan 0.000000
13.560968 nan 0.000000
13.514832 nan 0.000000
13.507970 nan 0.000000
13.263279 nan 0.000000
13.600816 nan 0.000000
13.452017 nan 0.000000
13.582148 nan 0.000000
13.593898 nan 0.000000
13.515507 nan 0.000000
13.627581 nan 0.000000
13.569784 nan 0.000000
13.525104 nan 0.000000
13.604796 nan 0.000000
13.412034 nan 0.000000
13.409496 nan 0.000000
13.534286 nan 0.000000
13.547941 nan 0.000000
13.529457 nan 0.000000
13.562172 nan 0.000000
13.565626 nan 0.000000
13.551248 nan 0.000000
13.497902 nan 0.000000
13.492745 nan 0.000000
13.433603 nan 0.000000
13.105973 nan 0.000000
13.566443 nan 0.000000
13.291275 nan 0.000000
13.395628 nan 0.000000
13.471253 nan 0.000000
13.545260 nan 0.000000
13.631483 nan 0.000000
13.517511 nan 0.000000
13.526308 nan 0.000000
13.284154 nan 0.000000
13.586123 nan 0.000000
13.571374 nan 0.000000
13.497083 nan 0.000000
13.583028 nan 0.000000
13.528096 nan 0.000000
13.558055 nan 0.000000
13.543497 nan 0.000000
13.568136 nan 0.000000
13.490508 nan 0.000000
13.595458 nan 0.000000
13.517908 nan 0.000000
13.429230 nan 0.000000
13.543444 nan 0.000000
13.511849 nan 0.000000
13.610834 nan 0.000000
13.578203 nan 0.000000
13.484641 nan 0.000000
13.544732 nan 0.000000
13.510997 nan 0.000000
13.534725 nan 0.000000
13.596867 nan 0.000000
13.431442 nan 0.000000
13.302381 nan 0.000000
13.548413 nan 0.000000
13.558311 nan 0.000000
13.516990 nan 0.000000
13.432063 nan 0.000000
13.586208 nan 0.000000
13.479166 nan 0.000000
13.512611 nan 0.000000
13.564369 nan 0.000000
13.602467 nan 0.000000
13.512366 nan 0.000000
13.565142 nan 0.000000
13.508431 nan 0.000000
13.583937 nan 0.000000
13.594854 nan 0.000000
13.518800 nan 0.000000
13.532135 nan 0.000000
13.371660 nan 0.000000
13.529765 nan 0.000000
13.541061 nan 0.000000
13.551203 nan 0.000000
13.358768 nan 0.000000
13.480175 nan 0.000000
13.320870 nan 0.000000
13.550543 nan 0.000000
13.545038 nan 0.000000
13.494107 nan 0.000000
13.537243 nan 0.000000
13.555749 nan 0.000000
13.588962 nan 0.000000
13.570761 nan 0.000000
13.550044 nan 0.000000
13.541258 nan 0.000000
13.590211 nan 0.000000
13.578910 nan 0.000000
13.560959 nan 0.000000
13.581315 nan 0.000000
13.526010 nan 0.000000
13.508069 nan 0.000000
13.525832 nan 0.000000
13.569171 nan 0.000000
13.512610 nan 0.000000
13.376420 nan 0.000000
13.547994 nan 0.000000
13.490983 nan 0.000000
13.627815 nan 0.000000
13.604222 nan 0.000000
13.551547 nan 0.000000
13.574330 nan 0.000000
13.506192 nan 0.000000
13.618090 nan 0.000000
13.403994 nan 0.000000
13.565506 nan 0.000000
13.557769 nan 0.000000
13.551869 nan 0.000000
13.455980 nan 0.000000
13.517365 nan 0.000000
13.538809 nan 0.000000
13.506546 nan 0.000000
13.559304 nan 0.000000
13.557545 nan 0.000000
13.572767 nan 0.000000
13.426313 nan 0.000000
13.537029 nan 0.000000
13.481099 nan 0.000000
13.485302 nan 0.000000
13.463184 nan 0.000000
13.078073 nan 0.000000
13.531332 nan 0.000000
13.506454 nan 0.000000
13.578418 nan 0.000000
13.569362 nan 0.000000
13.573034 nan 0.000000
13.542342 nan 0.000000
13.573423 nan 0.000000
13.573672 nan 0.000000
13.601193 nan 0.000000
13.521598 nan 0.000000
13.558351 nan 0.000000
13.504932 nan 0.000000
13.526618 nan 0.000000
13.416095 nan 0.000000
13.474771 nan 0.000000
13.544182 nan 0.000000
13.391473 nan 0.000000
13.550650 nan 0.000000
13.466320 nan 0.000000
13.561331 nan 0.000000
13.569360 nan 0.000000
13.354537 nan 0.000000
13.409604 nan 0.000000
13.447880 nan 0.000000
13.574489 nan 0.000000
13.508031 nan 0.000000
13.537007 nan 0.000000
13.557728 nan 0.000000
13.498318 nan 0.000000
13.325239 nan 0.000000
13.440343 nan 0.000000
13.525780 nan 0.000000
13.580365 nan 0.000000
13.416452 nan 0.000000
13.290785 nan 0.000000
13.573375 nan 0.000000
13.495020 nan 0.000000
13.493317 nan 0.000000
13.602118 nan 0.000000
13.584985 nan 0.000000
13.501102 nan 0.000000
13.569131 nan 0.000000
13.501874 nan 0.000000
13.485330 nan 0.000000
13.549499 nan 0.000000
13.583775 nan 0.000000
13.513813 nan 0.000000
13.500888 nan 0.000000
13.519675 nan 0.000000
13.511957 nan 0.000000
13.270865 nan 0.000000
13.488592 nan 0.000000
13.565916 nan 0.000000
13.382116 nan 0.000000
13.497629 nan 0.000000
13.555305 nan 0.000000
13.057629 nan 0.000000
13.461334 nan 0.000000
13.571046 nan 0.000000
13.586880 nan 0.000000
13.308946 nan 0.000000
13.512811 nan 0.000000
13.536496 nan 0.000000
13.534629 nan 0.000000
13.575685 nan 0.000000
13.405475 nan 0.000000
13.566194 nan 0.000000
13.565109 nan 0.000000
13.487406 nan 0.000000
13.482925 nan 0.000000
13.611539 nan 0.000000
13.541132 nan 0.000000
13.438944 nan 0.000000
13.552425 nan 0.000000
13.558315 nan 0.000000
13.538502 nan 0.000000
13.513996 nan 0.000000
13.570194 nan 0.000000
13.085858 nan 0.000000
13.606244 nan 0.000000
13.572485 nan 0.000000
13.535286 nan 0.000000
13.494086 nan 0.000000
13.550398 nan 0.000000
13.467092 nan 0.000000
13.562166 nan 0.000000
13.536735 nan 0.000000
13.336655 nan 0.000000
13.561617 nan 0.000000
13.508741 nan 0.000000
13.293312 nan 0.000000
13.507396 nan 0.000000
13.551096 nan 0.000000
13.533712 nan 0.000000
13.574047 nan 0.000000
13.416017 nan 0.000000
13.284205 nan 0.000000
13.454109 nan 0.000000
13.408115 nan 0.000000
13.527394 nan 0.000000
13.550705 nan 0.000000
13.528312 nan 0.000000
13.576715 nan 0.000000
13.538061 nan 0.000000
13.545844 nan 0.000000
13.568270 nan 0.000000
13.548713 nan 0.000000
13.086367 nan 0.000000
13.514837 nan 0.000000
13.595944 nan 0.000000
13.504093 nan 0.000000
13.555683 nan 0.000000
13.259779 nan 0.000000
13.554774 nan 0.000000
13.533490 nan 0.000000
13.518201 nan 0.000000
13.563154 nan 0.000000
13.526726 nan 0.000000
13.572540 nan 0.000000
13.311637 nan 0.000000
13.584425 nan 0.000000
13.559810 nan 0.000000
13.532776 nan 0.000000
13.497196 nan 0.000000
13.492504 nan 0.000000
13.564839 nan 0.000000
13.507866 nan 0.000000
13.352731 nan 0.000000
13.585860 nan 0.000000
13.576089 nan 0.000000
13.527383 nan 0.000000
13.596726 nan 0.000000
13.513092 nan 0.000000
13.569813 nan 0.000000
13.484101 nan 0.000000
13.488385 nan 0.000000
13.401106 nan 0.000000
13.303339 nan 0.000000
13.619480 nan 0.000000
13.437546 nan 0.000000
13.524740 nan 0.000000
13.572551 nan 0.000000
13.475250 nan 0.000000
13.405233 nan 0.000000
13.493658 nan 0.000000
13.557019 nan 0.000000
13.611310 nan 0.000000
13.519222 nan 0.000000
13.478327 nan 0.000000
13.595754 nan 0.000000
13.373694 nan 0.000000
13.553872 nan 0.000000
13.561324 nan 0.000000
13.500200 nan 0.000000
13.394212 nan 0.000000
13.268574 nan 0.000000
13.585712 nan 0.000000
13.581030 nan 0.000000
13.547210 nan 0.000000
13.557422 nan 0.000000
13.591056 nan 0.000000
13.534841 nan 0.000000
13.495864 nan 0.000000
13.569512 nan 0.000000
13.278442 nan 0.000000
13.580379 nan 0.000000
13.583127 nan 0.000000
13.574479 nan 0.000000
13.266099 nan 0.000000
13.445837 nan 0.000000
13.573301 nan 0.000000
13.479333 nan 0.000000
13.510375 nan 0.000000
13.331678 nan 0.000000
13.568840 nan 0.000000
13.053485 nan 0.000000
13.305683 nan 0.000000
13.161930 nan 0.000000
13.460761 nan 0.000000
13.042918 nan 0.000000
13.490895 nan 0.000000
13.498640 nan 0.000000
13.524224 nan 0.000000
13.521580 nan 0.000000
12.656030 nan 0.000000
13.394114 nan 0.000000
13.480366 nan 0.000000
13.529615 nan 0.000000
13.525250 nan 0.000000
13.252979 nan 0.000000
13.486819 nan 0.000000
13.514033 nan 0.000000
13.549157 nan 0.000000
13.571169 nan 0.000000
13.565193 nan 0.000000
13.581286 nan 0.000000
13.529267 nan 0.000000
13.488847 nan 0.000000
13.082324 nan 0.000000
13.516821 nan 0.000000
13.542531 nan 0.000000
12.988978 nan 0.000000
13.560828 nan 0.000000
13.283974 nan 0.000000
13.456799 nan 0.000000
13.334415 nan 0.000000
13.488646 nan 0.000000
13.533168 nan 0.000000
13.464828 nan 0.000000
13.312243 nan 0.000000
13.467712 nan 0.000000
13.496676 nan 0.000000
13.508950 nan 0.000000
13.511917 nan 0.000000
13.433286 nan 0.000000
