log10(Mass)+10    log10(VelDisp_subhalos)
9.804275 -inf
9.841190 -inf
9.804455 -inf
9.828393 -inf
9.854533 -inf
9.782252 -inf
9.837555 -inf
9.783582 -inf
9.780815 -inf
9.803059 -inf
9.834573 -inf
9.828101 -inf
9.828754 -inf
9.861351 -inf
9.736987 -inf
9.825795 -inf
9.807277 -inf
9.830522 -inf
9.838539 -inf
9.780741 -inf
9.852280 -inf
9.843843 -inf
9.753907 -inf
9.851971 -inf
9.845101 -inf
9.878003 -inf
9.768731 -inf
9.816139 -inf
9.849113 -inf
9.770275 -inf
9.854251 -inf
9.839251 -inf
9.788716 -inf
9.844676 -inf
9.816214 -inf
9.790969 -inf
9.838117 -inf
9.832907 -inf
9.793473 -inf
9.846831 -inf
9.786184 -inf
9.793990 -inf
9.773692 -inf
9.769153 -inf
9.831951 -inf
9.758554 -inf
9.812695 -inf
9.857769 -inf
9.815090 -inf
9.733728 -inf
9.825350 -inf
9.772134 -inf
9.832433 -inf
9.789971 -inf
9.846838 -inf
9.839240 -inf
9.846174 -inf
9.743860 -inf
9.814649 -inf
9.775710 -inf
9.787122 -inf
9.773351 -inf
9.837370 -inf
9.811589 -inf
9.736577 -inf
9.794814 -inf
9.809617 -inf
9.834350 -inf
9.829460 -inf
9.781197 -inf
9.775784 -inf
9.809607 -inf
9.804937 -inf
9.721843 -inf
9.840630 -inf
9.801955 -inf
9.825915 -inf
9.816741 -inf
9.838719 -inf
9.836855 -inf
9.829669 -inf
9.792051 -inf
9.829338 -inf
9.786648 -inf
9.744251 1.255866
9.778361 -inf
9.797912 -inf
9.718634 -inf
9.817438 -inf
9.835176 -inf
9.775513 -inf
9.793694 -inf
9.843958 -inf
9.786472 -inf
9.839635 -inf
9.832439 -inf
9.841657 -inf
9.851951 -inf
9.849951 -inf
9.751865 -inf
9.803775 -inf
9.807284 -inf
9.795025 -inf
9.852039 -inf
9.794055 -inf
9.808539 -inf
9.815864 -inf
9.752023 -inf
9.828970 -inf
9.803235 -inf
9.813702 -inf
9.836082 -inf
9.834688 -inf
9.756292 -inf
9.854113 -inf
9.816029 -inf
9.814314 -inf
9.858878 -inf
9.862071 -inf
9.806115 -inf
9.724459 -inf
9.836675 -inf
9.807756 -inf
9.828213 -inf
9.818726 -inf
9.741906 -inf
9.782157 -inf
9.839251 -inf
9.783766 -inf
9.766699 -inf
9.766374 -inf
9.788697 -inf
9.777941 -inf
9.801751 -inf
9.827676 -inf
9.754977 -inf
9.844939 -inf
9.816508 -inf
9.826558 -inf
9.791632 -inf
9.811687 -inf
9.759003 -inf
9.808283 -inf
9.769233 -inf
9.800158 -inf
9.801000 -inf
9.789254 -inf
9.765898 -inf
9.727297 -inf
9.798711 -inf
9.784818 -inf
9.786855 -inf
9.805343 -inf
9.724323 -inf
9.776263 -inf
9.781461 -inf
9.745740 -inf
9.827378 -inf
9.833242 -inf
9.771514 -inf
9.808927 -inf
9.843571 -inf
9.814970 -inf
9.811893 -inf
9.825806 -inf
9.757605 -inf
9.812786 -inf
9.802984 -inf
9.745835 -inf
9.810025 -inf
9.738736 -inf
9.842794 -inf
9.786661 -inf
9.744046 -inf
9.828706 -inf
9.765924 -inf
9.844735 -inf
9.795397 -inf
9.799194 -inf
9.833181 -inf
9.828060 -inf
9.839848 -inf
9.801361 -inf
9.808753 -inf
9.836698 -inf
9.797646 -inf
9.804637 -inf
9.831573 -inf
9.803868 -inf
9.824951 -inf
9.792811 -inf
9.779740 -inf
9.794860 -inf
9.820145 -inf
9.824727 -inf
9.813585 -inf
9.823061 -inf
9.822753 -inf
9.800586 -inf
9.833955 -inf
9.797365 -inf
9.848465 -inf
9.751760 -inf
9.769247 -inf
9.780510 -inf
9.756047 -inf
9.742798 -inf
9.826413 -inf
9.789875 -inf
9.807422 -inf
9.806476 -inf
9.793439 -inf
9.781328 -inf
9.819572 -inf
9.804376 -inf
9.796004 -inf
9.799146 -inf
9.785895 -inf
9.731623 -inf
9.846856 -inf
9.784879 -inf
9.708031 -inf
9.813505 -inf
9.771471 -inf
9.813526 -inf
9.787059 -inf
9.803158 -inf
9.791831 -inf
9.820552 -inf
9.794135 -inf
9.764182 -inf
9.712432 -inf
9.817689 -inf
9.817534 -inf
9.809372 -inf
9.816770 -inf
9.797373 -inf
9.803564 -inf
9.806229 -inf
9.799633 -inf
9.828335 -inf
9.802849 -inf
9.781186 -inf
9.769749 -inf
9.814729 -inf
9.817002 -inf
9.760775 -inf
9.774225 -inf
9.797282 -inf
9.810147 -inf
9.773866 -inf
9.799127 -inf
9.845104 -inf
9.802494 -inf
9.763287 -inf
9.829821 -inf
9.718425 -inf
9.799533 -inf
9.772044 -inf
9.836393 -inf
9.805998 -inf
9.778948 -inf
9.805588 -inf
9.760531 -inf
9.784867 -inf
9.810861 -inf
9.806966 -inf
9.796182 -inf
9.700559 -inf
9.757174 -inf
9.806818 -inf
9.802541 -inf
9.776401 -inf
9.783791 -inf
9.849956 -inf
9.781566 -inf
9.784693 -inf
9.754818 -inf
9.770254 -inf
9.822163 -inf
9.807884 -inf
9.789979 -inf
9.772618 -inf
9.806986 -inf
9.809684 -inf
9.804156 -inf
9.776633 -inf
9.793498 -inf
9.790394 -inf
9.766576 -inf
9.798363 -inf
9.841388 -inf
9.790407 -inf
9.735769 -inf
9.815991 -inf
9.789382 -inf
9.786756 -inf
9.794255 -inf
9.786349 -inf
9.760863 -inf
9.791895 -inf
9.783975 -inf
9.772834 -inf
9.773305 -inf
9.802631 -inf
9.799298 -inf
9.804769 -inf
9.786259 -inf
9.744557 -inf
9.831178 -inf
9.729937 -inf
9.736203 -inf
9.777615 -inf
9.842540 -inf
9.767046 -inf
9.785616 -inf
9.782943 -inf
9.731563 -inf
9.738653 -inf
9.818783 -inf
9.776560 -inf
9.730101 -inf
9.784416 -inf
9.750057 -inf
9.797328 -inf
9.793598 -inf
9.809902 -inf
9.767802 -inf
9.775545 -inf
9.793050 -inf
9.788183 -inf
9.757212 -inf
9.826774 -inf
9.814191 -inf
9.726639 -inf
9.776202 -inf
9.799150 -inf
9.766404 -inf
9.818285 -inf
9.759557 -inf
9.775450 -inf
9.795960 -inf
9.792673 -inf
9.742438 -inf
9.829083 -inf
9.829739 -inf
9.791281 -inf
9.753340 -inf
9.802354 -inf
9.752094 -inf
9.791448 -inf
9.764404 -inf
9.784424 -inf
9.700123 -inf
9.772742 -inf
9.770830 -inf
9.748631 -inf
9.774923 -inf
9.781162 -inf
9.779443 -inf
9.791523 -inf
9.790636 -inf
9.797517 -inf
9.786139 -inf
9.716740 -inf
9.783412 -inf
9.786840 -inf
9.743479 -inf
9.790059 -inf
9.807664 -inf
9.808206 -inf
9.766705 -inf
9.717651 -inf
9.783616 -inf
9.773800 -inf
9.782919 -inf
9.770342 -inf
9.790852 -inf
9.803067 -inf
9.805798 -inf
9.780739 -inf
9.766040 -inf
9.823739 -inf
9.786038 -inf
9.759694 -inf
9.764959 -inf
9.792509 -inf
9.760839 -inf
9.766198 -inf
9.781969 -inf
9.778157 -inf
9.794622 -inf
9.771310 -inf
9.723533 -inf
9.743450 -inf
9.783827 -inf
9.788345 -inf
9.778721 -inf
9.754240 -inf
9.828541 -inf
9.767611 -inf
9.799550 -inf
9.789410 -inf
9.749000 -inf
9.775061 -inf
9.782041 -inf
9.772280 -inf
9.741945 -inf
9.772119 -inf
9.789094 -inf
9.736029 -inf
9.794767 -inf
9.804208 -inf
9.764882 -inf
9.814152 -inf
9.793905 -inf
9.795495 -inf
9.757933 -inf
9.784097 -inf
9.792200 -inf
9.763637 -inf
9.700339 -inf
9.790324 -inf
9.771590 -inf
9.721646 -inf
9.764877 -inf
9.782455 -inf
9.767288 -inf
9.744054 -inf
9.786632 -inf
9.745875 -inf
9.718967 -inf
9.762535 -inf
9.740966 -inf
9.744600 -inf
9.765341 -inf
9.748491 -inf
9.749631 -inf
9.788211 -inf
9.795029 -inf
9.750207 -inf
9.812787 -inf
9.814483 -inf
9.784397 -inf
9.772786 -inf
9.804773 -inf
9.748432 -inf
9.770240 -inf
9.731112 -inf
9.802417 -inf
9.778802 -inf
9.794814 -inf
9.713938 -inf
9.819270 -inf
9.771635 -inf
9.739653 -inf
9.720288 -inf
9.778321 -inf
9.726763 -inf
9.756700 -inf
9.809638 -inf
9.766157 -inf
9.787074 -inf
9.739156 -inf
9.740866 -inf
9.723876 -inf
9.790273 -inf
9.703580 -inf
9.792541 -inf
9.711811 -inf
9.816082 -inf
9.803585 -inf
9.781018 -inf
9.758175 -inf
9.713749 -inf
9.712013 -inf
9.734469 -inf
9.793001 -inf
9.757120 -inf
9.776445 -inf
9.735885 -inf
9.776377 -inf
9.740949 -inf
9.769809 -inf
9.793799 -inf
9.767021 -inf
9.764436 -inf
9.785064 -inf
9.776346 -inf
9.780299 -inf
9.715087 -inf
9.769295 -inf
9.800813 -inf
9.804700 -inf
9.754458 -inf
9.777793 -inf
9.761139 -inf
9.786781 -inf
9.765203 -inf
9.774256 -inf
9.790678 -inf
9.717361 -inf
9.760241 -inf
9.773576 -inf
9.732389 -inf
9.769226 -inf
9.792182 -inf
9.796818 -inf
9.735846 -inf
9.785914 -inf
9.776897 -inf
9.811449 -inf
9.721562 -inf
9.767903 -inf
9.704584 -inf
9.714417 -inf
9.750068 -inf
9.736967 -inf
9.738798 -inf
9.774059 -inf
9.801045 -inf
9.803315 -inf
9.752078 -inf
9.776986 -inf
9.786676 -inf
9.765617 -inf
9.741673 -inf
9.779740 -inf
9.785260 -inf
9.733783 -inf
9.793780 -inf
9.805425 -inf
9.748636 -inf
9.758614 -inf
9.760109 -inf
9.754187 -inf
9.728423 -inf
9.764811 -inf
9.815980 -inf
9.759363 -inf
9.810742 -inf
9.727839 -inf
9.756931 -inf
9.736698 -inf
9.757085 -inf
9.744080 -inf
9.770247 -inf
9.768312 -inf
9.769561 -inf
9.773839 -inf
9.774074 -inf
9.748943 -inf
9.762863 -inf
9.810834 -inf
9.780427 -inf
9.767253 -inf
9.776141 -inf
9.781219 -inf
9.701244 -inf
9.753815 -inf
9.706226 -inf
9.763354 -inf
9.731782 -inf
9.768424 -inf
9.730994 -inf
9.767313 -inf
9.736901 -inf
9.745062 -inf
9.741047 -inf
9.772683 -inf
9.759692 -inf
9.741063 -inf
9.752795 -inf
9.791623 -inf
9.782404 -inf
9.745991 -inf
9.718576 -inf
9.744656 -inf
9.739761 -inf
9.749691 -inf
9.775207 -inf
9.775662 -inf
9.793267 -inf
9.728666 -inf
9.761073 -inf
9.734553 -inf
9.797823 -inf
9.773491 -inf
9.760392 -inf
9.763897 -inf
9.776795 -inf
9.715463 -inf
9.773132 -inf
9.734967 -inf
9.737842 -inf
9.778379 -inf
9.747742 -inf
9.775250 -inf
9.759810 -inf
9.743819 -inf
9.741642 -inf
9.762257 -inf
9.729523 -inf
9.727532 -inf
9.769305 -inf
9.761123 -inf
9.811530 -inf
9.750272 -inf
9.720945 -inf
9.792913 -inf
9.766282 -inf
9.782565 -inf
9.764215 -inf
9.710733 -inf
9.717696 -inf
9.702197 -inf
9.703636 -inf
9.783915 -inf
9.740735 -inf
9.773961 -inf
9.714894 -inf
9.711677 -inf
9.726145 -inf
9.817637 -inf
9.768466 -inf
9.777135 -inf
9.710897 -inf
9.743975 -inf
9.746484 -inf
9.773037 -inf
9.781130 -inf
9.755638 -inf
9.780101 -inf
9.771078 -inf
9.763909 -inf
9.778774 -inf
9.747308 -inf
9.742918 -inf
9.755701 -inf
9.726177 -inf
9.727695 -inf
9.739609 -inf
9.758024 -inf
9.753969 -inf
9.755847 -inf
9.755335 -inf
9.732520 -inf
9.764361 -inf
9.744976 -inf
9.757922 -inf
9.750113 -inf
9.759198 -inf
9.775228 -inf
9.775986 -inf
9.699210 -inf
9.779532 -inf
9.743998 -inf
9.784265 -inf
9.758552 -inf
9.768725 -inf
9.743798 -inf
9.699167 -inf
9.794276 -inf
9.759425 -inf
9.744010 -inf
9.788040 -inf
9.734476 -inf
9.801582 -inf
9.732065 -inf
9.767145 -inf
9.703775 -inf
9.729333 -inf
9.769404 -inf
9.759524 -inf
9.724290 -inf
9.727053 -inf
9.713581 -inf
9.766082 -inf
9.736235 -inf
9.774079 -inf
9.784146 -inf
9.742963 -inf
9.724469 -inf
9.763011 -inf
9.784486 -inf
9.739062 -inf
9.706754 -inf
9.780016 -inf
9.706504 -inf
9.716673 -inf
9.734676 -inf
9.751482 -inf
9.761397 -inf
9.781555 -inf
9.758039 -inf
9.700376 -inf
9.738545 -inf
9.747082 -inf
9.749998 -inf
9.750600 -inf
9.747493 -inf
9.752022 -inf
9.767023 -inf
9.796056 -inf
9.702282 -inf
9.723266 -inf
9.757952 -inf
9.759032 -inf
9.764330 -inf
9.769294 -inf
9.707347 -inf
9.738315 -inf
9.769797 -inf
9.757224 -inf
9.759193 -inf
9.723838 -inf
9.760794 -inf
9.765753 -inf
9.726049 -inf
9.765253 -inf
9.771810 -inf
9.755054 -inf
9.714252 -inf
9.701831 -inf
9.724036 -inf
9.766902 -inf
9.739911 -inf
9.754039 -inf
9.718528 -inf
9.731381 -inf
9.744893 -inf
9.718590 -inf
9.747304 -inf
9.715670 -inf
9.769701 -inf
9.722247 -inf
9.722024 -inf
9.785430 -inf
9.740172 -inf
9.727242 -inf
9.740890 -inf
9.794461 -inf
9.748564 -inf
9.764265 -inf
9.745459 -inf
9.715220 -inf
9.749800 -inf
9.702917 -inf
9.747962 -inf
9.753871 -inf
9.779574 -inf
9.749756 -inf
9.705406 -inf
9.733694 -inf
9.723939 -inf
9.720492 -inf
9.736374 -inf
9.790575 -inf
9.723795 -inf
9.734065 -inf
9.737402 -inf
9.723189 -inf
9.731796 -inf
9.760475 -inf
9.749988 -inf
9.715745 -inf
9.761164 -inf
9.763708 -inf
9.704721 -inf
9.709111 -inf
9.741205 -inf
9.726673 -inf
9.699684 -inf
9.784860 -inf
9.754970 -inf
9.760428 -inf
9.730084 -inf
9.712586 -inf
9.745616 -inf
9.753306 -inf
9.739851 -inf
9.757437 -inf
9.747370 -inf
9.713060 -inf
9.764886 -inf
9.761165 -inf
9.778348 -inf
9.737823 -inf
9.708624 -inf
9.789450 -inf
9.762870 -inf
9.742838 -inf
9.734026 -inf
9.757970 -inf
9.702475 -inf
9.709363 -inf
9.748167 -inf
9.753755 -inf
9.721486 -inf
9.736480 -inf
9.719253 -inf
9.779490 -inf
9.739959 -inf
9.699217 -inf
9.708911 -inf
9.748443 -inf
9.725383 -inf
9.746813 -inf
9.771953 -inf
9.714045 -inf
9.730954 -inf
9.773963 -inf
9.715702 -inf
9.740314 -inf
9.714400 -inf
9.713706 -inf
9.707220 -inf
9.743044 -inf
9.742932 -inf
9.755443 -inf
9.743793 -inf
9.733988 -inf
9.738393 -inf
9.703898 -inf
9.744590 -inf
9.768247 -inf
9.726584 -inf
9.731562 -inf
9.745201 -inf
9.757533 -inf
9.718335 -inf
9.726630 -inf
9.732583 -inf
9.739139 -inf
9.730359 -inf
9.759942 -inf
9.737190 -inf
9.703315 -inf
9.746205 -inf
9.706381 -inf
9.739627 -inf
9.749274 -inf
9.705605 -inf
9.711850 -inf
9.711052 -inf
9.729639 -inf
9.742090 -inf
9.735137 -inf
9.736635 -inf
9.720178 -inf
9.699466 -inf
9.766969 -inf
9.758735 -inf
9.739166 -inf
9.766671 -inf
9.724414 -inf
9.738894 -inf
9.729119 -inf
9.712331 -inf
9.721648 -inf
9.768333 -inf
9.733570 -inf
9.740453 -inf
9.737037 -inf
9.719332 -inf
9.722396 -inf
9.706023 -inf
9.706468 -inf
9.731911 -inf
9.764088 -inf
9.758124 -inf
9.743180 -inf
9.770562 -inf
9.711338 -inf
9.727476 -inf
9.750674 -inf
9.752830 -inf
9.757349 -inf
9.746598 -inf
9.700731 -inf
9.725914 -inf
9.745733 -inf
9.749407 -inf
9.714585 -inf
9.738369 -inf
9.752365 -inf
9.735917 -inf
9.777333 -inf
9.756716 -inf
9.744990 -inf
9.714521 -inf
9.753811 -inf
9.727691 -inf
9.704600 -inf
9.702784 -inf
9.760191 -inf
9.711338 -inf
9.758218 -inf
9.706614 -inf
9.706403 -inf
9.745679 -inf
9.702305 -inf
9.727646 -inf
9.712468 -inf
9.742224 -inf
9.732285 -inf
9.715598 -inf
9.737245 -inf
9.709554 -inf
9.729922 -inf
9.772669 -inf
9.706626 -inf
9.714737 -inf
9.699748 -inf
9.702480 -inf
9.731191 -inf
9.706621 -inf
9.726491 -inf
9.767491 -inf
9.756564 -inf
9.736023 -inf
9.737555 -inf
9.716234 -inf
9.719798 -inf
9.734957 -inf
9.701919 -inf
9.736040 -inf
9.720746 -inf
9.711415 -inf
9.722260 -inf
9.759600 -inf
9.726586 -inf
9.741062 -inf
9.719957 -inf
9.722359 -inf
9.739563 -inf
9.739622 -inf
9.712612 -inf
9.756987 -inf
9.704361 -inf
9.732462 -inf
9.712885 -inf
9.738548 -inf
9.722104 -inf
9.725938 -inf
9.740749 -inf
9.722528 -inf
9.703504 -inf
9.703427 -inf
9.750117 -inf
9.709264 -inf
9.707614 -inf
9.718187 -inf
9.739071 -inf
9.715186 -inf
9.709603 -inf
9.716543 -inf
9.738875 -inf
9.735291 -inf
9.720925 -inf
9.771569 -inf
9.738150 -inf
9.714166 -inf
9.744075 -inf
9.710705 -inf
9.722788 -inf
9.736302 -inf
9.732814 -inf
9.737369 -inf
9.702886 -inf
9.704431 -inf
9.717054 -inf
9.728546 -inf
9.716191 -inf
9.718646 -inf
9.735099 -inf
9.712392 -inf
9.703002 -inf
9.749812 -inf
9.702350 -inf
9.706733 -inf
9.707980 -inf
9.725447 -inf
9.711656 -inf
9.730289 -inf
9.718847 -inf
9.710956 -inf
9.724012 -inf
9.707395 -inf
9.704484 -inf
9.709439 -inf
9.736111 -inf
9.729310 -inf
9.735044 -inf
9.703837 -inf
9.710432 -inf
9.729510 -inf
9.719610 -inf
9.712946 -inf
9.727275 -inf
9.738693 -inf
9.706564 -inf
9.731440 -inf
9.708638 -inf
9.716277 -inf
9.705594 -inf
9.732350 -inf
9.699136 -inf
9.703792 -inf
9.708862 -inf
9.722655 -inf
9.745029 -inf
9.736322 -inf
9.724485 -inf
9.713596 -inf
9.733701 -inf
9.702631 -inf
9.745494 -inf
9.712571 -inf
9.716084 -inf
9.734450 -inf
9.724047 -inf
9.717734 -inf
9.726361 -inf
9.732550 -inf
9.702165 -inf
9.706123 -inf
9.718005 -inf
9.724260 -inf
9.718043 -inf
9.717773 -inf
9.716981 -inf
9.725643 -inf
9.707731 -inf
9.719870 -inf
9.720127 -inf
9.699342 -inf
9.701342 -inf
9.715689 -inf
9.725399 -inf
9.711531 -inf
9.715588 -inf
9.704427 -inf
9.715889 -inf
9.708788 -inf
9.730643 -inf
9.708798 -inf
9.724093 -inf
9.710320 -inf
9.706179 -inf
9.701050 -inf
9.706241 -inf
9.712950 -inf
9.702117 -inf
9.706248 -inf
9.742751 -inf
9.729244 -inf
9.703275 -inf
9.701675 -inf
9.703442 -inf
9.723838 -inf
9.699699 -inf
9.725053 -inf
9.717992 -inf
9.707064 -inf
9.705181 -inf
9.742125 -inf
9.708381 -inf
9.710562 -inf
9.719619 -inf
9.710904 -inf
9.710681 -inf
9.700991 -inf
9.714361 -inf
9.705124 -inf
9.705698 -inf
9.700311 -inf
9.723964 -inf
9.701378 -inf
9.707162 -inf
9.712712 -inf
14.416099 3.042853
13.920065 2.874792
14.066390 2.939125
13.965524 2.898648
13.732713 2.768100
13.790319 2.813088
13.444322 2.752633
13.625331 2.790607
13.564103 2.746499
13.559594 2.736490
13.206319 2.627216
13.466520 2.706579
13.189839 2.634743
13.362431 2.711110
13.371516 2.684966
13.092470 2.602919
13.354762 2.650267
13.227563 2.623767
13.296095 2.625486
13.311008 2.648890
13.273716 2.657150
13.278217 2.660526
13.293815 2.659875
13.264380 2.652591
13.185072 2.585973
12.343981 2.594196
13.031546 2.575759
13.227165 2.617244
13.136777 2.584067
12.687672 2.632991
13.178428 2.644857
13.134943 2.642441
13.018228 2.589519
12.951219 2.597442
13.135479 2.573675
13.173193 2.619497
12.932185 2.528152
13.147888 2.564978
12.992166 2.556084
13.009864 2.539269
13.066310 2.591330
13.000066 2.527461
13.060189 2.555721
12.957891 2.518561
12.960670 2.482243
12.987740 2.571627
12.884620 2.497828
12.892341 2.522609
13.021248 2.598890
12.907314 2.516491
12.882768 2.508820
12.951312 2.527936
12.826040 2.464589
12.830651 2.487419
12.944535 2.538816
12.905659 2.492708
12.929006 2.516579
12.789978 2.468935
12.928693 2.548770
12.890284 2.550700
12.916584 2.579365
12.908249 2.552941
12.783410 2.464229
12.668669 2.485352
12.749400 2.454242
12.844810 2.463712
12.637795 2.413285
12.072496 2.453276
12.806178 2.459059
12.845190 2.519630
12.812506 2.506429
12.753973 2.486948
12.828071 2.496937
12.778262 2.466640
12.731635 2.464623
12.820042 2.447248
12.772448 2.463782
12.832961 2.504423
12.791727 2.494639
12.810104 2.463602
12.766710 2.485725
12.210974 2.425259
12.603229 2.441505
12.324593 2.446307
12.778616 2.491143
12.766188 2.523218
11.991190 2.388149
12.730656 2.468094
12.697581 2.461529
12.682774 2.408311
12.522772 2.415942
12.618486 2.386236
12.182494 2.384255
12.724335 2.389494
12.700522 2.462195
12.732110 2.468739
12.670379 2.386181
12.270273 2.374595
12.736728 2.501051
12.640300 2.416334
12.703500 2.459344
12.701811 2.402550
12.679159 2.523053
12.658971 2.357821
12.650600 2.419044
12.658778 2.425061
12.638435 2.426448
12.333401 2.337574
12.652999 2.387983
12.667770 2.459405
12.636231 2.436757
12.671273 2.404400
12.553860 2.347498
12.654711 2.400214
12.550780 2.356829
12.534004 2.338902
12.603389 2.429384
12.568727 2.456583
12.630296 2.392462
12.631059 2.468640
12.590502 2.369024
12.338644 2.454976
12.525173 2.438272
12.460288 2.365398
12.611548 2.465717
12.523840 2.446489
12.525537 2.369473
12.441921 2.310416
12.558805 2.391459
12.593282 2.497608
12.583383 2.453442
12.311957 2.309578
12.544121 2.388081
12.567721 2.406485
12.418381 2.318550
12.587788 2.347234
12.561564 2.376966
12.196573 2.367017
12.575583 2.391842
12.513763 2.365231
12.434095 2.349596
12.500272 2.500368
12.469520 2.336528
12.568147 2.403040
12.464244 2.549655
12.471666 2.204833
12.559817 2.298915
11.560147 2.403117
12.459905 2.356259
12.504985 2.449525
12.503910 2.406620
12.521813 2.324705
12.534689 2.363494
12.513915 2.353300
12.503056 2.363216
12.463002 2.319233
12.247276 2.362642
12.455051 2.317840
12.488742 2.390367
12.497387 2.307349
12.511141 2.335744
12.425632 2.294048
12.492232 2.389868
12.494129 2.396091
11.928955 2.338645
12.478002 2.349626
12.489122 2.426355
12.466633 2.369882
12.269050 2.325488
12.361287 2.341582
12.441998 2.209422
12.401627 2.230439
12.409024 2.223294
12.417640 2.353028
12.399062 2.322247
12.234555 2.315725
12.176993 2.268011
12.367590 2.326369
12.371701 2.363242
12.406943 2.314224
12.432498 2.350772
12.431682 2.337168
12.380432 2.294658
12.081969 2.286415
12.363757 2.308358
12.442350 2.304148
12.415765 2.378854
12.432267 2.393639
12.423907 2.281231
12.451954 2.376083
12.296819 2.260574
12.434606 2.311726
12.421343 2.356054
12.384949 2.237502
12.424857 2.255419
12.105230 2.310351
12.340761 2.374701
12.357824 2.268762
12.403238 2.320214
12.385292 2.300031
12.298995 2.256055
12.388159 2.363360
12.322530 2.306620
12.233205 2.111735
12.386884 2.322557
12.353182 2.295535
12.403249 2.424953
12.383431 2.130689
12.194580 2.268959
12.362768 2.185118
11.755109 2.183568
12.337484 2.373586
12.297474 2.237529
12.380892 2.294842
12.147590 2.187288
12.243786 2.308924
12.342405 2.336895
12.383892 2.381195
12.061815 2.331065
12.385737 2.368119
12.321102 2.328166
12.354507 2.356135
12.302160 2.218126
12.350491 2.325355
12.079540 2.236065
12.161489 2.290304
12.354519 2.305093
12.300664 2.252285
12.372872 2.332918
12.268939 2.258282
12.303522 2.245300
12.333824 2.308469
12.157489 2.265429
12.277530 2.247865
12.155575 2.169054
12.340042 2.355879
12.335649 2.414151
12.321715 2.282428
12.330512 2.280813
12.305960 2.237010
12.048813 2.235256
12.226211 2.254965
12.297040 2.299643
12.278822 2.344361
12.271726 2.325775
12.250397 2.272069
12.321375 2.320897
12.280100 2.385427
12.294705 2.268069
12.255486 2.276344
12.235554 2.214303
12.283639 2.253445
12.222196 2.084292
12.220678 2.242535
12.284024 2.296798
12.284637 2.289182
12.262223 2.253252
12.094824 2.194660
12.294417 2.378043
11.475502 2.360953
12.159571 2.228368
12.282464 2.255836
12.256172 2.284155
12.263060 2.263364
12.269570 2.223305
12.276250 2.314967
12.249581 2.160618
12.120309 2.213592
12.283055 2.282084
12.238906 2.253110
12.276440 2.290014
12.226868 2.289282
12.224428 2.143234
12.272392 2.378466
12.211035 2.321318
12.204293 2.287730
12.190790 2.311702
12.226190 2.277537
12.243786 2.289633
12.110583 2.331728
12.225450 2.254654
12.101434 2.258083
11.832274 2.183531
12.256484 2.259771
12.132758 2.244875
12.229145 2.193205
12.256925 2.383023
12.182971 2.247283
12.259930 2.333545
12.197939 2.248476
12.248380 2.343819
12.220401 2.322730
12.218904 2.291993
12.222936 2.184299
12.179742 2.133483
12.201371 2.302959
12.142487 2.273422
12.225160 2.125450
12.208628 2.180281
12.194817 2.179274
11.973659 2.161634
12.243377 2.043125
12.237130 2.258675
12.154820 2.345055
12.204525 2.216411
12.222034 2.186803
12.119731 2.283658
12.137968 2.308126
12.190522 2.306151
12.149570 2.276101
12.193776 2.237103
12.101459 2.213528
12.220051 2.295017
12.171587 2.206785
12.168065 2.283529
12.212405 2.266476
12.228029 2.326217
12.220643 -inf
12.162835 2.301571
12.172435 2.281224
12.176879 2.161151
12.099731 2.282367
11.953378 2.194233
12.092823 2.443269
11.931159 2.243591
12.186727 2.212973
12.182354 2.365909
12.212262 2.264256
12.186262 2.220508
12.157259 2.244409
12.161436 2.277793
11.958998 2.459945
12.193824 2.307834
12.170782 2.347100
12.180572 -inf
12.169196 2.122121
12.131929 2.215757
12.109864 2.201637
12.172401 2.338033
12.155409 2.237109
12.121869 2.273496
12.063350 2.151088
12.107689 2.237602
11.828030 2.159402
12.132527 2.252811
12.093764 2.245396
12.083964 2.174287
11.787494 2.171726
12.141202 2.320785
12.133600 2.254252
12.159831 -inf
12.003117 2.234651
12.150697 2.181703
12.160334 2.300417
12.145272 2.197789
11.852475 2.218848
12.035052 2.416925
12.149891 2.298643
12.123885 2.277662
12.148812 -inf
11.839251 2.143727
12.105228 2.271215
12.104575 2.279222
12.108698 2.168277
12.091508 2.220885
12.085111 2.172019
12.068524 2.294352
11.995041 2.182216
12.042203 2.225645
12.131975 2.181321
12.134494 2.141461
12.068159 2.276163
12.126675 2.216731
12.048864 2.268622
12.124144 2.251760
12.058109 2.196683
12.055257 2.196840
12.085858 2.191401
12.028468 2.248418
11.932012 2.187274
11.901958 2.060964
12.105540 2.047198
12.072375 2.412862
12.114661 -inf
12.086512 1.902981
12.061900 2.160323
11.857464 2.036646
12.072510 2.201541
12.106185 2.233332
12.048338 2.250086
12.105997 2.248099
11.997543 2.122773
12.077062 2.224874
12.083783 -inf
12.073012 2.213874
12.045414 2.229755
11.986404 2.240966
12.086179 -inf
12.040498 2.094937
12.083239 2.258864
11.954323 2.090347
12.040225 2.148634
11.971261 2.052929
12.101195 -inf
12.075691 2.182635
11.999774 2.163391
12.025116 2.038498
12.075300 2.196547
12.026756 2.046036
12.103815 -inf
12.060623 2.191771
11.853130 1.871477
11.958751 2.300764
12.048156 2.208460
12.051991 2.228234
11.912475 2.230689
12.067230 2.175154
12.074285 2.044162
11.858617 2.163539
12.068665 2.361827
11.954594 2.060200
12.023784 2.188445
11.996890 2.205612
12.070447 2.221609
12.055960 2.281710
