log10(Mass)+10    log10(VelDisp_subhalos)
12.622902 -inf
12.659364 -inf
12.666879 -inf
12.725716 -inf
12.594993 -inf
12.636403 -inf
12.668669 -inf
12.723249 -inf
12.372240 -inf
12.622188 -inf
12.676091 -inf
12.686791 -inf
12.729212 -inf
12.725294 -inf
12.628002 -inf
12.712972 -inf
12.667274 -inf
12.411943 -inf
12.680432 -inf
12.575644 -inf
12.659510 -inf
12.628849 2.183590
12.380729 -inf
12.686642 -inf
12.375422 -inf
12.565046 -inf
12.692221 -inf
12.643693 -inf
12.615860 2.409038
12.366485 -inf
12.657156 -inf
12.667490 -inf
12.728411 -inf
12.681740 -inf
12.604133 -inf
12.680513 -inf
12.691198 -inf
12.610422 2.518571
12.654784 -inf
12.686228 -inf
12.290704 -inf
12.442071 -inf
12.673875 -inf
12.612632 -inf
12.697557 -inf
12.399477 -inf
12.641402 2.405792
12.615317 -inf
12.651991 -inf
12.701399 -inf
12.690032 -inf
12.553915 1.841739
12.400664 2.293728
12.658559 -inf
12.631197 -inf
12.602374 -inf
12.572074 -inf
12.591720 -inf
12.591929 -inf
12.542307 -inf
12.705921 -inf
12.678641 -inf
12.680082 -inf
12.572791 -inf
12.618453 -inf
12.724782 -inf
12.592208 -inf
12.493707 -inf
12.636254 -inf
12.458925 -inf
12.646994 -inf
12.696324 -inf
12.665888 -inf
12.462151 2.121695
12.646132 -inf
12.682929 -inf
12.669613 -inf
12.704099 -inf
12.650313 -inf
12.649819 -inf
12.687690 -inf
12.597163 -inf
12.456988 -inf
12.685422 -inf
12.698976 -inf
12.632568 -inf
12.718806 -inf
12.701468 -inf
12.634472 -inf
12.664085 -inf
12.544522 -inf
12.667657 -inf
12.647077 -inf
12.604327 -inf
12.596384 -inf
12.304357 -inf
12.700831 -inf
12.657530 -inf
12.696579 -inf
12.664812 -inf
12.643522 -inf
12.435710 2.105280
12.679594 -inf
12.702006 -inf
12.714680 -inf
12.713699 -inf
12.549946 -inf
12.668736 -inf
12.664561 -inf
12.720429 -inf
12.515636 -inf
12.688137 -inf
12.736114 -inf
12.593997 2.232316
12.689433 -inf
12.713252 -inf
12.731661 -inf
12.514486 -inf
12.635886 -inf
12.599620 -inf
12.671330 -inf
12.617867 -inf
12.609991 2.314633
12.636321 -inf
12.702740 -inf
12.684375 -inf
12.652865 -inf
12.634407 -inf
12.674694 -inf
12.695323 -inf
12.678623 -inf
12.600931 -inf
12.657631 -inf
12.616578 -inf
12.206004 -inf
12.645293 -inf
12.373438 -inf
12.700590 -inf
12.693900 -inf
12.607632 -inf
12.651041 -inf
12.559048 -inf
12.675058 -inf
12.689637 -inf
12.578625 -inf
12.582237 -inf
12.689903 -inf
12.666584 -inf
12.620581 -inf
12.643277 -inf
12.427889 -inf
12.665939 -inf
12.660104 -inf
12.654258 -inf
12.693853 -inf
12.260413 -inf
12.617802 -inf
12.621968 -inf
12.626350 -inf
12.582863 -inf
12.678029 -inf
12.695445 2.287131
12.706577 -inf
12.613951 -inf
12.648787 -inf
12.684328 -inf
12.630835 -inf
12.101432 2.191306
12.620569 -inf
12.585672 -inf
12.571586 -inf
12.671328 -inf
12.613650 -inf
12.512751 -inf
12.627753 -inf
12.686717 -inf
12.417242 -inf
12.594371 -inf
12.674655 -inf
12.492073 -inf
12.643675 -inf
12.678205 -inf
12.683117 -inf
12.350118 -inf
12.659094 -inf
12.479050 -inf
12.619477 2.328092
12.607855 -inf
12.640745 -inf
12.698735 -inf
12.621404 -inf
12.656528 -inf
12.503639 -inf
12.679787 -inf
12.701155 -inf
12.657910 -inf
12.565537 -inf
12.677658 -inf
12.601998 -inf
12.566542 -inf
12.609760 -inf
12.701982 -inf
12.662963 -inf
12.588600 -inf
12.694801 -inf
12.664607 -inf
12.702224 -inf
12.524255 -inf
12.696544 -inf
12.625501 -inf
12.647867 -inf
12.696080 -inf
12.594939 -inf
12.602826 -inf
12.673867 -inf
12.677700 -inf
12.691961 -inf
12.671996 -inf
12.631860 -inf
12.563338 -inf
12.592390 -inf
12.659123 -inf
12.676671 -inf
12.648924 -inf
12.642332 -inf
12.567852 -inf
12.628597 -inf
12.650788 2.296684
12.653602 -inf
12.646270 -inf
12.697766 -inf
12.659042 -inf
12.606726 -inf
12.698803 -inf
12.680229 -inf
12.649671 -inf
12.695603 -inf
12.590225 -inf
12.647356 -inf
12.686187 -inf
12.521492 -inf
12.639346 -inf
12.650126 -inf
12.676386 -inf
12.516741 1.865178
12.668254 -inf
12.628812 -inf
12.707564 -inf
12.619573 -inf
12.582486 -inf
12.672088 -inf
12.699894 -inf
11.917626 -inf
12.561624 -inf
12.636268 -inf
12.407257 -inf
12.632601 -inf
12.642784 -inf
12.263759 1.747745
12.612090 -inf
12.275984 -inf
12.604552 -inf
12.610266 -inf
12.632684 -inf
12.441493 -inf
12.681966 -inf
12.682629 -inf
12.604575 -inf
12.705475 -inf
12.602651 -inf
12.643191 -inf
12.676254 -inf
12.595049 -inf
12.649488 -inf
12.584435 -inf
12.684032 -inf
12.592213 -inf
12.638482 -inf
12.586569 -inf
12.442569 -inf
12.710161 -inf
12.677094 -inf
12.439297 -inf
12.661626 -inf
12.518058 -inf
12.623972 -inf
12.662627 -inf
12.645301 -inf
12.033004 2.080728
12.666049 -inf
12.637599 -inf
12.735203 -inf
12.660586 -inf
12.657717 -inf
12.608103 -inf
12.668908 -inf
12.669715 -inf
12.531151 -inf
12.615467 -inf
12.639822 -inf
12.649268 -inf
12.643403 -inf
12.687903 -inf
11.911201 -inf
12.559714 -inf
12.707334 -inf
12.414637 1.955300
12.645353 -inf
12.636896 -inf
12.678803 -inf
12.562469 -inf
12.514522 -inf
12.676943 -inf
12.677367 -inf
12.574429 -inf
12.602856 -inf
12.553437 -inf
12.620676 -inf
12.655932 -inf
12.645279 -inf
12.651326 2.527001
12.651875 -inf
12.625920 -inf
12.635453 -inf
12.615263 -inf
12.653455 -inf
12.625580 -inf
12.501630 -inf
12.473008 -inf
12.638914 -inf
12.694400 -inf
12.628522 -inf
12.589252 -inf
12.585064 -inf
12.621947 2.313230
12.659010 -inf
12.618876 -inf
12.670676 -inf
12.649252 -inf
12.683380 -inf
12.638939 -inf
12.630553 -inf
12.582963 2.291611
12.610487 -inf
12.605083 -inf
12.654409 -inf
12.641383 -inf
12.565853 2.261125
12.652875 -inf
12.622024 -inf
12.623996 -inf
12.624310 -inf
12.690106 -inf
12.689130 -inf
12.605540 -inf
12.647520 -inf
12.640916 -inf
12.603197 -inf
12.666686 -inf
12.547650 -inf
12.649392 -inf
12.648816 -inf
12.410616 2.199535
12.533159 -inf
12.643309 -inf
12.661240 -inf
12.473777 2.234089
12.531712 -inf
12.594279 -inf
12.701380 -inf
12.687062 -inf
12.628372 -inf
12.449950 2.336413
12.692364 -inf
12.502901 -inf
12.511644 -inf
12.697813 -inf
12.665566 -inf
12.600418 -inf
12.642594 -inf
12.633923 -inf
12.588825 -inf
12.598258 -inf
12.693582 -inf
12.512869 2.430047
12.675685 -inf
12.605336 -inf
12.686946 -inf
12.662159 -inf
12.558907 -inf
12.654447 -inf
12.632225 -inf
12.655270 -inf
12.697549 -inf
12.460618 -inf
12.640879 -inf
12.643718 -inf
12.570683 -inf
12.603755 -inf
12.624236 -inf
12.639903 -inf
12.680173 -inf
12.550908 -inf
12.556203 -inf
12.623336 -inf
12.671545 -inf
12.675622 -inf
12.433276 -inf
12.612068 -inf
12.643592 -inf
12.609303 -inf
12.594812 -inf
12.619698 -inf
12.631566 -inf
12.602780 -inf
12.637245 -inf
12.652519 -inf
12.607074 -inf
12.429960 -inf
12.632324 -inf
12.587785 -inf
12.649538 -inf
12.650976 -inf
12.495677 -inf
12.684540 -inf
12.504076 2.202874
12.521917 -inf
12.637201 -inf
12.635344 -inf
12.645678 -inf
12.659609 -inf
12.548000 -inf
12.301891 -inf
12.648590 -inf
12.667436 -inf
12.640403 -inf
12.596730 -inf
12.613846 -inf
12.681904 -inf
12.683616 -inf
12.611145 -inf
12.331933 2.117605
12.563285 -inf
12.609523 -inf
12.638718 -inf
12.677856 -inf
12.549125 -inf
12.689843 -inf
12.658916 -inf
12.651375 -inf
12.693561 -inf
12.592341 -inf
12.256621 -inf
12.556829 -inf
12.654055 -inf
12.609316 -inf
12.594516 -inf
12.536742 -inf
12.646289 -inf
12.501225 -inf
12.564536 -inf
12.593805 -inf
12.239508 2.244364
12.588653 -inf
12.612183 -inf
12.647716 -inf
12.656649 -inf
12.684400 -inf
12.363745 -inf
12.662594 -inf
12.642534 -inf
12.590325 -inf
12.444264 -inf
12.564513 -inf
12.677649 -inf
12.562783 -inf
12.678736 -inf
12.527341 -inf
12.552237 -inf
12.650356 -inf
12.657426 -inf
12.633954 -inf
12.631284 -inf
12.263609 -inf
12.636692 -inf
12.652342 -inf
12.617480 -inf
12.639969 -inf
12.583548 -inf
12.672555 -inf
12.663011 -inf
12.556506 -inf
12.613811 -inf
12.595455 -inf
12.542144 -inf
12.573273 -inf
12.569123 -inf
12.651449 -inf
12.625321 -inf
12.466289 -inf
12.609706 -inf
12.651294 -inf
12.568283 -inf
12.663920 -inf
12.676580 -inf
12.649319 -inf
12.670100 -inf
12.650454 -inf
12.398569 2.262200
12.531493 -inf
12.549567 -inf
12.690019 -inf
12.612494 -inf
12.679662 -inf
12.605143 -inf
12.656912 -inf
12.610011 -inf
12.639150 -inf
12.502380 -inf
12.424476 -inf
12.231161 2.389012
12.565913 -inf
12.603527 -inf
12.657479 -inf
12.647492 -inf
12.609066 -inf
12.537766 -inf
12.629074 -inf
12.649175 -inf
12.578145 -inf
12.541758 2.188824
12.617753 -inf
12.610920 -inf
12.652854 -inf
12.548242 -inf
12.411415 -inf
12.587164 -inf
12.592568 -inf
12.581471 -inf
12.616603 -inf
12.590377 2.278897
12.631546 -inf
12.596289 2.594550
12.243692 -inf
12.621755 -inf
12.616221 -inf
12.639579 -inf
12.571332 -inf
12.575826 -inf
12.655337 -inf
12.513944 -inf
12.565469 -inf
12.545660 -inf
12.419821 1.971521
12.489147 -inf
12.643345 -inf
12.643701 -inf
12.519772 -inf
12.603106 -inf
12.682753 -inf
12.640938 -inf
12.599232 -inf
12.655903 -inf
12.561587 -inf
12.651078 -inf
12.528879 -inf
12.643436 -inf
12.374611 -inf
12.564319 -inf
12.661274 -inf
12.639949 -inf
12.409111 -inf
12.596971 -inf
12.632666 -inf
12.582069 -inf
12.653291 -inf
12.656063 -inf
12.661284 2.365231
12.656959 -inf
12.615824 -inf
12.615846 -inf
12.604978 -inf
12.662951 -inf
12.592338 -inf
12.562638 -inf
12.575799 -inf
12.618452 -inf
12.337028 -inf
12.619921 -inf
12.648589 -inf
12.667091 -inf
12.592085 -inf
12.636997 -inf
12.624099 -inf
12.600563 -inf
12.667813 -inf
12.651657 -inf
12.642021 -inf
12.629503 -inf
12.633055 -inf
12.654285 -inf
12.590200 -inf
12.499544 -inf
12.683197 -inf
12.641724 -inf
12.496663 -inf
12.617432 -inf
12.604323 -inf
12.536805 -inf
12.644971 -inf
12.426820 -inf
12.650965 -inf
12.662728 -inf
12.635453 -inf
12.338252 -inf
12.572141 -inf
12.550772 -inf
12.593327 -inf
12.624616 -inf
12.630573 -inf
12.556637 -inf
12.657732 -inf
12.622849 -inf
12.579310 -inf
12.594059 -inf
12.653476 -inf
12.498840 -inf
12.647716 -inf
12.554351 2.256333
12.640876 -inf
12.603572 -inf
12.623010 -inf
12.651665 -inf
12.494038 -inf
12.622209 -inf
12.572969 -inf
12.637237 -inf
12.621188 -inf
12.622595 -inf
12.637498 -inf
12.616765 -inf
12.532097 -inf
12.673911 -inf
12.632454 -inf
12.649980 -inf
12.642890 -inf
12.613453 -inf
12.651957 -inf
12.626425 -inf
12.648732 -inf
12.656851 -inf
12.647912 -inf
12.603190 -inf
12.613548 -inf
12.533347 -inf
12.530825 2.256884
12.636168 -inf
12.621143 -inf
12.633346 -inf
12.414509 -inf
12.651728 -inf
12.640022 -inf
12.675037 -inf
12.673238 -inf
12.584130 -inf
12.276567 -inf
12.598414 -inf
12.528871 2.154065
12.587425 -inf
12.639833 -inf
12.393523 2.189547
12.618285 -inf
12.300708 1.593859
12.615794 -inf
12.499714 -inf
12.661066 -inf
12.441290 -inf
12.588939 -inf
12.618171 -inf
12.601875 -inf
12.604438 -inf
12.611143 -inf
12.624098 -inf
12.630145 -inf
12.653015 -inf
12.580654 -inf
12.595592 -inf
11.978015 2.559909
12.516540 -inf
12.491425 2.219520
12.596533 -inf
12.668697 -inf
12.465331 2.076715
12.609707 -inf
12.384503 -inf
12.621652 -inf
12.586792 -inf
12.592687 -inf
12.610991 -inf
12.376497 -inf
12.577851 -inf
12.652070 -inf
12.602877 -inf
12.589798 -inf
12.659270 -inf
12.660817 -inf
12.474593 -inf
12.626341 -inf
12.603672 -inf
12.613787 -inf
12.636738 -inf
12.474562 -inf
12.621322 -inf
12.592524 -inf
12.607763 -inf
12.525333 -inf
12.498863 -inf
12.589607 -inf
12.611399 -inf
12.654653 -inf
12.632134 -inf
12.597604 -inf
12.570563 -inf
12.605692 -inf
12.543601 -inf
12.663542 -inf
12.571490 -inf
12.589268 -inf
12.473563 -inf
12.533308 -inf
12.582171 -inf
12.612232 -inf
12.540610 -inf
12.563771 -inf
12.543149 -inf
12.652387 -inf
12.479139 -inf
12.656531 -inf
12.612429 -inf
12.468333 -inf
12.623531 -inf
12.623311 -inf
12.623314 -inf
12.610749 -inf
12.635045 -inf
12.564140 -inf
12.539499 -inf
12.602048 -inf
12.557536 -inf
12.621021 -inf
12.604678 -inf
12.662959 -inf
12.590759 -inf
12.661909 -inf
12.611751 -inf
12.513502 -inf
12.661494 -inf
12.608592 -inf
12.557508 -inf
12.666288 -inf
12.661054 -inf
12.650655 -inf
12.539390 -inf
12.646417 -inf
12.611006 -inf
12.507347 -inf
12.443625 -inf
12.659583 -inf
12.605559 -inf
12.519601 -inf
12.362218 2.003379
12.583675 -inf
12.537761 -inf
12.596887 -inf
12.573007 -inf
12.415664 -inf
12.654508 -inf
12.398077 2.055840
12.625069 -inf
12.596090 -inf
12.243455 -inf
12.606201 -inf
12.600338 -inf
12.653558 -inf
12.624522 -inf
12.602597 -inf
12.633907 -inf
12.639407 -inf
12.620094 -inf
12.508343 -inf
12.579518 -inf
12.624399 -inf
12.602661 -inf
12.610353 -inf
12.627649 -inf
12.623729 -inf
12.429559 2.350404
12.656365 -inf
12.518991 -inf
12.656198 -inf
12.652368 -inf
12.595285 -inf
12.573825 -inf
12.643675 -inf
12.498353 -inf
12.615506 -inf
12.598075 -inf
12.575535 -inf
12.606976 -inf
12.516227 -inf
12.518624 -inf
12.602637 -inf
12.665684 -inf
12.646143 -inf
12.641124 -inf
12.615590 -inf
12.416990 -inf
12.584878 -inf
12.600171 -inf
12.372631 -inf
12.561931 -inf
12.584150 -inf
12.614780 -inf
12.585676 -inf
12.520513 -inf
12.525557 -inf
12.624547 -inf
12.617698 -inf
12.619351 -inf
12.660198 -inf
12.635112 -inf
12.589050 -inf
12.544560 -inf
12.641296 -inf
12.501791 -inf
12.630148 -inf
12.008165 2.099285
12.620063 -inf
12.508819 -inf
12.561063 -inf
12.459043 -inf
12.631470 -inf
12.642995 -inf
12.646565 -inf
12.594929 -inf
12.557062 -inf
12.663143 -inf
12.598537 -inf
12.614100 -inf
12.538923 -inf
12.550639 -inf
12.492515 -inf
12.639236 -inf
12.627696 -inf
12.616988 -inf
12.567091 -inf
12.446781 -inf
12.602599 -inf
12.625391 -inf
12.551066 -inf
12.539182 -inf
12.641739 -inf
12.658966 -inf
12.592155 -inf
12.575851 -inf
12.605202 -inf
12.545318 -inf
12.622642 -inf
12.349036 -inf
12.583948 -inf
12.564956 -inf
12.548194 -inf
12.596370 -inf
12.614287 -inf
12.597180 -inf
12.567668 -inf
12.630394 -inf
12.636443 -inf
12.613596 -inf
12.585824 -inf
12.587353 -inf
12.557752 -inf
12.373296 2.294934
12.653410 -inf
12.572392 -inf
12.636769 -inf
12.641433 -inf
12.615586 -inf
12.528652 -inf
12.555612 -inf
12.631745 -inf
12.555078 -inf
12.597048 -inf
12.490809 -inf
12.620872 -inf
12.613963 -inf
12.635293 -inf
12.603691 -inf
12.582632 -inf
12.618078 -inf
12.599342 -inf
12.631551 -inf
12.624169 -inf
12.612140 -inf
12.594115 -inf
12.355352 -inf
12.522534 -inf
12.419175 -inf
12.581178 -inf
12.576716 -inf
12.415175 -inf
12.569155 -inf
12.624606 -inf
12.610254 -inf
12.574643 -inf
12.608100 -inf
12.649382 -inf
12.504178 -inf
12.617596 -inf
12.535971 -inf
12.490988 -inf
12.315675 -inf
12.612199 -inf
12.592341 -inf
12.645294 -inf
12.487377 2.028812
12.590459 -inf
12.599283 -inf
12.567708 -inf
12.614168 -inf
12.487029 -inf
12.620791 -inf
12.604260 -inf
12.345811 -inf
12.547438 -inf
12.560565 -inf
12.582925 -inf
12.558209 -inf
12.572845 -inf
12.468937 -inf
12.555460 -inf
12.558330 -inf
12.467310 2.163973
12.618503 -inf
12.615477 -inf
12.529138 2.367433
12.628176 -inf
12.638959 -inf
12.343226 -inf
12.440101 -inf
12.602620 -inf
12.619724 -inf
12.641166 -inf
12.591989 -inf
12.614492 -inf
12.575238 -inf
12.556693 -inf
12.632675 -inf
12.560701 -inf
12.631953 -inf
12.546254 -inf
12.541507 -inf
12.618790 -inf
12.607115 -inf
12.564760 -inf
12.590857 -inf
12.622576 -inf
12.378572 2.075768
12.539962 -inf
12.604882 -inf
12.603386 -inf
12.615224 -inf
12.644737 -inf
12.512633 -inf
12.637245 -inf
12.550830 -inf
12.621160 -inf
12.605845 -inf
12.316895 -inf
12.626519 -inf
12.613918 -inf
12.628648 -inf
12.400673 -inf
12.583822 -inf
12.594489 -inf
12.629215 -inf
12.520935 -inf
12.531404 -inf
12.404722 -inf
12.598706 -inf
12.651589 -inf
12.609193 -inf
12.550055 2.025007
12.584811 -inf
12.608045 -inf
12.608029 -inf
12.620505 -inf
12.287535 -inf
12.644074 -inf
12.642961 -inf
12.609611 -inf
12.632054 -inf
12.561296 -inf
12.608668 -inf
12.570289 -inf
12.606142 -inf
12.594192 -inf
12.565382 -inf
12.535351 -inf
12.580565 -inf
12.590487 -inf
12.598322 -inf
12.530013 -inf
12.615807 -inf
12.336583 -inf
12.605995 -inf
12.605698 2.149353
12.617714 -inf
12.584621 -inf
12.521778 2.238166
12.612834 -inf
12.620541 -inf
12.579114 -inf
12.576729 -inf
12.593952 -inf
12.567670 -inf
12.475996 2.210063
12.388756 -inf
12.550347 -inf
12.577903 -inf
12.341754 -inf
12.575757 -inf
12.624137 -inf
12.563058 -inf
12.638465 -inf
12.561628 -inf
12.616097 -inf
12.568576 -inf
12.344935 2.167862
12.545464 -inf
12.650499 -inf
12.624067 -inf
12.533605 -inf
12.594143 -inf
12.588568 -inf
12.542493 -inf
12.410910 -inf
12.553881 -inf
12.629404 -inf
12.553729 -inf
12.641154 -inf
12.559402 -inf
12.617170 -inf
12.592928 -inf
12.544943 -inf
12.556282 -inf
12.590695 -inf
12.637334 -inf
12.615920 -inf
12.530767 -inf
12.518262 -inf
12.610721 -inf
12.619571 -inf
12.569150 -inf
12.410065 -inf
12.492612 -inf
12.588468 -inf
12.607581 -inf
12.567921 -inf
12.624218 -inf
12.595695 -inf
12.639342 -inf
12.579307 -inf
12.635602 -inf
12.591865 -inf
12.570974 -inf
12.566605 -inf
12.584450 -inf
12.598332 -inf
12.520966 -inf
12.558087 -inf
12.288155 -inf
12.621960 -inf
12.640468 -inf
12.614381 -inf
12.600428 -inf
12.619156 -inf
12.592476 -inf
12.617434 -inf
12.613286 -inf
12.651555 -inf
12.614475 -inf
12.628005 -inf
12.604840 -inf
12.540307 -inf
12.578520 -inf
12.487575 1.905251
12.603098 -inf
12.254347 -inf
12.636146 -inf
12.611075 -inf
12.524370 -inf
12.601621 -inf
12.525989 -inf
12.591002 -inf
12.576288 -inf
12.436657 2.239025
12.599265 -inf
12.402180 -inf
12.522635 -inf
12.618877 -inf
12.592300 -inf
12.633964 -inf
12.619691 -inf
12.603076 -inf
12.589415 -inf
12.649618 -inf
12.603194 -inf
12.637246 -inf
12.269853 -inf
12.585759 -inf
12.587664 -inf
12.562644 -inf
12.593542 -inf
12.296624 2.197398
12.562576 -inf
12.601613 -inf
12.556626 -inf
12.622418 -inf
12.585288 -inf
12.542261 -inf
12.614240 -inf
12.504083 -inf
12.524238 -inf
12.587840 -inf
12.569764 -inf
12.613078 -inf
12.562703 -inf
12.592897 -inf
12.481057 -inf
12.409622 -inf
12.502736 -inf
12.621477 -inf
12.555354 -inf
12.606714 -inf
12.613081 -inf
12.586141 -inf
12.570224 -inf
12.574732 -inf
12.571964 -inf
12.585270 -inf
12.568169 -inf
12.562083 -inf
12.564196 -inf
12.605986 -inf
12.631272 -inf
12.589628 -inf
12.646659 -inf
12.630132 -inf
12.504072 -inf
12.352437 -inf
12.546606 -inf
12.551336 -inf
12.556769 -inf
12.613499 -inf
12.553502 -inf
12.597928 -inf
12.392961 -inf
12.615113 -inf
12.579134 -inf
12.607772 -inf
12.513265 -inf
12.619193 -inf
12.564210 -inf
12.602357 -inf
12.512757 -inf
12.530013 -inf
12.581560 -inf
12.555487 -inf
12.599299 -inf
12.524205 -inf
12.555821 2.407342
12.511362 -inf
12.588219 -inf
12.620416 -inf
12.606562 -inf
12.542746 -inf
12.569977 -inf
12.607679 -inf
12.255677 -inf
12.562567 -inf
12.314565 -inf
12.627933 -inf
12.619581 -inf
12.585495 -inf
12.645926 -inf
12.598261 -inf
12.611123 -inf
12.573132 -inf
12.630231 -inf
12.639085 -inf
12.643617 -inf
12.516147 -inf
12.354273 -inf
12.592054 -inf
12.552030 -inf
12.576397 -inf
12.325538 -inf
12.266112 -inf
12.538584 -inf
12.531283 -inf
12.558368 -inf
12.427927 2.321641
12.611872 -inf
12.628521 -inf
12.563037 -inf
12.590790 -inf
12.639048 -inf
12.601816 -inf
12.580591 -inf
12.542353 -inf
12.396170 -inf
12.625417 -inf
12.575360 -inf
12.565856 -inf
12.498327 -inf
12.565156 -inf
12.583092 -inf
12.591237 -inf
12.508947 -inf
12.570789 -inf
12.428410 -inf
12.366714 -inf
12.582076 1.708656
12.600016 -inf
12.574439 -inf
12.378527 -inf
12.568587 -inf
12.589177 -inf
12.590313 -inf
12.595811 -inf
12.556327 -inf
12.520134 -inf
12.538102 2.245058
12.529315 -inf
12.629748 -inf
12.571785 -inf
12.520515 -inf
12.642619 -inf
12.485084 1.963855
12.555750 -inf
12.571814 -inf
12.621475 -inf
12.565666 -inf
12.361116 -inf
12.405266 -inf
12.564408 -inf
12.563845 -inf
12.607517 -inf
12.568298 -inf
12.518859 -inf
12.611591 -inf
12.608594 -inf
12.583061 -inf
12.601318 -inf
12.581444 -inf
12.556559 -inf
12.622953 -inf
12.656700 -inf
12.578736 -inf
12.590381 -inf
12.559067 -inf
12.583241 -inf
12.622123 -inf
12.514263 -inf
12.485293 -inf
12.571705 -inf
12.570459 -inf
12.505704 -inf
12.618571 -inf
12.571259 -inf
12.586116 -inf
12.530243 -inf
12.603726 -inf
12.605453 -inf
12.629781 -inf
12.530983 -inf
12.432251 -inf
12.518942 -inf
12.473086 -inf
12.564629 -inf
12.555194 -inf
12.490044 -inf
12.587673 -inf
12.571191 -inf
12.617913 -inf
12.617473 -inf
12.551055 -inf
12.609651 -inf
12.373395 -inf
12.541105 -inf
12.592356 -inf
12.588723 -inf
12.627524 -inf
12.563627 -inf
12.612893 -inf
12.591075 -inf
12.518097 -inf
12.515672 -inf
12.623030 -inf
12.557586 -inf
12.560300 -inf
12.494344 -inf
12.637302 2.341953
12.599915 -inf
12.549140 -inf
12.569084 -inf
12.640364 -inf
12.589920 -inf
12.499692 -inf
12.598434 -inf
12.517648 2.073586
12.589038 1.979089
12.522399 -inf
12.582601 -inf
12.613417 -inf
12.580317 -inf
12.344154 -inf
12.554849 -inf
12.554406 -inf
12.626721 -inf
12.500531 -inf
12.340201 -inf
12.510652 -inf
12.547534 -inf
12.521010 -inf
12.600330 -inf
12.528358 -inf
12.422320 -inf
12.548966 -inf
12.556434 -inf
12.581808 -inf
12.599103 -inf
12.572015 -inf
12.611820 -inf
12.567261 -inf
12.310398 -inf
12.600659 -inf
12.569773 -inf
12.523045 -inf
12.518368 -inf
12.590939 -inf
12.588249 -inf
12.408643 -inf
12.573597 -inf
12.582205 -inf
12.605616 -inf
12.586821 -inf
12.617259 -inf
12.326854 -inf
12.595644 -inf
12.623856 -inf
12.584045 -inf
12.581523 -inf
12.557800 -inf
12.461102 -inf
12.590837 -inf
12.586485 -inf
12.543193 -inf
12.449692 -inf
12.584444 -inf
12.600613 -inf
12.595618 -inf
12.599843 -inf
12.515488 -inf
12.570459 -inf
12.287049 -inf
12.504486 -inf
12.355682 -inf
12.641762 -inf
12.517601 -inf
12.515360 -inf
12.445095 -inf
12.402246 -inf
12.597342 -inf
12.556785 -inf
12.564333 -inf
12.445821 -inf
12.339327 -inf
12.603872 -inf
12.585052 -inf
12.580635 -inf
12.622835 -inf
12.500768 -inf
12.558007 -inf
12.529960 -inf
12.566706 -inf
12.627091 -inf
12.569998 -inf
12.536145 -inf
12.554425 -inf
12.517711 -inf
12.482280 -inf
12.472193 2.112254
12.561627 -inf
12.550434 -inf
12.613927 -inf
12.629354 -inf
12.347275 -inf
12.600636 -inf
12.581251 -inf
12.581189 -inf
12.595897 -inf
12.464466 -inf
12.563086 -inf
12.540724 2.231953
12.599370 -inf
12.544094 -inf
12.571377 -inf
12.607788 -inf
12.534596 2.208019
12.570911 -inf
12.371394 -inf
12.539473 -inf
12.596708 -inf
12.602499 -inf
12.553984 -inf
12.607982 -inf
12.543673 -inf
12.589543 -inf
12.629250 -inf
12.606472 -inf
12.561346 -inf
12.581708 -inf
12.540239 -inf
12.588544 -inf
12.547638 -inf
12.583563 -inf
12.445402 -inf
12.483429 -inf
12.581559 -inf
12.607739 -inf
12.553446 -inf
12.596618 -inf
12.564999 -inf
12.541669 -inf
12.569985 -inf
12.629603 -inf
12.508375 -inf
12.594293 -inf
12.408279 2.395401
12.487397 -inf
12.577326 -inf
12.572981 -inf
12.571512 -inf
12.499283 -inf
12.593591 -inf
12.625334 -inf
12.424010 -inf
12.351450 -inf
12.399816 -inf
12.578573 2.004124
12.588323 -inf
12.576032 -inf
12.553871 -inf
12.526435 -inf
12.476868 -inf
12.442676 -inf
12.591266 -inf
12.506972 -inf
12.453563 -inf
12.567399 2.364335
12.552613 -inf
12.549442 -inf
12.320828 -inf
12.371377 -inf
12.611084 -inf
12.436410 -inf
12.559521 -inf
12.123103 -inf
12.498572 -inf
12.594845 -inf
12.518813 -inf
12.207370 -inf
12.601581 -inf
12.532646 -inf
12.481255 -inf
12.586207 -inf
12.593852 -inf
12.568859 -inf
12.531100 -inf
12.541512 -inf
12.474201 -inf
12.583019 -inf
12.584797 -inf
12.509790 2.198851
12.469444 -inf
12.594431 -inf
12.583756 -inf
12.510922 -inf
12.553325 -inf
12.552657 -inf
12.574440 -inf
12.573638 -inf
12.556471 -inf
12.563383 -inf
12.589371 -inf
12.526052 -inf
12.586629 -inf
12.556968 -inf
12.541300 -inf
12.512011 -inf
12.578252 -inf
12.532018 -inf
12.476329 -inf
12.515103 -inf
12.568221 -inf
12.568666 -inf
12.573483 -inf
12.617292 -inf
12.377791 2.458965
12.400565 -inf
12.571568 -inf
12.590217 -inf
12.533195 -inf
12.465381 -inf
12.527444 -inf
12.502452 -inf
12.570271 -inf
12.593817 -inf
12.595578 -inf
12.548822 -inf
12.488971 -inf
12.563404 -inf
12.507106 -inf
12.616063 -inf
12.368460 -inf
12.502810 -inf
12.457584 1.854850
12.491193 -inf
12.502818 -inf
12.518434 -inf
12.522941 -inf
12.550143 -inf
