log10(Mass)+10    log10(VelDisp_particles)
11.536291 2.035312
11.549300 2.047889
11.477215 2.008066
11.484696 2.018883
11.549510 2.077544
11.573029 2.081970
11.479571 2.001573
11.536288 2.012665
11.547583 2.037289
11.573848 2.057365
11.502229 2.017052
11.520400 2.017236
11.420948 2.407973
11.551769 2.046981
11.492250 2.031877
11.517968 2.033379
11.558873 2.049598
11.508143 2.034397
11.507915 1.986663
11.522876 2.021035
11.412764 1.988106
11.576315 2.062048
11.516553 2.020592
11.538337 2.035777
11.503898 2.006085
11.547086 2.048614
11.544373 2.016353
11.594332 2.083998
11.544314 2.034295
11.523392 2.039273
11.553131 2.057210
11.488812 2.057610
11.563810 2.089922
11.517302 2.015019
11.538232 2.017297
11.527958 2.049702
11.566032 2.055102
11.525396 2.014261
11.511719 2.030169
11.548686 2.052177
11.554105 2.054010
11.549176 2.038714
11.506342 2.085454
11.521937 2.029459
11.399647 1.986060
11.475622 2.117415
11.540467 2.077384
11.580981 2.081756
11.548440 2.031911
11.567076 2.031272
11.417207 2.204327
11.548619 2.047270
11.551877 2.045103
11.498254 2.016314
11.518917 2.013660
11.541322 2.031994
11.514853 2.024975
11.517634 2.008646
11.482634 2.014609
11.549548 2.032585
11.573149 2.048850
11.542014 2.035040
11.516610 2.023182
11.522478 2.009311
11.564871 2.058893
11.505851 2.006678
11.464882 2.009602
11.521714 2.024566
11.538963 2.030116
11.468824 2.009477
11.529841 2.045642
11.555263 2.040218
11.511840 2.067318
11.527185 2.365234
11.577442 2.060594
11.493232 2.054060
11.558901 2.026141
11.553078 2.027768
11.513685 2.018091
11.553109 2.049115
11.541274 2.030792
11.512390 2.031808
11.484072 1.981239
11.506260 2.051763
11.539459 2.030598
11.403440 1.972009
11.365276 2.101571
11.513526 2.022115
11.529446 2.019264
11.549815 2.032784
11.529616 2.042063
11.562263 2.060153
11.523855 2.339326
11.537984 2.051997
11.524615 2.036043
11.419308 1.984902
11.476802 1.986217
11.562936 2.056568
11.560553 2.084640
11.456726 2.000539
11.546360 2.047106
11.461364 2.064587
11.541632 2.073163
11.533910 2.051913
11.546101 2.022914
11.505678 2.006064
11.473017 1.997065
11.531555 2.020888
11.549860 2.039236
11.568372 2.041037
11.523791 2.009076
11.531842 2.020996
11.542642 2.051536
11.483158 1.998488
11.558907 2.027067
11.467001 1.991163
11.458857 2.001378
11.518710 2.016539
11.545439 2.039527
11.543385 2.036075
11.554220 2.043011
11.560137 2.056059
11.558127 2.067383
11.592560 2.072165
11.573626 2.068318
11.564402 2.027007
11.510734 2.017335
11.529970 2.061313
11.463187 1.984028
11.501425 2.021104
11.490827 2.006251
11.504521 2.207838
11.559233 2.051646
11.567091 2.057591
11.513240 2.005137
11.503112 2.005158
11.414557 1.970356
11.554903 2.069743
11.543065 2.041874
11.548470 2.054563
11.501212 2.042542
11.538534 2.040983
11.540358 2.016033
11.534371 2.044267
11.529561 2.049836
11.541241 2.050042
11.577124 2.067518
11.487984 2.007802
11.553482 2.043255
11.552990 2.049843
11.453445 2.009729
11.536494 2.055019
11.500281 2.015248
11.522700 2.054484
11.538699 2.083818
11.474291 2.013915
11.508816 2.036031
11.563439 2.057302
11.461876 2.009790
11.555228 2.054456
11.536644 2.040547
11.517941 2.014796
11.528716 2.049041
11.472229 2.008785
11.498646 2.133741
11.510186 2.259256
11.587644 2.077885
11.577341 2.060051
11.521072 2.051344
11.522615 2.026100
11.561723 2.066672
11.508401 2.027342
11.530768 2.021709
11.550720 2.061004
11.526931 2.052787
11.507121 2.017182
11.475128 2.032212
11.531825 2.012048
11.521614 2.115242
11.538859 2.026670
11.501326 2.018392
11.535865 2.022255
11.498815 2.008466
11.487914 2.109852
11.457226 1.988572
11.544582 2.030099
11.501162 2.018653
11.545411 2.051859
11.546264 2.046751
11.550755 2.056989
11.542864 2.025043
11.550708 2.040484
11.487291 2.010712
11.530642 2.028850
11.573211 2.070849
11.478246 1.990191
11.549484 2.057915
11.513377 2.014320
11.503788 2.018390
11.462568 2.003318
11.496094 2.016163
11.536094 2.043690
11.570643 2.073034
11.574957 2.092965
11.534685 2.055176
11.443257 1.993889
11.480942 2.006967
11.550829 2.039132
11.538371 2.020444
11.491840 2.006035
11.532073 2.019281
11.568084 2.108082
11.524967 2.035132
11.537723 2.043887
11.531526 2.032167
11.524445 2.073136
11.531779 2.032981
11.515022 2.016578
11.530133 2.022423
11.523430 2.032687
11.530159 2.060228
11.389457 1.986753
11.442619 2.014566
11.505583 2.010718
11.515701 2.029575
11.561226 2.052280
11.483601 2.002295
11.547708 2.062488
11.544861 2.044006
11.481672 2.016775
11.494924 2.001469
11.542014 2.052435
11.538294 2.063461
11.470555 2.043099
11.476067 1.989184
11.522682 2.025929
11.464573 1.993744
11.537678 2.047206
11.533134 2.026995
11.499811 2.012052
11.535938 2.050078
11.539057 2.022604
11.529313 2.033982
11.508098 2.047386
11.496831 2.026121
11.521732 2.036260
11.490450 2.017333
11.513491 2.022630
11.546275 2.032277
11.509896 2.025532
11.523635 2.036503
11.539585 2.310553
11.504882 2.007971
11.497158 2.025607
11.520128 2.024890
11.506960 2.041775
11.558718 2.042095
11.468057 1.981800
11.525103 2.007639
11.511130 2.034569
11.538676 2.020614
11.545035 2.052163
11.406124 1.988730
11.527784 2.036661
11.528496 2.016507
11.428548 1.965814
11.459421 2.009859
11.400375 2.303486
11.444194 1.978251
11.465345 2.090691
11.381176 2.066673
11.528870 2.014532
11.462526 2.110581
11.507275 2.014290
11.519281 2.018096
11.495025 2.013565
11.519011 2.050530
11.485000 2.035016
11.513113 2.033124
11.404077 1.981570
11.557823 2.046389
11.494804 2.010669
11.405976 2.007549
11.558244 2.068531
11.519291 2.015489
11.490944 2.019962
11.537854 2.024764
11.462716 2.016181
11.548800 2.034648
11.476121 1.995315
11.505816 2.037562
11.436622 1.984661
11.533787 2.036555
11.483328 2.002916
11.514907 2.062233
11.418031 1.986092
11.477820 2.000036
11.523898 2.043880
11.498490 2.006198
11.474926 1.998181
11.527668 2.056699
11.472910 2.021485
11.514133 2.019032
11.529418 2.044313
11.541968 2.026398
11.386393 1.991118
11.505752 2.013613
11.523484 2.037882
11.524643 2.047455
11.505984 2.016811
11.502012 2.040785
11.487186 2.024786
11.468041 2.026644
11.496823 2.017162
11.514486 2.036673
11.478428 1.998016
11.571766 2.080430
11.435727 2.610239
11.462060 2.292099
11.576376 2.061597
11.532000 2.119255
11.451822 2.013446
11.496612 2.012504
11.515429 2.025954
11.543420 2.056043
11.513591 2.031819
11.540212 2.024616
11.466313 2.006102
11.553220 2.267370
11.500849 2.020495
11.469797 1.992942
11.470013 2.015686
11.458540 2.009841
11.524817 2.048089
11.487662 2.000724
11.553871 2.163234
11.492245 2.032906
11.498419 2.046997
11.479724 2.019234
11.506554 2.070964
11.534670 2.035120
11.435038 2.063362
11.546405 2.052147
11.511051 2.041819
11.518318 2.028839
11.458855 1.989794
11.548176 2.050509
11.405177 1.984981
11.499877 2.026023
11.525626 2.111597
11.551592 2.063666
11.526752 2.035246
11.527939 2.045319
11.539631 2.214637
11.526153 2.169444
11.499652 2.016702
11.536226 2.021711
11.533689 2.030808
11.522944 2.177504
11.513735 2.020308
11.443820 1.983017
11.524483 2.010855
11.461765 2.427915
11.529373 2.038976
11.522208 2.094781
11.535064 2.045735
11.440806 1.986962
11.496463 2.012023
11.535320 2.111721
11.445271 2.112857
11.503799 2.014315
11.564133 2.073793
11.501656 2.012881
11.523159 2.065258
11.514362 2.038092
11.473405 2.012968
11.527030 2.042042
11.465561 1.998965
11.538307 2.039505
11.518872 2.031695
11.513745 2.054875
11.537012 2.058472
11.481541 2.045801
11.504831 2.011104
11.526039 2.048147
11.513054 2.018297
11.497147 2.146078
11.490215 2.228305
11.445788 1.973368
11.490719 2.052978
11.531167 2.035179
11.494258 2.041714
11.542035 2.040124
11.486876 2.061145
11.451422 2.028919
11.529241 2.045612
11.518159 2.005500
11.521982 2.026544
11.512404 2.019961
11.543732 2.064229
11.517378 2.031742
11.502534 2.031508
11.428317 1.992664
11.499304 2.028497
11.523838 2.055938
11.538882 2.024802
11.457481 2.008421
11.431665 1.984539
11.542641 2.033729
11.493236 2.025442
11.543364 2.038255
11.551039 2.213409
11.442250 1.987038
11.480618 1.992796
11.445793 1.973471
11.522223 2.061337
11.467813 2.251205
11.483099 1.985691
11.452290 1.981387
11.528862 2.032246
11.529129 2.052636
11.515491 2.032876
11.529357 2.031434
11.545702 2.038850
11.521275 2.020147
11.478602 2.007964
11.532160 2.036132
11.484497 2.012074
11.478509 2.097946
11.528231 2.012696
11.533980 2.017144
11.531536 2.122697
11.513223 2.034301
11.474304 2.016405
11.524615 2.114749
11.517963 2.021706
11.331038 1.988971
11.509856 2.031195
11.451000 2.295655
11.505514 2.013431
11.523822 2.026613
11.523606 2.024295
11.509204 2.041093
11.451643 2.016673
11.502500 2.079663
11.511469 2.042128
11.466535 1.998423
11.489525 2.007243
11.443340 2.401960
11.530102 2.031283
11.471893 2.012411
11.437373 1.976895
11.490622 2.006268
11.494470 2.013982
11.517105 2.025381
11.536077 2.052921
11.532227 2.026747
11.543470 2.044810
11.488136 2.016249
11.527185 2.035532
11.522966 2.038808
11.480526 1.996293
11.526363 2.016937
11.488762 2.005414
11.491419 2.008275
11.424723 1.964161
11.445162 2.019615
11.480314 2.308726
11.460481 1.989720
11.494295 2.162254
11.495334 2.025213
11.491257 2.007269
11.514547 2.039226
11.437044 1.992495
11.528349 2.028444
11.526834 2.029833
11.471854 2.034748
11.520134 2.020530
11.512788 2.040384
11.441801 2.049047
11.386270 1.975871
11.514273 2.049309
11.512162 2.036077
11.519553 2.031914
11.477171 1.994739
11.425622 2.008054
11.501775 2.055891
11.546392 2.033099
11.475305 2.050450
11.524799 2.027663
11.404421 1.976011
11.509709 2.022547
11.551366 2.060875
11.481878 2.011948
11.531266 2.038179
11.522909 2.019934
11.543688 2.044829
11.512596 2.015221
11.541707 2.066018
11.526262 2.057281
11.497727 2.019661
11.472615 2.015416
11.498442 2.016635
11.537831 2.051846
11.518494 2.082769
11.533297 2.029208
11.502122 2.014065
11.457555 2.484776
11.503580 2.016950
11.459847 2.018821
11.492605 2.021077
11.533204 2.014640
11.507997 2.012229
11.499672 1.995952
11.471125 2.136382
11.489543 2.018297
11.517005 2.026870
11.521513 2.018777
11.509483 2.033128
11.476780 1.997310
11.467619 1.997388
11.493228 2.002420
11.486200 2.052974
11.529570 2.035937
11.495376 2.026354
11.513287 2.012726
11.492470 2.154602
11.505439 2.011027
11.494400 2.046893
11.503628 2.035583
11.512685 2.023945
11.509494 2.042375
11.524011 2.054664
11.501219 2.013645
11.540328 2.035140
11.522947 2.027621
11.443115 2.012111
11.524244 2.032963
11.539852 2.044202
11.446240 1.996142
11.517907 2.047389
11.498724 2.031841
11.468366 2.007979
11.513233 2.030931
11.476066 2.009338
11.534031 2.035122
11.499948 2.015378
11.555673 2.079445
11.311377 1.959432
11.487969 2.066722
11.480065 2.012273
11.485425 2.026403
11.446815 2.008238
11.494409 2.042731
11.466107 2.001250
11.502970 2.024564
11.505554 2.021736
11.497653 2.026445
11.452549 1.998503
11.445235 1.991922
11.545654 2.047482
11.409675 2.479028
11.500751 2.023367
11.490270 2.002328
11.248541 1.924024
11.517132 2.031159
11.486504 2.066151
11.510662 2.027849
11.533875 2.026109
11.508520 2.035724
11.476234 2.016487
11.480917 2.038038
11.442244 1.984498
11.520859 2.037391
11.511204 2.010971
11.393696 1.968933
11.483141 2.012179
11.509731 2.031302
11.497368 2.007849
11.526609 2.022669
11.520262 2.031338
11.500243 2.011293
11.463120 1.991967
11.518206 2.053966
11.473527 2.045807
11.537546 2.057482
11.438450 1.984839
11.485287 2.019482
11.514998 2.036592
11.505854 2.008832
11.500685 2.017861
11.514678 2.019770
11.506597 2.023777
11.474298 1.983772
11.460594 1.988562
11.526407 2.034926
11.464743 1.994659
11.463992 2.211778
11.473484 2.018473
11.495726 2.036515
11.359670 2.409925
11.508023 2.035353
11.458862 1.999069
11.510295 2.035951
11.489334 2.011052
11.416271 1.990340
11.519990 2.039137
11.530087 2.063223
11.524067 2.026001
11.509701 2.028822
11.428923 1.997199
11.488666 2.077885
11.469939 2.023456
11.504012 2.025990
11.437462 2.206964
11.401795 1.989536
11.460920 1.987962
11.506909 2.028098
11.509516 2.029399
11.518999 2.019685
11.518159 2.046521
11.482455 2.015406
11.441441 1.993565
11.518989 2.034941
11.458986 1.987318
11.499239 2.016099
11.462749 1.994780
11.461707 2.007952
11.473861 1.999153
11.452337 2.087186
11.526645 2.049891
11.406836 1.983262
11.409229 2.200732
11.514762 2.048679
11.413182 2.114583
11.493154 2.010487
11.530002 2.065940
11.468935 2.029932
11.464490 2.001869
11.383927 1.959902
11.449196 2.025264
11.476651 2.067696
11.466914 2.463583
11.476578 2.029005
11.488204 2.012383
11.459422 2.359181
11.464048 2.007914
11.459073 2.005539
11.501086 2.053779
11.433517 1.974973
11.510117 2.020637
11.442941 2.155051
11.460934 1.982075
11.449116 1.996334
11.482627 1.994197
11.509009 2.026975
11.509232 2.035763
11.464632 2.008761
11.512667 2.041044
11.469211 2.025123
11.514610 2.035398
11.487477 1.983941
11.522541 2.030356
11.518692 2.095997
11.475266 2.029498
11.512185 2.021012
11.459505 1.996022
11.464029 1.980418
11.514282 2.035829
11.481623 2.039161
11.496654 2.032849
11.502580 2.051903
11.386173 1.983667
11.512011 2.003671
11.455961 1.994057
11.479013 2.006059
11.422329 2.022152
11.514779 2.011614
11.526762 2.021161
11.495505 2.022847
11.424936 2.001381
11.452009 2.002689
11.421776 1.990850
11.463973 2.093158
11.491707 2.037614
11.496153 2.012467
11.482334 2.047776
11.484227 1.995595
11.510345 2.007348
11.494302 2.033296
11.425448 2.036966
11.486219 1.992115
11.542558 2.063794
11.443298 1.993194
11.498541 2.030060
11.543969 2.037862
11.505662 2.013895
11.391287 2.014830
11.401823 1.959452
11.468113 2.015531
11.436470 1.980934
11.486218 2.012980
11.502280 2.135569
11.505021 2.025699
11.480420 2.003882
11.512406 2.019825
11.479406 2.024567
11.511736 2.037620
11.361771 1.973104
11.421783 1.977033
11.494038 2.003840
11.497411 2.023879
11.254944 1.992913
11.524953 2.197475
11.497991 2.026705
11.482395 2.167015
11.486667 1.993281
11.512255 2.032657
11.457316 1.997767
11.437396 2.000049
11.478288 2.015297
11.395725 1.974095
11.492255 2.035120
11.435821 1.989455
11.497111 1.999828
11.515018 2.038996
11.453972 1.994360
11.496043 2.006126
11.477789 2.038713
11.480382 1.996216
11.458229 2.016658
11.518896 2.041755
11.515363 2.044047
11.517755 2.036967
11.515698 2.034033
11.484708 2.013704
11.491100 2.020081
11.489990 2.004928
11.446582 2.094377
11.499008 2.012814
11.375544 1.985686
11.496703 2.063419
11.451412 2.034711
11.491399 2.023396
11.490117 2.011737
11.470412 1.998657
11.429017 2.194305
11.486467 2.040808
11.501027 2.005337
11.487421 2.005277
11.428618 1.996473
11.492457 2.010015
11.511840 2.053353
11.485771 2.004260
11.483202 2.010500
11.518883 2.050856
11.482984 2.022915
11.393368 2.549767
11.479815 2.026182
11.468503 2.014405
11.482811 2.003138
11.518815 2.047401
11.128303 2.681222
11.489615 2.100230
11.496071 2.017693
11.490707 2.021107
11.446574 1.978858
11.468528 2.017536
11.498390 2.016200
11.434775 1.994286
11.488745 2.012690
11.483525 2.021303
11.500048 2.021572
11.529139 2.042244
11.509549 2.056941
11.405507 1.965920
11.469136 1.992618
11.439774 2.120836
11.513307 2.024981
11.470674 1.987649
11.462370 2.016659
11.502903 2.035542
11.501669 2.029552
11.473692 2.027982
11.452047 2.013428
11.429381 1.979393
11.492092 2.096063
11.428832 2.426160
11.501276 2.020696
11.453773 2.005423
11.458153 1.997141
11.456414 1.983133
11.489663 2.016922
11.389460 2.106162
11.456639 2.018204
11.506432 2.022757
11.428950 1.977377
11.396563 1.993061
11.465429 2.009555
11.506313 2.118518
11.463065 1.986233
11.449776 2.002055
11.488246 2.020390
11.483553 2.011812
11.479677 2.001566
11.460364 1.986409
11.449402 1.999005
11.504439 2.028135
11.459704 2.004601
11.544560 2.063025
11.509831 2.030007
11.498019 2.000713
11.500967 2.014049
11.447392 2.017239
11.422814 1.975231
11.483613 1.995154
11.480616 2.071069
11.531109 2.072499
11.474566 1.997533
11.462407 2.016484
11.488963 2.033039
11.487410 2.016376
11.476885 1.989054
11.493239 2.021289
11.493895 2.019595
11.482888 1.986960
11.513989 2.023577
11.409294 1.987330
11.458225 1.983117
11.498856 2.012087
11.454203 1.992273
11.491338 2.023355
11.474002 2.026820
11.492744 2.019405
11.426279 2.248961
11.492636 1.995570
11.440394 1.988095
11.456803 2.081140
11.457377 2.002199
11.503190 2.044270
11.436559 1.991314
11.447972 1.980428
11.502908 2.064429
11.460872 2.009260
11.492110 2.013489
11.445560 1.990921
11.541811 2.061629
11.445897 2.001168
11.436525 2.014395
11.494514 2.026761
11.499992 2.015943
11.491329 2.021121
11.461253 2.000349
11.515954 2.023324
11.491456 2.040982
11.465604 2.003446
11.513382 2.042582
11.510499 2.057945
11.459239 1.972265
11.478631 2.006660
11.428865 1.991604
11.489777 1.999325
11.504414 2.029303
11.494743 2.038739
11.542343 2.113375
11.408020 2.002797
11.448295 2.062451
11.511283 2.009606
11.468234 2.004177
11.472333 1.999268
11.479905 1.985444
11.492481 1.995534
11.477873 2.012178
11.509140 2.019954
11.515370 2.030210
11.474357 2.011422
11.484077 2.003596
11.381888 1.958097
11.463566 1.994568
11.487209 2.033243
11.494470 2.035823
11.470303 2.002718
11.481559 2.004774
11.475085 2.018537
11.528507 2.037665
11.485647 2.017843
11.511865 2.035297
11.456057 1.998273
11.535045 2.036414
11.445016 1.985202
11.487595 2.095966
11.472119 2.021499
11.459738 1.989315
11.482715 2.002674
11.444936 1.997539
11.456770 2.013782
11.477138 2.018311
11.451625 1.994364
11.495608 2.025535
11.406606 1.963702
11.449242 2.070790
11.489945 2.022314
11.277009 2.007395
11.486035 2.005672
11.511978 2.017926
11.438806 1.981514
11.481691 2.021012
11.408067 2.027216
11.471932 2.011092
11.504176 2.026222
11.483210 1.991925
11.466118 2.030840
11.458066 2.006708
11.479693 1.998654
11.459259 2.013931
11.465819 2.006105
11.466803 2.007741
11.424979 1.990167
11.485940 2.008690
11.439532 1.998702
11.458043 2.008084
11.427213 1.983543
11.458774 2.003993
11.467623 2.009988
11.490055 2.019110
11.498823 2.035942
11.475969 2.002655
11.490459 2.028470
11.506362 2.049156
11.442535 2.011818
11.491382 2.021637
11.489681 2.034171
11.437159 2.015399
11.480010 2.110251
11.473163 2.002551
11.485475 2.049523
11.452588 2.103757
11.507828 2.012217
11.475327 2.021415
11.457552 2.325998
11.436452 1.979473
11.415871 2.002590
11.413527 2.528939
11.449995 2.001685
11.476130 2.017724
11.500958 2.041496
11.465272 2.010119
11.442688 1.983179
11.512772 2.021009
11.492318 2.018477
11.496025 2.134572
11.462082 2.012029
11.435140 1.987103
11.349989 1.969966
11.356854 2.339295
11.369799 2.426860
11.456565 1.974889
11.474821 1.997622
11.522171 2.072364
11.457909 2.001028
11.461375 1.993628
11.523657 2.045664
11.444291 1.986934
11.425077 1.972216
11.444713 2.004496
11.445519 1.990766
11.452329 2.017776
11.427300 1.984594
11.513055 2.030670
11.424328 1.988948
11.441620 1.999784
11.442461 2.003375
11.445841 1.977701
11.413865 2.005555
11.479831 2.018629
11.490950 2.023977
11.504491 2.032997
11.435104 1.989704
11.390745 2.052782
11.468842 1.999961
11.464486 2.037994
11.415078 1.976803
11.476825 2.004372
11.503992 2.040206
11.440956 2.012313
11.448943 1.995486
11.439058 1.998899
11.443450 1.984260
11.453710 2.003163
11.429031 1.995320
11.483832 2.004002
11.455772 2.006846
11.409194 1.982057
11.357822 2.612143
11.503285 2.014383
11.473607 2.012163
11.388265 1.994577
11.478155 2.017777
11.469367 2.012621
11.497873 2.031951
11.468180 1.995757
11.417941 1.975721
11.478151 2.112865
11.453092 1.999689
11.362864 1.966617
11.415078 1.957690
11.493147 2.070657
11.486015 2.021183
11.466162 2.010039
11.405480 1.984177
11.469565 2.012931
11.483597 2.078446
11.448931 2.021165
11.480810 2.010290
11.468899 2.009474
11.468347 2.026338
11.469497 2.027501
11.486945 2.017781
11.466063 2.030857
11.469152 2.009252
11.397294 1.993813
11.478720 2.045247
11.520344 2.212915
11.466058 1.998731
11.495937 2.036414
11.478318 2.011930
11.426753 1.971084
11.438184 2.023864
11.511266 2.063361
11.483736 2.003738
11.413877 1.991698
11.488942 2.032323
11.465104 2.213820
11.456345 1.994080
11.348895 2.244847
11.457920 2.008168
11.473717 2.037794
11.364587 1.969329
11.443061 2.000506
11.474228 2.027518
11.435319 1.993086
11.412718 1.976855
11.468301 1.997182
11.507461 2.039997
11.469992 2.029204
11.461776 2.014094
11.506030 2.042785
11.468108 2.002183
11.462099 2.051672
11.445913 1.999530
11.425860 1.981023
11.469981 2.005238
11.384617 1.967418
11.480942 2.023320
11.488623 2.017244
11.487750 2.040962
11.405308 2.041202
11.476778 2.002931
11.474395 2.017604
11.401577 2.089119
11.384819 1.963205
11.450765 1.999879
11.485937 2.024773
11.485457 2.026296
11.468961 2.021279
11.479478 2.125532
11.412030 1.991036
11.428677 2.219661
11.449864 2.017704
11.409281 1.990817
11.447171 1.977844
11.456582 1.996435
11.467918 2.005556
11.464607 2.016877
11.337541 1.936139
11.446276 2.016054
11.446558 1.995948
11.497854 2.039912
11.436637 2.004705
11.452937 1.988851
11.462381 2.012913
11.463435 2.005364
11.370170 1.960572
11.505855 2.020093
11.407472 2.004875
11.494246 2.004788
11.453809 2.011244
11.445178 2.016419
11.503013 2.031991
11.462645 1.995439
11.486033 2.013329
11.437263 1.983000
11.489971 2.027639
11.492191 2.017055
11.443406 2.033312
11.460985 2.010596
11.492656 2.016131
11.484935 2.061976
11.468068 2.011337
11.448960 1.997355
11.443512 1.996423
11.469201 2.006777
11.497715 2.018262
11.489991 2.001794
11.446456 1.965924
11.470688 2.005116
11.493154 2.008166
11.469199 2.341633
11.473501 2.111042
11.442087 2.023126
11.436269 1.992629
11.420720 1.974478
11.454585 2.003321
11.486008 2.005535
11.401539 2.176579
11.502047 2.079052
11.503276 1.994197
11.453833 2.002608
11.464667 1.992702
11.375015 1.961289
11.370911 1.957530
11.490863 2.022523
11.490825 2.026755
11.458211 2.016383
11.407431 1.989861
11.461783 2.015109
11.493414 2.032395
11.438663 1.990479
11.498640 2.085245
11.431739 1.997219
11.437934 1.967059
11.467583 1.998330
11.403373 2.000954
11.452040 2.016607
11.395379 1.964122
14.991669 3.213613
14.837828 3.130266
14.667453 3.069964
14.444114 3.039249
14.840997 3.167046
14.743058 3.100871
14.669356 3.078847
13.874363 3.091558
14.490743 3.046611
14.436828 3.016081
14.662929 3.067097
14.719786 3.115496
14.296424 2.986554
14.731171 3.090457
14.377536 3.035258
14.252533 2.968654
14.668349 3.130690
14.655679 3.092327
14.542058 3.028263
14.601113 3.034179
14.574134 3.024094
14.591570 3.058224
14.290605 2.975141
14.513271 3.016364
14.564767 3.043254
14.584999 3.054946
14.389739 2.973005
14.507437 3.027137
14.340224 2.987346
14.510624 3.021388
14.463358 3.015382
13.798308 3.027795
14.453487 3.013628
14.527526 3.099142
14.434249 2.999659
14.368110 2.976849
14.430565 2.995118
14.382601 2.961081
13.948987 2.974145
14.449181 3.000813
14.410422 2.994548
14.338884 2.969094
14.446421 3.014234
14.318177 2.963426
14.409185 3.004955
14.180177 2.916939
14.403194 3.004036
14.057058 2.882016
14.411392 3.016839
14.310303 2.980205
14.359796 2.981277
14.265221 2.947107
14.301514 2.958652
13.896059 2.891994
14.307512 2.965822
14.295243 2.954940
14.340892 2.999608
14.303326 2.963187
14.245064 2.938303
14.300978 2.962791
14.219191 2.935770
14.272394 2.958139
14.311634 2.973207
14.249019 2.931421
14.187503 2.917539
14.179440 2.914942
14.267107 2.995758
13.798083 2.919012
14.142252 2.926474
14.311071 2.949296
14.269524 2.948402
14.325920 3.008136
14.057205 2.882249
14.203594 2.922611
14.204685 2.928716
14.143948 2.895729
13.881451 2.882776
14.282465 2.959850
14.276618 2.970053
14.246906 2.960738
14.178443 2.911165
14.302024 3.034026
14.196537 2.890260
14.095458 2.889302
14.244208 2.927174
13.912351 2.896197
14.269533 2.955773
14.166484 2.905345
14.223289 2.944802
14.156121 2.897727
14.057162 2.862280
14.117391 2.897847
14.181171 2.912882
14.173943 2.921560
14.229702 2.943599
14.218796 2.962033
14.166040 2.896149
14.070352 2.883081
14.107693 2.876026
14.204699 2.917322
14.209930 2.925016
13.894426 2.889538
13.423675 2.927003
14.116972 2.908663
14.191655 2.925646
14.160734 2.906410
14.144456 2.893948
14.095854 2.885566
14.145495 2.905128
14.076701 2.859443
14.106282 2.875585
14.130414 2.913000
14.102517 2.882255
14.082304 2.885652
14.106304 2.903270
14.113197 2.918641
14.091853 2.893531
14.125176 2.894920
14.008864 2.844755
14.146619 2.911842
14.158903 2.917338
13.953405 2.820705
13.986380 2.867517
13.980759 2.828930
14.032113 2.865233
14.156961 2.905989
13.927807 2.827353
14.077435 2.892380
14.138142 2.902907
13.980735 2.855848
14.040116 2.834830
13.949118 2.847587
14.113293 2.890759
14.149387 2.915306
14.096069 2.869400
13.909174 2.838679
14.085184 2.897176
14.072995 2.879999
14.092264 2.887912
14.007533 2.858698
14.045807 2.870206
14.044630 2.873815
14.025768 2.862709
14.091664 2.905911
14.022431 2.869732
14.038090 2.873589
14.028251 2.870165
14.011017 2.864773
13.981624 2.833489
14.007980 2.871374
14.075329 2.892684
13.994523 2.839535
14.095189 2.893602
13.898210 2.823322
13.930762 2.832866
14.089474 2.889566
14.004664 2.840548
13.993292 2.852104
14.023712 2.874672
13.972071 2.853250
13.650869 2.767016
14.050631 2.891287
13.945458 2.834987
14.061957 2.900467
13.557985 2.720020
13.936973 2.827313
13.972025 2.877281
13.628667 2.861894
14.019874 2.875896
13.603066 2.764265
14.016513 2.878130
13.852177 2.856973
13.607500 2.736023
13.809151 2.787426
14.055293 2.872503
14.019638 2.863721
13.753796 2.790643
14.063814 2.929204
13.928596 2.817598
13.952596 2.840742
14.061391 2.878686
13.997820 2.862388
13.877679 2.819353
13.710042 2.792271
13.901417 2.813236
13.972371 2.865568
13.962517 2.843298
13.939688 2.825741
13.932091 2.842697
13.759593 2.776167
13.975802 2.838746
13.932514 2.834255
13.893937 2.828163
13.723863 2.782209
13.863869 2.803564
13.778370 2.790357
14.030015 2.877952
13.925400 2.839791
13.992481 2.844940
13.985292 2.818917
14.048942 2.889631
12.879895 2.778160
13.879230 2.815444
14.004245 2.869463
13.863307 2.811099
13.446028 2.765597
13.670233 2.725468
13.993150 2.851284
13.957972 2.864040
13.846836 2.801019
13.674124 2.761617
13.927582 2.838305
13.864628 2.820656
13.792627 2.774868
13.930745 2.820532
13.891605 2.815086
13.541631 2.696656
13.975099 2.845820
13.757438 2.776437
13.434588 2.813077
13.910385 2.821210
13.965546 2.846622
13.931725 2.826430
13.944391 2.826712
13.800493 2.792602
13.981167 2.851443
13.938811 2.839016
13.204455 2.857394
13.641291 2.728885
13.959335 2.864332
13.894914 2.826184
13.722909 2.831118
13.857140 2.811454
13.802730 2.781780
13.699661 2.751755
13.917614 2.826188
13.540871 2.763421
13.940840 2.846258
13.949613 2.851677
13.841497 2.808415
13.708435 2.760963
13.950809 2.848988
13.696305 2.774227
13.923160 2.818674
13.957694 2.831056
13.930912 2.880079
13.723122 2.764851
13.826360 2.793312
13.876419 2.816499
13.820949 2.809443
13.913500 2.826375
13.859705 2.801670
13.845499 2.822597
13.836548 2.805933
13.674965 2.773047
13.886190 2.811665
13.942557 2.840284
13.888161 2.814325
13.643248 2.737990
13.743357 2.750628
13.894210 2.812138
13.755347 2.780964
