log10(Mass)+10    log10(VelDisp_particles)
10.658685 1.742703
10.667891 1.747427
10.648319 1.726826
10.656941 1.757523
10.595925 1.741645
10.597418 1.697978
10.656598 1.776362
10.674189 1.739064
10.694167 1.770206
10.595382 1.722958
10.579999 1.707313
10.660450 1.742878
10.639206 1.730269
10.707004 1.773074
10.646035 1.731789
10.721214 1.800028
10.653256 1.744847
10.703653 1.775160
10.704477 1.809102
10.664165 1.743559
10.678078 1.742384
10.713666 1.852217
10.662007 1.771488
10.707952 1.778622
10.671444 1.780307
10.699356 1.760870
10.642902 1.734129
10.724715 1.815712
10.681900 1.751043
10.718806 1.792250
10.666741 1.931411
10.678081 1.767797
10.664155 1.769079
10.631529 1.714924
10.672992 1.767337
10.689601 1.764854
10.701041 1.763034
10.682583 1.758579
10.642915 1.731313
10.672482 1.760474
10.582924 1.810733
10.698597 1.770933
10.697369 1.809536
10.688357 1.755060
10.640456 1.767276
10.655754 1.731306
10.634399 1.712529
10.691433 1.749791
10.583873 1.724239
10.698273 1.787423
10.641637 1.720478
10.681538 1.922241
10.711518 2.204270
10.636651 1.800160
10.579368 1.690397
10.702914 1.775155
10.621839 1.746972
10.636504 1.718543
10.674317 2.277544
10.624592 1.708725
10.694193 1.766375
10.642348 1.731073
10.681856 1.766699
10.689933 1.752474
10.677856 1.761109
10.599226 1.716037
10.650023 1.751102
10.661476 1.746944
10.545047 1.702073
10.703127 1.770869
10.641742 1.744455
10.703538 1.789227
10.664865 1.758853
10.704101 1.780872
10.669457 1.744865
10.627814 1.740073
10.716697 1.800313
10.672825 1.849974
10.630683 1.740478
10.717865 1.791325
10.628077 1.713754
10.691902 1.766088
10.713605 1.770159
10.636244 1.738783
10.641006 1.731259
10.670870 1.733523
10.703599 1.854310
10.666316 1.742964
10.623562 1.708169
10.677313 1.740316
8.311924 2.455360
10.639003 1.765159
10.653823 1.747542
10.671595 1.802754
10.675138 1.772081
10.556914 1.737480
10.528685 2.295483
10.702767 1.794532
10.624245 1.733236
10.610960 1.734336
10.592782 2.309044
10.645442 2.207203
10.648415 1.729039
10.707711 1.781358
10.691045 1.878156
10.611414 1.779469
10.676506 1.760580
10.642739 1.866459
10.672361 1.752026
10.679444 1.761670
10.620446 1.721645
10.675443 1.746773
10.675621 1.755413
10.647085 1.742183
10.639902 1.730872
10.708144 2.114888
10.515710 1.667534
10.655603 2.127428
10.685300 1.741089
10.676356 1.756876
10.658080 1.744167
10.682559 1.750498
10.617442 1.724245
10.638425 1.712864
10.643385 2.011983
10.671455 1.764501
10.523970 1.764599
10.607808 1.692883
10.699145 1.831745
10.588596 1.760652
10.676401 1.772588
10.688775 1.768692
10.620212 1.722429
10.654424 1.760591
10.675017 1.762387
10.687246 1.787589
10.635636 1.723274
10.673673 1.741751
10.653542 1.739598
10.622329 1.714588
10.613337 1.723915
10.669127 1.739222
10.679252 1.772908
10.619977 1.762627
10.690423 1.760429
10.662981 1.746611
10.665153 1.748928
10.686705 1.746633
10.669597 1.729234
10.663427 1.738107
10.659134 1.754362
10.706206 2.477065
10.660629 1.718015
10.644327 1.734456
10.669074 1.757844
10.597778 1.709612
10.572496 1.710719
10.671894 1.758969
10.690083 1.822182
10.637299 1.736379
10.696025 1.792683
10.677384 1.757230
10.640069 1.722408
10.666754 2.121738
10.661456 1.759538
10.641301 1.741807
10.687776 1.750822
10.666159 1.763525
10.679671 1.781837
10.639325 1.737836
10.672642 1.743341
10.657203 1.868830
10.545518 1.693998
10.720548 1.814313
10.688029 1.889205
10.525243 2.110658
10.655867 1.752903
10.581579 1.998302
10.639655 1.741100
10.688406 1.761691
10.641516 1.757704
10.661443 1.750644
10.641616 2.049029
10.660062 1.746098
10.633760 1.718138
10.655956 1.740814
10.535449 2.101721
10.617861 1.720147
10.648606 1.734150
10.624650 1.745955
10.657111 1.747380
10.608799 2.182362
10.653131 1.753013
10.677423 1.742391
10.650928 1.740829
10.681014 1.779657
10.671568 1.749293
10.657893 1.771563
10.597934 1.728978
10.693630 1.767869
10.664980 1.748625
10.559090 1.739605
10.666366 1.750400
10.639640 1.715419
10.662924 1.748628
10.667026 1.749976
10.599836 1.945001
10.674448 1.760196
10.603798 1.722627
10.691101 1.794095
10.636122 2.307384
10.593539 2.419261
10.669986 1.786428
10.620318 1.734005
10.597706 1.725982
10.671430 2.102434
10.652384 1.734271
10.671388 1.757996
10.660508 1.743626
10.528779 1.680927
10.569121 1.699033
10.563340 1.696510
10.688979 1.741920
10.588273 1.715614
10.675625 1.769772
10.649022 1.755328
10.648560 1.742438
10.648727 1.776009
10.664682 1.780270
10.581663 1.715761
10.563575 1.693508
10.636821 1.755001
10.690980 1.784459
10.570444 2.005141
10.671828 1.740492
10.701458 1.778254
10.657933 1.745693
10.668789 1.760649
10.651515 1.757818
10.637507 1.726887
10.632288 1.711220
10.623502 1.809873
10.664760 1.777700
10.656605 1.750618
10.651299 1.744610
10.556589 1.821814
10.618464 1.723910
10.654307 1.743024
10.679084 1.750659
10.626934 1.723874
10.617909 1.719083
10.646370 1.765158
10.650618 1.747383
10.621820 1.743037
10.678515 1.769587
10.677815 1.773544
10.645164 1.729746
10.660115 1.821131
10.667878 1.748291
10.647794 1.728748
10.657760 1.733952
10.594587 2.412250
10.655913 1.797411
10.682050 1.754779
10.670295 1.725213
10.641142 1.716288
10.608560 1.708683
10.707532 1.792051
10.703878 2.024208
10.571521 1.781079
10.582164 1.713728
10.667946 1.782461
10.641869 1.743208
10.614117 1.732554
10.584132 1.705784
10.568675 1.698453
10.693461 1.790235
10.602644 1.727277
10.615058 1.697302
10.562811 1.708988
10.699957 1.808682
10.645070 1.742047
10.567680 1.834812
10.554473 1.705372
10.703416 1.802925
10.670062 1.756691
10.598211 2.574990
10.601457 1.721446
10.668470 1.769129
10.671017 1.767565
10.663993 1.764309
10.613570 1.721531
10.596890 1.734385
10.620894 1.728187
10.651829 1.733477
10.577258 1.690684
10.644240 1.737511
10.676717 1.793369
10.651644 1.778932
10.668074 1.739639
10.641063 1.762656
10.644179 1.732617
10.568197 1.854874
10.631326 1.757890
10.618832 1.794375
10.615030 1.718940
10.698021 1.798883
10.645697 1.790254
10.664471 1.760223
10.621624 1.731311
10.632837 1.775011
10.664630 1.754579
10.675197 1.767318
10.663225 1.753492
10.643618 1.729568
10.581109 1.713345
10.663417 1.774313
10.658232 1.795821
10.648704 1.786546
10.664187 1.764435
10.618398 1.831385
10.641769 1.748519
10.632053 1.715090
10.665860 1.778632
10.649580 1.749575
10.636453 1.730757
10.622846 1.711247
10.663180 1.757257
10.636495 1.734211
10.657833 1.757175
10.626745 1.752775
10.657181 1.748100
10.660028 1.737466
10.629806 1.724205
10.607302 1.698985
10.606166 1.707579
10.629334 1.726360
10.650698 1.808146
10.649922 1.727746
10.664276 1.768495
10.667948 1.742525
10.691719 2.179721
10.612885 1.740293
10.626689 1.709433
10.543218 1.717761
10.648784 1.768098
10.462093 1.838700
10.638084 1.712414
10.616838 1.727119
10.608262 1.852400
10.653326 1.760857
10.650416 1.777292
10.668317 1.768477
10.675415 1.800972
10.667461 1.740487
10.600956 1.731853
10.658417 1.801073
10.668662 1.763561
10.598832 1.708006
10.587622 1.912878
10.653118 1.748070
10.604174 1.721114
10.664454 1.749820
10.615522 1.719879
10.637469 1.714987
10.640920 1.733171
10.614961 1.804173
10.635197 1.737353
10.624747 1.724706
10.660986 1.757476
10.616324 1.722758
10.654988 1.758903
10.643919 1.742140
10.666163 1.783547
10.643987 1.744714
10.619290 1.728658
10.652651 1.783627
10.663185 1.756432
10.661181 1.758160
10.612675 1.724250
10.648390 1.748336
10.634594 1.725354
10.607172 1.728427
10.603031 1.704021
10.615685 2.347366
10.613474 1.731277
10.657432 1.751403
10.621306 1.714796
10.558153 1.701891
10.630818 1.707555
10.657623 1.740824
10.652145 1.882941
10.664043 1.757235
10.658116 1.776655
10.656896 1.752371
10.667197 1.764815
10.643380 1.744633
10.575245 1.689117
10.620627 1.699371
10.643262 1.745652
10.647311 1.746725
10.532822 1.763782
10.587823 1.715243
10.610650 1.732309
10.586140 1.913670
10.633907 1.742513
10.653042 1.779470
10.680256 1.776103
10.622154 1.721374
10.624473 1.726910
10.534608 1.694635
10.656675 1.766697
10.657400 1.734528
10.642402 1.754387
10.638607 1.871672
10.454750 1.701013
10.653959 1.732023
10.614828 1.696144
10.619561 1.733972
10.594768 1.695015
10.681179 1.784524
10.636120 1.773722
10.639042 1.740101
10.632295 1.736598
10.639074 1.729379
10.620307 1.892278
10.652658 1.747322
10.642686 1.742723
10.613560 1.711181
10.655616 1.760035
10.581721 1.703055
10.676799 1.753653
10.602527 1.709553
10.571957 1.745901
10.611039 1.738162
10.643000 1.729506
10.653624 1.748583
10.590356 1.730823
10.651754 1.733160
10.511038 1.694551
10.643812 1.747948
10.411025 2.380410
10.625791 1.793254
10.571481 1.785569
10.641688 1.747913
10.682274 1.927747
10.673279 1.995685
10.611436 1.733706
10.605922 1.861395
10.604613 1.717145
10.647158 1.748813
10.686481 1.792912
10.647361 1.756307
10.643945 1.755927
10.601235 1.740030
10.569828 1.712080
10.620701 1.721908
10.651717 1.794396
10.583161 1.700158
10.673284 1.775437
10.652770 1.741029
10.660308 1.732767
10.680067 1.781428
10.335904 2.457918
10.463894 1.909985
10.575261 1.721258
10.621190 1.748744
10.534754 1.679127
10.622929 1.708484
10.526373 1.986711
10.641323 1.753143
10.611467 1.708174
10.662761 1.796046
10.630521 1.732231
10.692301 1.921686
10.674993 1.891264
10.601296 1.724781
10.644201 1.725931
10.629813 1.791114
10.613987 1.746763
10.658177 1.755547
10.660471 1.783510
10.655334 1.753987
10.612677 1.752549
10.649302 1.760887
10.658733 1.762184
10.555555 1.693208
10.616020 1.717571
10.668452 1.753773
10.562266 1.704175
10.629366 1.728163
10.651647 1.725544
10.614441 1.719484
10.626546 1.822819
10.621554 2.051171
10.646515 1.737468
10.630660 1.743881
10.618582 1.728795
10.622156 1.701012
10.601605 1.714583
10.595393 1.749850
10.533206 2.001047
10.626358 1.720881
10.617878 1.708616
10.626642 1.752127
10.659424 1.731457
10.582279 1.689941
10.601677 1.737885
10.618510 1.760174
10.579323 1.780466
10.599566 2.261363
10.640379 1.749939
10.609439 1.719460
10.623039 1.727043
10.574793 1.800327
10.653612 1.761486
10.620817 1.731592
10.659980 1.768049
10.616326 1.887550
10.588669 1.716972
10.623876 1.727456
10.660886 1.781101
10.664896 1.762541
10.575420 1.712190
10.610808 1.712904
10.645482 1.914370
10.674001 1.778179
10.534847 1.705197
10.571237 1.722137
10.663791 1.771207
10.662555 1.776795
10.638027 1.966417
10.672169 1.751489
10.572814 1.698496
10.624937 1.756096
10.603795 1.716234
10.642160 1.752004
10.637735 1.736503
10.620929 1.756550
10.514949 2.193508
10.639127 1.848170
10.615102 1.797449
10.669277 1.773888
10.629122 1.756779
10.608622 1.760686
10.561075 1.701920
10.640150 1.722103
10.608703 1.721788
10.634483 1.743960
10.616765 1.753775
10.646812 1.757794
10.639538 1.752979
10.645068 1.749979
10.684725 2.029890
10.590972 1.712613
10.645773 1.742927
10.638762 1.728856
10.643070 1.762208
10.602953 1.725209
10.671296 1.741487
10.621627 1.727146
10.601745 1.704964
10.565728 1.715539
10.627787 1.746754
10.625791 1.727280
10.622908 1.718871
10.659316 1.742470
10.657178 1.743287
10.604687 1.889044
10.600489 1.739299
10.573390 1.717244
10.655148 1.769997
10.639168 1.761608
10.621861 1.737797
10.594286 1.752452
10.635725 1.769353
10.635957 1.734381
10.626112 1.725415
10.608587 1.731791
10.621831 1.732090
10.594862 1.705044
10.653484 1.752116
10.610151 1.719872
10.649876 1.930092
10.527626 1.690246
10.626648 1.746076
10.611846 1.739364
10.630108 1.782211
10.548914 1.675512
10.649310 1.747610
10.604342 1.728407
10.638446 1.767308
10.631248 1.749078
10.610699 1.787385
10.655668 1.763197
10.585838 2.032150
10.588037 1.725999
10.600523 1.722144
10.626795 1.724075
10.516780 1.849140
10.616072 1.712401
10.619259 1.744784
10.622704 1.744496
10.612892 2.012619
10.659149 1.780269
10.592045 1.728070
10.593066 1.716173
10.596625 1.718481
10.647431 1.759037
10.627756 1.735967
10.577950 1.692643
10.572669 1.715595
10.418099 2.263804
10.576375 1.709895
10.522284 1.664124
10.626330 1.729887
10.609303 1.735331
10.619002 2.103957
10.623558 1.747423
10.603748 1.753583
10.604160 1.722318
10.511076 1.698932
10.551272 1.718435
10.552746 1.682829
10.618896 1.723182
10.641847 1.761309
10.640335 1.823981
10.634806 1.752690
10.625785 1.737117
10.587329 2.103190
10.557950 1.709562
10.559731 1.703781
10.562775 1.984873
10.636130 1.723454
10.583503 1.711783
10.595396 1.708889
10.587882 1.728496
10.607289 1.732897
10.672538 1.778658
10.617504 1.746915
10.614556 1.719766
10.639448 1.705280
10.633716 1.744105
10.582122 1.685857
10.579915 1.681797
10.612358 1.732812
10.587301 1.720886
10.560740 1.711110
10.610462 1.738258
10.678061 1.848687
10.618773 1.817504
10.644054 1.756706
10.591401 1.713865
10.556186 1.694628
10.636773 1.740161
10.558014 2.296503
10.652749 1.745867
10.613130 1.728896
10.633585 1.758111
10.626343 1.727896
10.619688 1.735675
10.632557 1.722207
10.631967 1.719553
10.612330 1.756704
10.652625 1.775108
10.663525 1.771601
10.566309 1.711409
10.610922 2.217775
10.586162 1.721838
10.569622 1.702837
10.584669 1.696698
10.613831 1.724556
10.609555 1.737491
10.652540 1.782407
10.578234 1.742396
10.630581 1.732475
10.584438 1.702605
10.568610 1.733788
10.610566 1.722563
10.633489 1.738527
10.622461 1.734676
10.627007 1.757803
10.629537 1.726725
10.587075 1.728699
10.626251 1.734129
10.620827 1.727281
10.628161 1.878329
10.488869 1.687059
10.597068 1.778932
10.601442 1.716074
10.635812 1.733475
10.586527 1.723750
10.638905 1.737178
10.555811 1.670704
10.602041 1.725223
10.636924 1.729968
10.605520 1.698179
10.584358 1.752747
10.580783 1.752114
10.616900 1.731000
10.600379 1.725545
10.598711 1.736309
10.563738 1.700834
10.627433 1.762234
10.544749 1.683126
10.659576 1.792719
10.607887 1.728241
10.610903 1.703468
10.628803 1.730468
10.634616 1.748789
10.602006 1.760513
10.616142 1.721739
10.516068 1.690357
10.598397 1.720254
10.539932 1.736725
10.578659 1.696584
10.576721 1.758187
10.612292 1.746986
10.620103 1.738617
10.634105 1.860472
10.650746 1.756087
10.616931 1.745166
10.536692 1.675413
10.598075 1.729879
10.594554 1.724023
10.619111 1.729954
10.574790 2.093906
10.594123 1.718882
10.520080 1.715722
10.559365 1.740808
10.636279 1.752733
10.597217 1.740647
10.574684 1.715363
10.501074 1.676845
10.592544 1.780051
10.552212 1.782595
10.571307 1.691274
10.656272 1.762865
10.612811 1.742058
10.592829 2.350903
10.616658 1.725052
10.630862 1.720027
10.617953 1.814055
10.627720 1.759674
10.588978 1.769909
10.511584 1.674511
10.653976 1.907460
10.545987 1.718902
10.626242 1.729340
10.610164 1.695586
10.669892 1.816699
10.582498 1.959975
10.613569 1.736318
10.609715 1.714910
10.645949 2.022280
10.636439 1.782512
10.515569 1.701301
10.538670 1.844701
10.605178 1.720998
10.590696 1.732016
10.596508 1.715919
10.624231 1.735494
10.541217 1.686302
10.599602 1.720839
10.598057 1.718680
10.627146 1.733045
10.637439 1.739148
10.652127 1.808472
10.632694 1.912989
10.643431 1.993715
10.630657 1.762160
10.610722 1.744796
10.628878 1.718998
10.616874 1.727885
10.403485 2.154971
10.595770 2.030096
10.602214 1.725164
10.607157 1.721499
10.621275 1.742182
10.521704 1.666563
10.597155 1.721649
10.615490 1.742562
10.585667 1.682619
10.610087 1.725540
10.641018 1.767685
10.606837 1.855651
10.587445 1.696363
10.598081 1.745198
10.621180 1.733878
10.597248 1.721879
10.574530 1.816482
10.627983 1.730593
10.609832 1.730335
10.630979 1.743253
10.589530 1.704475
10.585882 1.740778
10.586386 1.733132
10.594075 1.698916
10.631559 1.732536
10.559230 1.775749
10.648276 1.756928
10.616323 1.741781
10.582376 1.723689
10.616206 1.722885
10.598794 1.697678
10.625560 1.747002
10.640151 1.779656
10.601104 1.749051
10.595611 1.729179
10.612161 1.740014
10.513624 1.775070
10.625392 1.743539
10.627366 1.743035
10.612369 1.751638
10.626042 1.763074
10.596933 1.730963
10.624315 1.746274
10.611553 1.732828
10.648234 1.780630
10.590137 1.701635
10.524791 1.773153
10.542726 1.698827
10.495395 1.671671
10.607344 1.713702
10.604616 1.710712
10.631484 1.742873
10.622988 1.759211
10.601080 1.730012
10.630727 1.736877
10.598575 1.725566
10.545600 1.996316
10.547626 1.956330
10.565458 1.738292
10.629269 1.732203
10.614815 1.767549
10.601320 1.733448
10.624261 1.782465
10.617766 1.809818
10.573358 1.705824
10.623294 1.747915
10.567271 1.700688
10.610997 1.720409
10.630236 1.747963
10.571850 1.823101
10.584594 1.905208
10.554310 1.682010
10.586655 1.715593
10.589367 1.738580
10.650912 2.213986
10.575786 1.721095
10.601240 1.757198
10.623303 1.807380
10.626000 1.819040
10.612673 1.722959
10.591821 1.743478
10.588870 1.712356
10.634768 1.736336
10.601347 1.731668
10.534907 1.668917
10.496964 1.928263
10.588710 1.696344
10.589265 1.719212
10.622340 1.730045
10.608204 1.844691
10.643310 1.781246
10.564707 1.702038
10.596243 1.730810
10.577331 1.706410
10.636550 1.759749
10.598569 1.700755
10.617222 1.739900
10.629845 1.757253
10.583988 1.732928
10.575794 1.722414
10.608338 1.766028
10.589360 1.719038
10.608106 1.721370
10.601828 1.734430
10.609418 1.739781
10.612252 1.736875
10.613654 1.740210
10.618227 1.735644
10.596106 1.739779
10.486574 1.682729
10.558020 2.090693
10.567709 1.713880
10.622072 1.782525
10.582460 1.725610
10.604543 1.737400
10.601104 1.958341
10.636409 1.807578
10.617536 1.764564
10.567466 1.736407
10.585161 1.706271
10.610602 1.723634
10.589373 1.709731
10.594010 1.720846
10.617583 1.736332
10.495406 1.667547
10.605137 1.715684
10.586396 1.704888
10.563533 1.713922
10.553820 1.711408
10.572339 1.717889
10.627557 1.736199
10.611912 1.740580
10.640061 1.785942
10.621336 1.735642
10.572865 1.707504
10.572420 1.714226
10.608834 1.712971
10.588070 1.716386
10.606633 1.739767
10.597226 1.747639
10.501026 1.857157
10.552492 2.041112
10.599107 1.738684
10.534708 1.733076
10.573392 1.726568
10.593705 1.724944
10.537238 1.672949
10.585610 1.738538
10.561190 1.704578
10.581905 1.727665
10.589352 1.726718
10.563174 1.797002
10.619690 1.740217
10.630469 1.769930
10.597838 1.787778
10.555355 1.715279
10.506345 2.131593
10.599827 1.753603
10.574602 1.685375
10.580618 1.734011
10.551945 1.986898
10.522765 1.812033
10.577142 1.713179
10.567261 2.372940
10.581788 1.707757
10.538888 1.707198
10.614454 1.910393
10.542637 1.707907
10.562853 1.715219
10.592085 1.711031
10.596281 1.719549
10.587716 1.984171
10.591680 1.721299
10.447503 2.122274
10.608877 1.734088
10.400980 1.815980
10.585884 1.723111
10.588266 1.833216
10.542578 1.734000
10.585721 1.727923
10.604433 1.737568
10.600601 1.748676
10.590888 1.774303
10.627711 1.751913
10.615449 1.713207
10.571903 1.697140
10.549199 1.703382
10.579169 1.719098
10.614519 1.742970
10.562732 1.708939
10.594364 1.759433
10.613709 1.766967
10.605771 1.744603
10.552300 2.181580
10.546122 1.697740
10.595098 1.737566
10.600911 1.708787
10.603325 1.738344
10.488116 2.059837
10.577298 1.714113
10.592703 1.723299
10.595330 1.719347
10.524522 1.696918
10.576481 1.740693
10.600016 1.738721
10.449155 1.664078
10.571213 1.726735
10.620799 1.759728
10.569228 1.714414
10.607893 1.732438
10.588976 1.712528
10.600889 1.728666
10.622239 1.767230
10.598995 1.856540
10.579743 1.694051
10.555463 1.704298
10.591626 1.701247
10.579322 1.720057
10.572821 1.698916
10.589643 1.749656
10.574049 1.709399
10.579355 1.714888
10.612792 1.740413
10.600047 1.744906
10.636422 1.869560
10.490148 1.744374
10.596889 1.740845
10.563827 1.701443
10.537390 1.728102
10.586460 1.729830
10.587842 1.719557
10.597262 1.727350
10.482426 1.988146
10.596635 1.720953
10.587319 1.710532
10.589766 1.714630
10.587498 1.721924
10.623151 1.811242
10.604389 1.806695
10.591919 1.748018
10.605751 1.739615
10.623506 1.751769
10.607477 1.719609
10.605452 1.723725
10.543457 1.683938
10.524249 1.769042
10.633273 1.821516
10.585644 1.712078
10.600789 1.729271
10.577381 1.721989
10.581780 1.716977
10.586439 2.220417
10.576218 1.717914
10.584719 1.718925
10.568200 1.709989
10.597084 1.739101
10.602179 1.725502
10.592149 2.181595
10.552453 1.707119
10.580852 1.698702
10.559328 1.697623
10.562736 1.706606
10.540324 1.671813
10.514583 1.671633
10.572708 1.713239
10.548067 1.700167
10.571976 1.701682
10.493031 1.690450
10.602888 1.918099
10.605894 1.720418
10.565353 2.302741
10.607093 1.731795
10.431448 1.654160
10.589068 1.735625
10.567077 1.842286
10.576218 1.771515
10.496930 1.804566
10.569630 1.718989
10.593576 1.725272
10.597903 1.734513
10.601582 1.719574
10.628857 1.739061
10.611360 1.818401
10.600095 1.699790
10.579065 1.707053
10.597833 1.715131
10.628523 1.771630
10.598673 1.765108
10.495872 1.736400
10.576598 1.704071
10.521953 1.743508
10.500208 1.733809
10.576978 1.772377
10.595371 1.736289
10.582704 1.704283
10.624434 1.822741
10.497229 1.674650
10.603268 1.742334
10.604034 1.737255
10.501368 1.826067
10.594693 1.736259
10.580657 1.829241
10.578862 1.708170
10.596176 1.708626
10.590149 1.727488
10.599519 1.796317
10.613128 1.790471
10.615488 1.743056
10.588125 1.721727
10.530679 1.668610
10.501080 1.702321
10.542222 1.716445
10.571621 1.704959
10.540454 1.811473
10.553602 1.715798
10.585515 1.729433
10.547965 1.704514
10.544417 1.686647
10.513651 1.677777
10.583568 2.267411
10.630150 1.994764
10.587830 1.709474
10.542637 1.683952
10.562899 1.754252
10.588180 1.701856
10.595323 1.746989
10.550322 1.725647
10.505886 2.298519
10.603143 1.734815
10.569023 1.713312
10.595683 1.748702
10.580666 1.734110
10.519178 1.960828
10.592055 1.701098
10.557384 1.741109
10.586883 1.726947
10.390834 2.319940
10.565802 1.709859
10.549955 1.758374
10.587189 1.712493
10.589208 1.725728
10.549273 1.700020
10.527905 1.686845
10.570632 1.716819
10.583416 1.813617
10.525436 1.698704
10.610715 1.748433
10.596859 1.731534
10.600206 1.736732
10.518931 1.689078
10.517765 1.696668
10.535176 1.689998
10.557400 1.709109
10.603291 1.741057
10.603721 1.747134
10.514565 1.696826
10.574242 1.723903
10.559213 1.709480
10.569485 1.712184
10.575401 1.724206
10.566797 1.706496
10.598605 1.721109
10.538315 1.700322
10.588730 1.712250
10.577303 1.822810
10.623808 1.791908
10.556550 1.706840
10.539648 1.692784
10.531957 1.681706
10.573015 1.717784
10.595192 1.938469
10.516019 1.862064
10.576682 1.773255
10.095407 2.661513
10.556333 1.739523
10.589066 1.730204
10.541553 1.708145
10.579880 1.736196
10.577316 1.703501
10.632234 1.787640
10.619539 1.761474
10.568490 1.711455
10.600977 1.718877
10.533880 1.702663
10.587267 1.792166
10.567320 1.734186
10.587598 1.721414
10.567697 1.743730
10.594330 1.731022
10.566221 1.705762
10.568933 1.716553
10.586165 1.765645
10.578271 1.730832
10.505538 1.912349
10.569112 1.763740
10.589103 1.744540
10.609948 1.740376
10.603095 1.757516
10.602568 1.746707
10.480304 1.667979
10.511758 1.673132
10.571929 1.701576
10.575168 1.716187
10.599666 1.712135
10.578663 1.713182
10.570456 1.820432
10.604413 1.729227
10.589536 1.740392
10.590808 1.728061
10.533985 1.709705
14.630776 3.078648
14.238127 2.966848
14.495604 3.027766
14.418210 3.000715
13.947627 2.881330
14.262461 2.948970
14.256329 2.948214
14.135253 2.915552
14.182018 2.942959
14.083619 2.879819
14.101018 2.870543
14.143853 2.906202
13.992962 2.873763
13.744964 2.856968
13.416547 2.813771
14.063263 2.872236
14.050150 2.888426
13.989097 2.852162
13.782263 2.811102
13.985555 2.859923
14.018891 2.865066
13.966314 2.844915
14.008906 2.869238
14.014134 2.908129
13.933180 2.827702
13.908970 2.833185
13.876408 2.861126
13.974751 2.876138
13.768737 2.791743
13.694343 2.746452
13.815957 2.782566
13.836220 2.825837
13.908820 2.855703
13.862023 2.852676
13.130432 2.727067
13.828499 2.804353
13.848062 2.804663
13.778377 2.797592
13.809357 2.802022
13.789541 2.757882
13.464860 2.680025
13.666701 2.751985
13.616868 2.728113
13.613704 2.734131
13.710235 2.754799
13.565557 2.714829
13.759950 2.786533
13.687810 2.746160
13.457259 2.679555
13.687686 2.759785
13.644797 2.691747
13.512625 2.740301
13.645425 2.726962
13.705850 2.756929
13.716409 2.784201
13.622786 2.734216
13.459326 2.682093
13.690389 2.753070
13.597406 2.729488
13.645440 2.736822
13.651382 2.735103
13.679229 2.790170
13.657599 2.751815
13.606270 2.728479
13.653044 2.738622
13.680983 2.770597
13.587754 2.731928
13.616161 2.729251
13.364254 2.659820
13.512207 2.694123
13.011820 2.676575
13.628301 2.740072
13.524965 2.719294
13.267761 2.678566
13.639220 2.766255
13.625819 2.733341
13.586560 2.718341
13.525323 2.728435
13.474512 2.678982
13.581428 2.714215
13.541834 2.701432
13.550845 2.735485
13.467272 2.671398
12.614785 2.686603
13.543772 2.706546
13.435528 2.666425
13.557107 2.721480
13.506668 2.705489
13.597850 2.737009
13.563732 2.720982
13.467838 2.691419
13.403173 2.659484
13.428174 2.647560
13.575421 2.715695
13.507979 2.689617
13.331253 2.663560
13.404621 2.654064
13.221438 2.616010
13.582370 2.744637
13.180722 2.679105
13.530111 2.692616
13.142916 2.610773
12.844886 2.662892
13.452852 2.681316
13.541144 2.728407
12.517772 2.635503
13.480991 2.694446
13.505466 2.703677
13.506672 2.703897
13.517056 2.721837
13.544395 2.721069
13.483263 2.694387
13.521779 2.694425
13.235355 2.639172
12.761891 2.677621
13.531150 2.711335
13.491268 2.699016
13.485535 2.701185
13.455897 2.679262
13.516345 2.720250
13.445664 2.670547
13.520114 2.706111
13.468736 2.676439
13.375190 2.664069
13.148116 2.593731
13.064530 2.667326
13.457326 2.675968
13.396913 2.646576
13.424578 2.669125
13.416450 2.672874
13.468691 2.697427
13.353350 2.650463
13.412069 2.705384
13.458615 2.692570
13.341528 2.616683
13.340967 2.638546
13.416712 2.679359
13.477236 2.682479
13.342873 2.677032
13.408204 2.682393
13.298732 2.624709
12.994663 2.574891
13.022565 2.572027
13.405883 2.681223
13.393721 2.646813
13.385461 2.676320
13.401873 2.641189
13.341099 2.630492
13.290597 2.633961
13.315725 2.625370
13.312422 2.608262
13.151355 2.604721
13.362189 2.617740
13.444755 2.693953
13.395305 2.660434
13.136760 2.589848
13.349900 2.649159
13.291286 2.619946
13.405116 2.675699
13.197407 2.611866
13.095807 2.586010
13.341825 2.654265
13.329991 2.634134
13.156229 2.604557
13.339698 2.645691
13.358617 2.644731
13.179845 2.593628
13.314237 2.624608
13.346887 2.658470
13.152812 2.574401
13.341853 2.669912
13.013656 2.556482
13.259033 2.638097
13.313281 2.622015
13.080938 2.562782
13.378703 2.675092
13.212607 2.587060
13.236659 2.613848
13.185194 2.593634
13.057207 2.560912
13.358754 2.667679
13.210056 2.599026
13.333550 2.633885
13.331175 2.655965
13.304998 2.625024
13.176328 2.594560
13.340706 2.744437
13.299507 2.625999
13.021676 2.544885
13.271877 2.621195
13.081600 2.580704
13.260206 2.606489
13.279487 2.595295
13.299233 2.622870
13.267735 2.613022
13.047600 2.601780
13.308397 2.644076
13.188026 2.613299
13.320804 2.649989
13.161861 2.649688
13.269658 2.630588
13.176754 2.584247
13.219517 2.596793
13.257078 2.606881
13.298210 2.619280
12.875050 2.573091
13.296528 2.628427
13.309786 2.645262
13.174372 2.571224
13.310114 2.662093
13.296180 2.626900
13.229319 2.611634
13.215979 2.585273
