No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
1692.0 1.0 14.563 60.491 0.0856 0.0 0.0 0.0
1693.0 1.0 14.4543 60.3412 0.0854 0.0 0.0 0.0
1694.0 1.0 14.9977 61.087 0.0864 0.0 0.0 0.0
1695.0 1.0 16.6279 63.2238 0.0894 0.0 0.0 0.0
1696.0 1.0 16.9539 63.6371 0.09 0.0 0.0 0.0
1697.0 1.0 11.846 56.4684 0.0799 0.0 0.0 0.0
1698.0 1.0 17.2799 64.0394 0.0906 0.0 0.0 0.0
1699.0 1.0 14.3456 60.1896 0.0851 0.0 0.0 0.0
1700.0 1.0 13.2588 58.6287 0.0829 0.0 0.0 0.0
1701.0 1.0 15.8671 62.2449 0.088 0.0 0.0 0.0
1702.0 1.0 16.3018 62.8086 0.0888 0.0 0.0 0.0
1703.0 1.0 7.0641 47.5297 0.0672 0.0 0.0 0.0
1704.0 1.0 10.2158 53.7488 0.076 0.0 0.0 0.0
1705.0 1.0 18.6928 65.7398 0.093 0.0 0.0 0.0
1706.0 1.0 17.4973 64.3067 0.091 0.0 0.0 0.0
1707.0 1.0 15.4324 61.672 0.0872 0.0 0.0 0.0
1708.0 1.0 18.6928 65.7398 0.093 0.0 0.0 0.0
1709.0 1.0 16.0845 62.53 0.0884 0.0 0.0 0.0
1710.0 1.0 10.3245 53.9388 0.0763 0.0 0.0 0.0
1711.0 1.0 14.4543 60.3405 0.0854 0.0 0.0 0.0
1712.0 1.0 17.2799 64.0397 0.0906 0.0 0.0 0.0
1713.0 1.0 5.9773 44.9548 0.0636 0.0 0.0 0.0
1714.0 1.0 8.0422 49.6288 0.0702 0.0 0.0 0.0
1715.0 1.0 16.1931 62.6684 0.0886 0.0 0.0 0.0
1716.0 1.0 9.129 51.7701 0.0732 0.0 0.0 0.0
1717.0 1.0 15.7584 62.103 0.0878 0.0 0.0 0.0
1718.0 1.0 10.4332 54.1278 0.0766 0.0 0.0 0.0
1719.0 1.0 11.3026 55.5903 0.0786 0.0 0.0 0.0
1720.0 1.0 18.4754 65.4853 0.0926 0.0 0.0 0.0
1721.0 1.0 15.215 61.3814 0.0868 0.0 0.0 0.0
1722.0 1.0 16.6279 63.2259 0.0894 0.0 0.0 0.0
1723.0 1.0 14.7803 60.7906 0.086 0.0 0.0 0.0
1724.0 1.0 18.3667 65.3564 0.0924 0.0 0.0 0.0
1725.0 1.0 16.6279 63.2259 0.0894 0.0 0.0 0.0
1726.0 1.0 17.1712 63.9069 0.0904 0.0 0.0 0.0
1727.0 1.0 18.4754 65.4836 0.0926 0.0 0.0 0.0
1728.0 1.0 16.8452 63.4985 0.0898 0.0 0.0 0.0
1729.0 1.0 9.4551 52.3794 0.0741 0.0 0.0 0.0
1730.0 1.0 15.5411 61.8166 0.0874 0.0 0.0 0.0
1731.0 1.0 8.0422 49.6285 0.0702 0.0 0.0 0.0
1732.0 1.0 13.4762 58.9476 0.0834 0.0 0.0 0.0
1733.0 1.0 15.8671 62.2463 0.088 0.0 0.0 0.0
1734.0 1.0 16.5192 63.0873 0.0892 0.0 0.0 0.0
1735.0 1.0 11.7373 56.2949 0.0796 0.0 0.0 0.0
1736.0 1.0 18.3667 65.3553 0.0925 0.0 0.0 0.0
1737.0 1.0 14.3456 60.1889 0.0851 0.0 0.0 0.0
1738.0 1.0 15.9758 62.3879 0.0882 0.0 0.0 0.0
1739.0 1.0 14.889 60.9394 0.0862 0.0 0.0 0.0
1740.0 1.0 10.7592 54.6856 0.0774 0.0 0.0 0.0
1741.0 1.0 15.7584 62.1036 0.0878 0.0 0.0 0.0
1742.0 1.0 15.4324 61.6722 0.0872 0.0 0.0 0.0
1743.0 1.0 15.9758 62.3884 0.0882 0.0 0.0 0.0
1744.0 1.0 14.9977 61.088 0.0864 0.0 0.0 0.0
1745.0 1.0 15.3237 61.5268 0.087 0.0 0.0 0.0
1746.0 1.0 12.7154 57.8163 0.0818 0.0 0.0 0.0
1747.0 0.0 0.0 nan 0.0 nan nan nan
1748.0 1.0 14.1282 59.8833 0.0847 0.0 0.0 0.0
1749.0 1.0 14.563 60.4916 0.0856 0.0 0.0 0.0
1750.0 1.0 16.5192 63.0861 0.0892 0.0 0.0 0.0
1751.0 1.0 13.9109 59.5744 0.0843 0.0 0.0 0.0
1752.0 1.0 11.6286 56.1195 0.0794 0.0 0.0 0.0
1753.0 1.0 14.9977 61.088 0.0864 0.0 0.0 0.0
1754.0 1.0 13.1501 58.4683 0.0827 0.0 0.0 0.0
1755.0 1.0 12.3894 57.3184 0.0811 0.0 0.0 0.0
1756.0 1.0 15.3237 61.5268 0.087 0.0 0.0 0.0
1757.0 1.0 14.9977 61.0878 0.0864 0.0 0.0 0.0
1758.0 1.0 14.3456 60.1894 0.0851 0.0 0.0 0.0
1759.0 1.0 14.9977 61.0878 0.0864 0.0 0.0 0.0
1760.0 1.0 13.2588 58.6281 0.0829 0.0 0.0 0.0
1761.0 1.0 16.9539 63.6366 0.09 0.0 0.0 0.0
1762.0 1.0 16.0845 62.5272 0.0885 0.0 0.0 0.0
1763.0 1.0 18.258 65.2268 0.0923 0.0 0.0 0.0
1764.0 1.0 9.5637 52.58 0.0744 0.0 0.0 0.0
1765.0 1.0 14.889 60.9398 0.0862 0.0 0.0 0.0
1766.0 1.0 15.215 61.381 0.0868 0.0 0.0 0.0
1767.0 1.0 8.4769 50.507 0.0714 0.0 0.0 0.0
1768.0 1.0 15.1064 61.235 0.0866 0.0 0.0 0.0
1769.0 1.0 15.9758 62.3875 0.0882 0.0 0.0 0.0
1770.0 1.0 11.52 55.9441 0.0791 0.0 0.0 0.0
1771.0 1.0 13.4762 58.9473 0.0834 0.0 0.0 0.0
1772.0 1.0 14.1282 59.884 0.0847 0.0 0.0 0.0
1773.0 1.0 18.4754 65.4853 0.0926 0.0 0.0 0.0
1774.0 1.0 15.1064 61.235 0.0866 0.0 0.0 0.0
1775.0 1.0 8.5856 50.7222 0.0717 0.0 0.0 0.0
1776.0 1.0 16.5192 63.0858 0.0892 0.0 0.0 0.0
1777.0 1.0 15.215 61.3795 0.0868 0.0 0.0 0.0
1778.0 1.0 13.5848 59.1063 0.0836 0.0 0.0 0.0
1779.0 1.0 15.215 61.3795 0.0868 0.0 0.0 0.0
1780.0 1.0 14.2369 60.0365 0.0849 0.0 0.0 0.0
1781.0 1.0 15.4324 61.6717 0.0872 0.0 0.0 0.0
1782.0 1.0 15.7584 62.104 0.0878 0.0 0.0 0.0
1783.0 1.0 16.5192 63.0858 0.0892 0.0 0.0 0.0
1784.0 1.0 15.6497 61.9599 0.0876 0.0 0.0 0.0
1785.0 1.0 16.1931 62.67 0.0886 0.0 0.0 0.0
1786.0 1.0 17.7146 64.5746 0.0913 0.0 0.0 0.0
1787.0 1.0 15.3237 61.5259 0.087 0.0 0.0 0.0
1788.0 1.0 16.6279 63.2253 0.0894 0.0 0.0 0.0
1789.0 1.0 11.846 56.4679 0.0799 0.0 0.0 0.0
1790.0 1.0 16.7365 63.361 0.0896 0.0 0.0 0.0
1791.0 1.0 15.215 61.3807 0.0868 0.0 0.0 0.0
1792.0 1.0 15.4324 61.6732 0.0872 0.0 0.0 0.0
1793.0 1.0 17.0626 63.7722 0.0902 0.0 0.0 0.0
1794.0 1.0 15.9758 62.3883 0.0882 0.0 0.0 0.0
1795.0 1.0 16.3018 62.8095 0.0888 0.0 0.0 0.0
1796.0 1.0 16.6279 63.2255 0.0894 0.0 0.0 0.0
1797.0 1.0 15.7584 62.102 0.0878 0.0 0.0 0.0
1798.0 1.0 9.9984 53.3641 0.0755 0.0 0.0 0.0
1799.0 1.0 11.846 56.4681 0.0799 0.0 0.0 0.0
1800.0 1.0 15.9758 62.3878 0.0882 0.0 0.0 0.0
1801.0 1.0 6.412 46.0189 0.0651 0.0 0.0 0.0
1802.0 1.0 11.846 56.4681 0.0799 0.0 0.0 0.0
1803.0 1.0 10.1071 53.5569 0.0758 0.0 0.0 0.0
1804.0 1.0 8.0422 49.6289 0.0702 0.0 0.0 0.0
1805.0 1.0 15.215 61.3823 0.0868 0.0 0.0 0.0
1806.0 1.0 15.6497 61.9607 0.0876 0.0 0.0 0.0
1807.0 1.0 8.0422 49.6292 0.0702 0.0 0.0 0.0
1808.0 1.0 12.6067 57.6512 0.0816 0.0 0.0 0.0
1809.0 1.0 8.4769 50.5079 0.0714 0.0 0.0 0.0
1810.0 1.0 15.215 61.3813 0.0868 0.0 0.0 0.0
1811.0 1.0 12.3894 57.3175 0.0811 0.0 0.0 0.0
1812.0 1.0 16.7365 63.3623 0.0896 0.0 0.0 0.0
1813.0 1.0 17.0626 63.7711 0.0902 0.0 0.0 0.0
1814.0 1.0 10.7592 54.6854 0.0774 0.0 0.0 0.0
1815.0 1.0 13.6935 59.2634 0.0838 0.0 0.0 0.0
1816.0 1.0 15.215 61.3807 0.0868 0.0 0.0 0.0
1817.0 1.0 15.7584 62.1018 0.0879 0.0 0.0 0.0
1818.0 1.0 14.563 60.4914 0.0856 0.0 0.0 0.0
1819.0 1.0 12.8241 57.9815 0.082 0.0 0.0 0.0
1820.0 1.0 15.215 61.3807 0.0868 0.0 0.0 0.0
1821.0 1.0 15.215 61.3807 0.0868 0.0 0.0 0.0
1822.0 1.0 17.7146 64.5743 0.0913 0.0 0.0 0.0
1823.0 1.0 12.7154 57.8168 0.0818 0.0 0.0 0.0
1824.0 1.0 9.5637 52.5805 0.0744 0.0 0.0 0.0
1825.0 1.0 4.7819 41.733 0.059 0.0 0.0 0.0
1826.0 1.0 16.0845 62.5277 0.0885 0.0 0.0 0.0
1827.0 1.0 14.9977 61.0859 0.0864 0.0 0.0 0.0
1828.0 1.0 16.5192 63.0857 0.0892 0.0 0.0 0.0
1829.0 1.0 15.4324 61.6717 0.0872 0.0 0.0 0.0
1830.0 1.0 14.9977 61.0859 0.0864 0.0 0.0 0.0
1831.0 1.0 14.7803 60.7897 0.086 0.0 0.0 0.0
1832.0 1.0 14.7803 60.7897 0.086 0.0 0.0 0.0
1833.0 1.0 12.172 56.9803 0.0806 0.0 0.0 0.0
1834.0 1.0 14.889 60.9399 0.0862 0.0 0.0 0.0
1835.0 1.0 14.2369 60.0365 0.0849 0.0 0.0 0.0
1836.0 1.0 13.5848 59.1056 0.0836 0.0 0.0 0.0
1837.0 1.0 15.5411 61.8156 0.0874 0.0 0.0 0.0
1838.0 1.0 15.215 61.3816 0.0868 0.0 0.0 0.0
1839.0 1.0 16.3018 62.8093 0.0888 0.0 0.0 0.0
1840.0 1.0 14.4543 60.3406 0.0854 0.0 0.0 0.0
1841.0 1.0 13.1501 58.4675 0.0827 0.0 0.0 0.0
1842.0 1.0 16.8452 63.4996 0.0898 0.0 0.0 0.0
1843.0 1.0 14.1282 59.8834 0.0847 0.0 0.0 0.0
1844.0 1.0 14.4543 60.3408 0.0854 0.0 0.0 0.0
1845.0 1.0 13.1501 58.469 0.0827 0.0 0.0 0.0
1846.0 1.0 13.9109 59.5742 0.0843 0.0 0.0 0.0
1847.0 1.0 9.2377 51.9758 0.0735 0.0 0.0 0.0
1848.0 1.0 14.9977 61.0873 0.0864 0.0 0.0 0.0
1849.0 1.0 12.8241 57.9813 0.082 0.0 0.0 0.0
1850.0 1.0 14.2369 60.0359 0.0849 0.0 0.0 0.0
1851.0 1.0 15.1064 61.2355 0.0866 0.0 0.0 0.0
1852.0 1.0 15.1064 61.234 0.0866 0.0 0.0 0.0
1853.0 1.0 16.3018 62.8087 0.0888 0.0 0.0 0.0
1854.0 1.0 13.9109 59.5741 0.0843 0.0 0.0 0.0
1855.0 1.0 8.5856 50.7222 0.0717 0.0 0.0 0.0
1856.0 1.0 12.8241 57.9811 0.082 0.0 0.0 0.0
1857.0 1.0 14.2369 60.0362 0.0849 0.0 0.0 0.0
1858.0 1.0 13.9109 59.5741 0.0843 0.0 0.0 0.0
1859.0 1.0 10.4332 54.1267 0.0766 0.0 0.0 0.0
1860.0 1.0 15.9758 62.3875 0.0882 0.0 0.0 0.0
1861.0 1.0 16.5192 63.0876 0.0892 0.0 0.0 0.0
1862.0 1.0 14.6716 60.6412 0.0858 0.0 0.0 0.0
1863.0 1.0 13.1501 58.4685 0.0827 0.0 0.0 0.0
1864.0 1.0 12.8241 57.9814 0.082 0.0 0.0 0.0
1865.0 1.0 15.5411 61.8168 0.0874 0.0 0.0 0.0
1866.0 1.0 15.215 61.38 0.0868 0.0 0.0 0.0
1867.0 1.0 13.6935 59.262 0.0838 0.0 0.0 0.0
1868.0 1.0 13.8022 59.4185 0.0841 0.0 0.0 0.0
1869.0 1.0 14.3456 60.1894 0.0851 0.0 0.0 0.0
1870.0 1.0 14.1282 59.8836 0.0847 0.0 0.0 0.0
1871.0 1.0 17.7146 64.5737 0.0913 0.0 0.0 0.0
1872.0 1.0 11.0852 55.2314 0.0781 0.0 0.0 0.0
1873.0 1.0 13.2588 58.6281 0.0829 0.0 0.0 0.0
1874.0 1.0 14.563 60.4899 0.0856 0.0 0.0 0.0
1875.0 1.0 16.1931 62.6693 0.0886 0.0 0.0 0.0
1876.0 1.0 13.0415 58.3071 0.0825 0.0 0.0 0.0
1877.0 1.0 14.563 60.4899 0.0856 0.0 0.0 0.0
1878.0 1.0 14.563 60.4899 0.0856 0.0 0.0 0.0
1879.0 1.0 12.2807 57.1508 0.0808 0.0 0.0 0.0
1880.0 1.0 15.215 61.38 0.0868 0.0 0.0 0.0
1881.0 1.0 11.4113 55.769 0.0789 0.0 0.0 0.0
1882.0 1.0 8.0422 49.6296 0.0702 0.0 0.0 0.0
1883.0 1.0 11.52 55.9453 0.0791 0.0 0.0 0.0
1884.0 1.0 13.5848 59.1051 0.0836 0.0 0.0 0.0
1885.0 1.0 13.3675 58.7886 0.0832 0.0 0.0 0.0
1886.0 1.0 16.4105 62.9484 0.089 0.0 0.0 0.0
1887.0 1.0 12.0633 56.8104 0.0804 0.0 0.0 0.0
1888.0 1.0 14.0196 59.7294 0.0845 0.0 0.0 0.0
1889.0 2.0 11.9547 56.6404 0.0801 33.9243 4.2885 11.4885
1890.0 1.0 13.2588 58.6291 0.0829 0.0 0.0 0.0
1891.0 1.0 12.0633 56.8104 0.0804 0.0 0.0 0.0
1892.0 1.0 13.9109 59.5751 0.0843 0.0 0.0 0.0
1893.0 1.0 12.7154 57.8163 0.0818 0.0 0.0 0.0
1894.0 1.0 13.6935 59.2632 0.0838 0.0 0.0 0.0
1895.0 1.0 11.3026 55.59 0.0786 0.0 0.0 0.0
1896.0 1.0 10.6505 54.501 0.0771 0.0 0.0 0.0
1897.0 1.0 17.0626 63.7723 0.0902 0.0 0.0 0.0
1898.0 1.0 13.3675 58.7879 0.0832 0.0 0.0 0.0
1899.0 1.0 14.7803 60.7916 0.086 0.0 0.0 0.0
1900.0 1.0 12.3894 57.3184 0.0811 0.0 0.0 0.0
1901.0 1.0 14.0196 59.728 0.0845 0.0 0.0 0.0
1902.0 1.0 14.6716 60.6422 0.0858 0.0 0.0 0.0
1903.0 1.0 13.0415 58.3069 0.0825 0.0 0.0 0.0
1904.0 1.0 13.4762 58.9471 0.0834 0.0 0.0 0.0
1905.0 1.0 15.3237 61.5254 0.087 0.0 0.0 0.0
1906.0 1.0 12.172 56.9813 0.0806 0.0 0.0 0.0
1907.0 1.0 13.9109 59.5739 0.0843 0.0 0.0 0.0
1908.0 1.0 14.563 60.4922 0.0856 0.0 0.0 0.0
1909.0 1.0 14.563 60.4922 0.0856 0.0 0.0 0.0
1910.0 1.0 9.2377 51.9759 0.0735 0.0 0.0 0.0
1911.0 1.0 11.6286 56.1202 0.0794 0.0 0.0 0.0
1912.0 1.0 12.9328 58.1437 0.0822 0.0 0.0 0.0
1913.0 1.0 12.9328 58.1437 0.0822 0.0 0.0 0.0
1914.0 1.0 13.8022 59.4195 0.084 0.0 0.0 0.0
1915.0 1.0 11.846 56.4675 0.0799 0.0 0.0 0.0
1916.0 1.0 16.4105 62.9474 0.089 0.0 0.0 0.0
1917.0 1.0 12.3894 57.318 0.0811 0.0 0.0 0.0
1918.0 1.0 5.6513 44.122 0.0624 0.0 0.0 0.0
1919.0 1.0 5.9773 44.9547 0.0636 0.0 0.0 0.0
1920.0 1.0 9.5637 52.5791 0.0744 0.0 0.0 0.0
1921.0 1.0 12.9328 58.1437 0.0822 0.0 0.0 0.0
1922.0 1.0 11.52 55.9449 0.0791 0.0 0.0 0.0
1923.0 1.0 14.4543 60.3397 0.0854 0.0 0.0 0.0
1924.0 1.0 14.7803 60.7896 0.086 0.0 0.0 0.0
1925.0 1.0 9.4551 52.3796 0.0741 0.0 0.0 0.0
1926.0 1.0 15.1064 61.2356 0.0866 0.0 0.0 0.0
1927.0 1.0 12.0633 56.8107 0.0804 0.0 0.0 0.0
1928.0 1.0 9.9984 53.3642 0.0755 0.0 0.0 0.0
1929.0 1.0 14.889 60.9383 0.0862 0.0 0.0 0.0
1930.0 1.0 10.3245 53.9385 0.0763 0.0 0.0 0.0
1931.0 1.0 14.2369 60.0366 0.0849 0.0 0.0 0.0
1932.0 1.0 8.1509 49.8516 0.0705 0.0 0.0 0.0
1933.0 1.0 15.215 61.3811 0.0868 0.0 0.0 0.0
1934.0 1.0 10.9766 55.0516 0.0779 0.0 0.0 0.0
1935.0 1.0 12.2807 57.1504 0.0808 0.0 0.0 0.0
1936.0 1.0 12.3894 57.3181 0.0811 0.0 0.0 0.0
1937.0 1.0 13.0415 58.3061 0.0825 0.0 0.0 0.0
1938.0 1.0 14.1282 59.8839 0.0847 0.0 0.0 0.0
1939.0 1.0 14.0196 59.73 0.0845 0.0 0.0 0.0
1940.0 1.0 9.6724 52.7784 0.0747 0.0 0.0 0.0
1941.0 1.0 15.1064 61.2354 0.0866 0.0 0.0 0.0
1942.0 1.0 9.0203 51.5643 0.0729 0.0 0.0 0.0
1943.0 1.0 14.1282 59.8828 0.0847 0.0 0.0 0.0
1944.0 1.0 10.9766 55.0515 0.0779 0.0 0.0 0.0
1945.0 1.0 9.3464 52.1778 0.0738 0.0 0.0 0.0
1946.0 1.0 15.1064 61.2356 0.0866 0.0 0.0 0.0
1947.0 1.0 11.0852 55.2315 0.0781 0.0 0.0 0.0
1948.0 1.0 13.9109 59.5735 0.0843 0.0 0.0 0.0
1949.0 1.0 12.4981 57.4852 0.0813 0.0 0.0 0.0
1950.0 1.0 14.563 60.4903 0.0856 0.0 0.0 0.0
1951.0 1.0 15.1064 61.2356 0.0866 0.0 0.0 0.0
1952.0 1.0 15.5411 61.8158 0.0874 0.0 0.0 0.0
1953.0 1.0 13.1501 58.4688 0.0827 0.0 0.0 0.0
1954.0 1.0 12.7154 57.8167 0.0818 0.0 0.0 0.0
1955.0 1.0 14.1282 59.8822 0.0847 0.0 0.0 0.0
1956.0 1.0 14.4543 60.3408 0.0854 0.0 0.0 0.0
1957.0 1.0 12.2807 57.1505 0.0808 0.0 0.0 0.0
1958.0 1.0 11.7373 56.2947 0.0796 0.0 0.0 0.0
1959.0 1.0 14.0196 59.728 0.0845 0.0 0.0 0.0
1960.0 1.0 14.7803 60.7921 0.086 0.0 0.0 0.0
1961.0 1.0 14.6716 60.6418 0.0858 0.0 0.0 0.0
1962.0 1.0 14.2369 60.0352 0.0849 0.0 0.0 0.0
1963.0 1.0 14.7803 60.7921 0.086 0.0 0.0 0.0
1964.0 1.0 10.5418 54.3143 0.0768 0.0 0.0 0.0
1965.0 1.0 14.3456 60.1901 0.0851 0.0 0.0 0.0
1966.0 1.0 8.4769 50.5081 0.0714 0.0 0.0 0.0
1967.0 1.0 11.52 55.9443 0.0791 0.0 0.0 0.0
1968.0 1.0 11.9547 56.6402 0.0801 0.0 0.0 0.0
1969.0 1.0 8.9117 51.3568 0.0726 0.0 0.0 0.0
1970.0 1.0 12.9328 58.1442 0.0822 0.0 0.0 0.0
1971.0 1.0 14.3456 60.1903 0.0851 0.0 0.0 0.0
1972.0 1.0 13.5848 59.1069 0.0836 0.0 0.0 0.0
1973.0 1.0 12.7154 57.8162 0.0818 0.0 0.0 0.0
1974.0 1.0 14.563 60.4909 0.0856 0.0 0.0 0.0
1975.0 1.0 12.7154 57.8162 0.0818 0.0 0.0 0.0
1976.0 1.0 13.9109 59.5752 0.0843 0.0 0.0 0.0
1977.0 1.0 12.0633 56.8112 0.0804 0.0 0.0 0.0
1978.0 1.0 5.2166 42.9614 0.0608 0.0 0.0 0.0
1979.0 1.0 7.0641 47.5289 0.0672 0.0 0.0 0.0
1980.0 1.0 13.0415 58.3071 0.0825 0.0 0.0 0.0
1981.0 1.0 15.7584 62.1019 0.0878 0.0 0.0 0.0
1982.0 1.0 13.3675 58.7898 0.0832 0.0 0.0 0.0
1983.0 1.0 12.9328 58.1443 0.0822 0.0 0.0 0.0
1984.0 1.0 8.0422 49.6295 0.0702 0.0 0.0 0.0
1985.0 1.0 9.7811 52.9758 0.0749 0.0 0.0 0.0
1986.0 1.0 10.6505 54.4999 0.0771 0.0 0.0 0.0
1987.0 1.0 11.52 55.9451 0.0791 0.0 0.0 0.0
1988.0 1.0 14.1282 59.8835 0.0847 0.0 0.0 0.0
1989.0 1.0 5.2166 42.9608 0.0608 0.0 0.0 0.0
1990.0 1.0 9.4551 52.38 0.0741 0.0 0.0 0.0
1991.0 1.0 13.2588 58.6284 0.0829 0.0 0.0 0.0
1992.0 1.0 14.4543 60.3405 0.0854 0.0 0.0 0.0
1993.0 1.0 12.7154 57.8162 0.0818 0.0 0.0 0.0
1994.0 1.0 9.0203 51.5644 0.0729 0.0 0.0 0.0
1995.0 1.0 11.846 56.467 0.0799 0.0 0.0 0.0
1996.0 1.0 14.6716 60.6425 0.0858 0.0 0.0 0.0
1997.0 1.0 10.6505 54.5011 0.0771 0.0 0.0 0.0
1998.0 1.0 13.4762 58.9488 0.0834 0.0 0.0 0.0
1999.0 1.0 7.7162 48.9489 0.0692 0.0 0.0 0.0
2000.0 0.0 0.0 nan 0.0 nan nan nan
2001.0 1.0 15.4324 61.6727 0.0872 0.0 0.0 0.0
2002.0 1.0 15.3237 61.5282 0.087 0.0 0.0 0.0
2003.0 1.0 13.8022 59.4197 0.084 0.0 0.0 0.0
2004.0 1.0 15.3237 61.5261 0.087 0.0 0.0 0.0
2005.0 1.0 9.3464 52.1779 0.0738 0.0 0.0 0.0
2006.0 1.0 11.6286 56.1201 0.0794 0.0 0.0 0.0
2007.0 1.0 13.5848 59.1056 0.0836 0.0 0.0 0.0
2008.0 1.0 13.1501 58.4678 0.0827 0.0 0.0 0.0
2009.0 1.0 9.129 51.7707 0.0732 0.0 0.0 0.0
2010.0 1.0 12.8241 57.9814 0.082 0.0 0.0 0.0
2011.0 1.0 10.9766 55.0505 0.0779 0.0 0.0 0.0
2012.0 1.0 9.4551 52.3793 0.0741 0.0 0.0 0.0
2013.0 1.0 12.7154 57.8168 0.0818 0.0 0.0 0.0
2014.0 1.0 15.1064 61.2336 0.0866 0.0 0.0 0.0
2015.0 1.0 14.563 60.4924 0.0856 0.0 0.0 0.0
2016.0 1.0 13.5848 59.1056 0.0836 0.0 0.0 0.0
2017.0 1.0 10.6505 54.5005 0.0771 0.0 0.0 0.0
2018.0 1.0 12.4981 57.4847 0.0813 0.0 0.0 0.0
2019.0 1.0 13.2588 58.6282 0.0829 0.0 0.0 0.0
2020.0 1.0 11.52 55.9444 0.0791 0.0 0.0 0.0
2021.0 1.0 8.6943 50.9357 0.072 0.0 0.0 0.0
2022.0 1.0 14.4543 60.3392 0.0854 0.0 0.0 0.0
2023.0 1.0 13.0415 58.3052 0.0825 0.0 0.0 0.0
2024.0 1.0 10.7592 54.6856 0.0774 0.0 0.0 0.0
2025.0 1.0 10.6505 54.5002 0.0771 0.0 0.0 0.0
2026.0 1.0 13.3675 58.7892 0.0832 0.0 0.0 0.0
2027.0 1.0 5.1079 42.6607 0.0603 0.0 0.0 0.0
2028.0 1.0 13.6935 59.2615 0.0838 0.0 0.0 0.0
2029.0 1.0 14.7803 60.7904 0.086 0.0 0.0 0.0
2030.0 1.0 13.4762 58.9489 0.0834 0.0 0.0 0.0
2031.0 1.0 13.2588 58.63 0.0829 0.0 0.0 0.0
2032.0 1.0 14.1282 59.8838 0.0847 0.0 0.0 0.0
2033.0 1.0 14.3456 60.1881 0.0851 0.0 0.0 0.0
2034.0 1.0 14.0196 59.7285 0.0845 0.0 0.0 0.0
2035.0 1.0 13.4762 58.9481 0.0834 0.0 0.0 0.0
2036.0 1.0 14.3456 60.1881 0.0851 0.0 0.0 0.0
2037.0 1.0 11.6286 56.1206 0.0794 0.0 0.0 0.0
2038.0 1.0 9.0203 51.5644 0.0729 0.0 0.0 0.0
2039.0 1.0 13.4762 58.9481 0.0834 0.0 0.0 0.0
2040.0 1.0 14.7803 60.7916 0.086 0.0 0.0 0.0
2041.0 1.0 14.563 60.4906 0.0856 0.0 0.0 0.0
2042.0 1.0 12.3894 57.3188 0.0811 0.0 0.0 0.0
2043.0 1.0 11.52 55.9447 0.0791 0.0 0.0 0.0
2044.0 1.0 12.7154 57.8165 0.0818 0.0 0.0 0.0
2045.0 1.0 13.4762 58.9481 0.0834 0.0 0.0 0.0
2046.0 1.0 12.172 56.9817 0.0806 0.0 0.0 0.0
2047.0 1.0 11.4113 55.7686 0.0789 0.0 0.0 0.0
2048.0 1.0 12.6067 57.6516 0.0815 0.0 0.0 0.0
2049.0 1.0 4.7819 41.732 0.059 0.0 0.0 0.0
2050.0 1.0 10.6505 54.4997 0.0771 0.0 0.0 0.0
2051.0 1.0 13.1501 58.4696 0.0827 0.0 0.0 0.0
2052.0 1.0 12.6067 57.6514 0.0815 0.0 0.0 0.0
2053.0 1.0 12.4981 57.4848 0.0813 0.0 0.0 0.0
2054.0 1.0 13.2588 58.6293 0.0829 0.0 0.0 0.0
2055.0 1.0 12.6067 57.6514 0.0815 0.0 0.0 0.0
2056.0 1.0 8.5856 50.7224 0.0717 0.0 0.0 0.0
2057.0 1.0 13.6935 59.264 0.0838 0.0 0.0 0.0
2058.0 1.0 13.9109 59.5752 0.0843 0.0 0.0 0.0
2059.0 1.0 12.3894 57.3183 0.0811 0.0 0.0 0.0
2060.0 1.0 14.1282 59.8845 0.0847 0.0 0.0 0.0
2061.0 1.0 14.2369 60.036 0.0849 0.0 0.0 0.0
2062.0 1.0 12.3894 57.3183 0.0811 0.0 0.0 0.0
2063.0 1.0 13.2588 58.6293 0.0829 0.0 0.0 0.0
2064.0 1.0 13.9109 59.5733 0.0843 0.0 0.0 0.0
2065.0 1.0 8.6943 50.9351 0.0721 0.0 0.0 0.0
2066.0 1.0 13.2588 58.6293 0.0829 0.0 0.0 0.0
2067.0 1.0 10.4332 54.1277 0.0766 0.0 0.0 0.0
2068.0 1.0 10.4332 54.1277 0.0766 0.0 0.0 0.0
2069.0 1.0 12.6067 57.6517 0.0815 0.0 0.0 0.0
2070.0 1.0 11.6286 56.1202 0.0794 0.0 0.0 0.0
2071.0 1.0 12.0633 56.8105 0.0804 0.0 0.0 0.0
2072.0 1.0 14.2369 60.0374 0.0849 0.0 0.0 0.0
2073.0 1.0 14.0196 59.7301 0.0845 0.0 0.0 0.0
2074.0 1.0 12.4981 57.4849 0.0813 0.0 0.0 0.0
2075.0 1.0 12.2807 57.15 0.0808 0.0 0.0 0.0
2076.0 1.0 12.9328 58.1455 0.0822 0.0 0.0 0.0
2077.0 1.0 12.6067 57.6517 0.0815 0.0 0.0 0.0
2078.0 1.0 7.9336 49.4038 0.0699 0.0 0.0 0.0
2079.0 1.0 13.2588 58.6293 0.0829 0.0 0.0 0.0
2080.0 1.0 13.2588 58.6293 0.0829 0.0 0.0 0.0
2081.0 1.0 13.0415 58.3081 0.0825 0.0 0.0 0.0
2082.0 1.0 13.9109 59.5733 0.0843 0.0 0.0 0.0
