No. Number M200 sigma200 R200 Sigma M_sigma Sigma_LoS
6665.0 0.0 1.3 27.06 0.0383 nan nan nan
6666.0 0.0 3.7 38.3 0.0542 nan nan nan
6667.0 0.0 3.15 36.32 0.0514 nan nan nan
6668.0 0.0 2.06 31.54 0.0446 nan nan nan
6669.0 0.0 3.37 37.13 0.0525 nan nan nan
6670.0 0.0 3.7 38.3 0.0542 nan nan nan
6671.0 0.0 4.35 40.43 0.0572 nan nan nan
6672.0 0.0 1.41 27.8 0.0393 nan nan nan
6673.0 0.0 3.48 37.53 0.0531 nan nan nan
6674.0 0.0 3.15 36.32 0.0514 nan nan nan
6675.0 0.0 2.5 33.62 0.0476 nan nan nan
6676.0 0.0 3.37 37.13 0.0525 nan nan nan
6677.0 0.0 3.15 36.32 0.0514 nan nan nan
6678.0 0.0 1.09 25.47 0.036 nan nan nan
6679.0 0.0 0.0 nan 0.0 nan nan nan
6680.0 0.0 3.26 36.73 0.052 nan nan nan
6681.0 0.0 0.98 24.59 0.0348 nan nan nan
6682.0 0.0 2.72 34.57 0.0489 nan nan nan
6683.0 0.0 2.28 32.61 0.0461 nan nan nan
6684.0 0.0 3.48 37.53 0.0531 nan nan nan
6685.0 0.0 1.52 28.49 0.0403 nan nan nan
6686.0 0.0 2.93 35.46 0.0502 nan nan nan
6687.0 0.0 3.15 36.32 0.0514 nan nan nan
6688.0 0.0 0.0 nan 0.0 nan nan nan
6689.0 0.0 2.28 32.61 0.0461 nan nan nan
6690.0 0.0 1.96 30.98 0.0438 nan nan nan
6691.0 0.0 3.59 37.92 0.0536 nan nan nan
6692.0 0.0 2.93 35.46 0.0502 nan nan nan
6693.0 0.0 3.26 36.73 0.052 nan nan nan
6694.0 0.0 2.93 35.46 0.0502 nan nan nan
6695.0 0.0 2.39 33.12 0.0469 nan nan nan
6696.0 0.0 4.02 39.39 0.0557 nan nan nan
6697.0 0.0 0.0 nan 0.0 nan nan nan
6698.0 0.0 3.26 36.73 0.052 nan nan nan
6699.0 0.0 2.72 34.57 0.0489 nan nan nan
6700.0 0.0 3.26 36.73 0.052 nan nan nan
6701.0 0.0 2.83 35.02 0.0495 nan nan nan
6702.0 0.0 1.41 27.8 0.0393 nan nan nan
6703.0 0.0 3.7 38.3 0.0542 nan nan nan
6704.0 0.0 1.63 29.15 0.0412 nan nan nan
6705.0 0.0 2.93 35.46 0.0502 nan nan nan
6706.0 0.0 2.93 35.46 0.0502 nan nan nan
6707.0 0.0 3.37 37.13 0.0525 nan nan nan
6708.0 0.0 3.15 36.32 0.0514 nan nan nan
6709.0 0.0 3.91 39.03 0.0552 nan nan nan
6710.0 0.0 3.8 38.67 0.0547 nan nan nan
6711.0 0.0 3.04 35.9 0.0508 nan nan nan
6712.0 0.0 2.17 32.09 0.0454 nan nan nan
6713.0 0.0 3.15 36.32 0.0514 nan nan nan
6714.0 0.0 2.61 34.1 0.0482 nan nan nan
6715.0 0.0 3.59 37.92 0.0536 nan nan nan
6716.0 0.0 2.83 35.02 0.0495 nan nan nan
6717.0 0.0 3.15 36.32 0.0514 nan nan nan
6718.0 0.0 1.96 30.98 0.0438 nan nan nan
6719.0 0.0 3.04 35.9 0.0508 nan nan nan
6720.0 0.0 3.7 38.3 0.0542 nan nan nan
6721.0 1.0 2.39 33.12 0.0469 0.0 0.0 0.0
6722.0 0.0 3.59 37.92 0.0536 nan nan nan
6723.0 0.0 2.17 32.09 0.0454 nan nan nan
6724.0 0.0 2.72 34.57 0.0489 nan nan nan
6725.0 0.0 2.72 34.57 0.0489 nan nan nan
6726.0 0.0 3.04 35.9 0.0508 nan nan nan
6727.0 0.0 2.5 33.62 0.0476 nan nan nan
6728.0 0.0 3.91 39.03 0.0552 nan nan nan
6729.0 0.0 2.72 34.57 0.0489 nan nan nan
6730.0 0.0 3.8 38.67 0.0547 nan nan nan
6731.0 0.0 2.61 34.1 0.0482 nan nan nan
6732.0 0.0 3.04 35.9 0.0508 nan nan nan
6733.0 0.0 3.37 37.13 0.0525 nan nan nan
6734.0 0.0 2.72 34.57 0.0489 nan nan nan
6735.0 0.0 3.26 36.73 0.052 nan nan nan
6736.0 0.0 1.96 30.98 0.0438 nan nan nan
6737.0 0.0 3.91 39.03 0.0552 nan nan nan
6738.0 0.0 3.04 35.9 0.0508 nan nan nan
6739.0 0.0 2.17 32.09 0.0454 nan nan nan
6740.0 0.0 3.15 36.32 0.0514 nan nan nan
6741.0 0.0 3.37 37.13 0.0525 nan nan nan
6742.0 0.0 0.0 nan 0.0 nan nan nan
6743.0 0.0 2.28 32.61 0.0461 nan nan nan
6744.0 0.0 1.3 27.06 0.0383 nan nan nan
6745.0 0.0 2.06 31.54 0.0446 nan nan nan
6746.0 0.0 2.5 33.62 0.0476 nan nan nan
6747.0 0.0 2.72 34.57 0.0489 nan nan nan
6748.0 0.0 2.93 35.46 0.0502 nan nan nan
6749.0 0.0 4.13 39.74 0.0562 nan nan nan
6750.0 0.0 4.46 40.76 0.0577 nan nan nan
6751.0 0.0 3.48 37.53 0.0531 nan nan nan
6752.0 0.0 0.87 23.64 0.0334 nan nan nan
6753.0 0.0 3.26 36.73 0.052 nan nan nan
6754.0 0.0 3.59 37.92 0.0536 nan nan nan
6755.0 0.0 3.7 38.3 0.0542 nan nan nan
6756.0 0.0 3.48 37.53 0.0531 nan nan nan
6757.0 0.0 1.41 27.8 0.0393 nan nan nan
6758.0 0.0 0.0 nan 0.0 nan nan nan
6759.0 0.0 3.91 39.03 0.0552 nan nan nan
6760.0 0.0 3.7 38.3 0.0542 nan nan nan
6761.0 0.0 2.72 34.57 0.0489 nan nan nan
6762.0 0.0 3.04 35.9 0.0508 nan nan nan
6763.0 0.0 2.93 35.46 0.0502 nan nan nan
6764.0 0.0 2.39 33.12 0.0469 nan nan nan
6765.0 0.0 3.7 38.3 0.0542 nan nan nan
6766.0 0.0 3.26 36.73 0.052 nan nan nan
6767.0 0.0 0.0 nan 0.0 nan nan nan
6768.0 0.0 3.04 35.9 0.0508 nan nan nan
6769.0 0.0 3.8 38.67 0.0547 nan nan nan
6770.0 0.0 2.17 32.09 0.0454 nan nan nan
6771.0 0.0 2.06 31.54 0.0446 nan nan nan
6772.0 0.0 2.17 32.09 0.0454 nan nan nan
6773.0 0.0 3.37 37.13 0.0525 nan nan nan
6774.0 0.0 3.8 38.67 0.0547 nan nan nan
6775.0 0.0 3.15 36.32 0.0514 nan nan nan
6776.0 0.0 3.04 35.9 0.0508 nan nan nan
6777.0 0.0 3.59 37.92 0.0536 nan nan nan
6778.0 0.0 2.39 33.12 0.0469 nan nan nan
6779.0 0.0 2.61 34.1 0.0482 nan nan nan
6780.0 0.0 2.72 34.57 0.0489 nan nan nan
6781.0 0.0 2.39 33.12 0.0469 nan nan nan
6782.0 0.0 3.04 35.9 0.0508 nan nan nan
6783.0 0.0 1.85 30.4 0.043 nan nan nan
6784.0 0.0 4.24 40.09 0.0567 nan nan nan
6785.0 0.0 2.17 32.09 0.0454 nan nan nan
6786.0 0.0 2.72 34.57 0.0489 nan nan nan
6787.0 0.0 3.7 38.3 0.0542 nan nan nan
6788.0 0.0 1.96 30.98 0.0438 nan nan nan
6789.0 0.0 0.0 nan 0.0 nan nan nan
6790.0 0.0 2.5 33.62 0.0476 nan nan nan
6791.0 0.0 2.61 34.1 0.0482 nan nan nan
6792.0 0.0 2.39 33.12 0.0469 nan nan nan
6793.0 0.0 3.48 37.53 0.0531 nan nan nan
6794.0 0.0 2.39 33.12 0.0469 nan nan nan
6795.0 0.0 2.17 32.09 0.0454 nan nan nan
6796.0 0.0 2.83 35.02 0.0495 nan nan nan
6797.0 0.0 3.15 36.32 0.0514 nan nan nan
6798.0 0.0 0.98 24.59 0.0348 nan nan nan
6799.0 0.0 2.61 34.1 0.0482 nan nan nan
6800.0 0.0 3.59 37.92 0.0536 nan nan nan
6801.0 0.0 3.91 39.03 0.0552 nan nan nan
6802.0 0.0 1.96 30.98 0.0438 nan nan nan
6803.0 0.0 2.72 34.57 0.0489 nan nan nan
6804.0 0.0 3.04 35.9 0.0508 nan nan nan
6805.0 0.0 3.48 37.53 0.0531 nan nan nan
6806.0 0.0 3.26 36.73 0.052 nan nan nan
6807.0 0.0 3.04 35.9 0.0508 nan nan nan
6808.0 0.0 0.0 nan 0.0 nan nan nan
6809.0 0.0 2.83 35.02 0.0495 nan nan nan
6810.0 0.0 1.96 30.98 0.0438 nan nan nan
6811.0 0.0 3.7 38.3 0.0542 nan nan nan
6812.0 0.0 2.93 35.46 0.0502 nan nan nan
6813.0 0.0 0.0 nan 0.0 nan nan nan
6814.0 0.0 0.0 nan 0.0 nan nan nan
6815.0 0.0 3.37 37.14 0.0525 nan nan nan
6816.0 0.0 4.13 39.74 0.0562 nan nan nan
6817.0 0.0 3.15 36.32 0.0514 nan nan nan
6818.0 0.0 2.83 35.02 0.0495 nan nan nan
6819.0 0.0 2.06 31.54 0.0446 nan nan nan
6820.0 0.0 0.76 22.61 0.032 nan nan nan
6821.0 0.0 3.15 36.32 0.0514 nan nan nan
6822.0 0.0 2.28 32.61 0.0461 nan nan nan
6823.0 0.0 2.06 31.54 0.0446 nan nan nan
6824.0 0.0 2.28 32.61 0.0461 nan nan nan
6825.0 0.0 0.76 22.61 0.032 nan nan nan
6826.0 0.0 3.48 37.53 0.0531 nan nan nan
6827.0 0.0 0.0 nan 0.0 nan nan nan
6828.0 0.0 0.0 nan 0.0 nan nan nan
6829.0 0.0 3.15 36.32 0.0514 nan nan nan
6830.0 0.0 1.63 29.15 0.0412 nan nan nan
6831.0 0.0 3.48 37.53 0.0531 nan nan nan
6832.0 0.0 1.09 25.47 0.036 nan nan nan
6833.0 0.0 2.93 35.46 0.0502 nan nan nan
6834.0 0.0 1.63 29.15 0.0412 nan nan nan
6835.0 0.0 3.7 38.3 0.0542 nan nan nan
6836.0 0.0 2.17 32.09 0.0454 nan nan nan
6837.0 0.0 2.17 32.09 0.0454 nan nan nan
6838.0 0.0 2.83 35.02 0.0495 nan nan nan
6839.0 0.0 3.48 37.53 0.0531 nan nan nan
6840.0 0.0 1.2 26.29 0.0372 nan nan nan
6841.0 0.0 2.83 35.02 0.0495 nan nan nan
6842.0 0.0 1.85 30.4 0.043 nan nan nan
6843.0 0.0 2.06 31.54 0.0446 nan nan nan
6844.0 0.0 1.09 25.47 0.036 nan nan nan
6845.0 0.0 3.8 38.67 0.0547 nan nan nan
6846.0 0.0 2.83 35.02 0.0495 nan nan nan
6847.0 0.0 2.5 33.62 0.0476 nan nan nan
6848.0 0.0 2.17 32.09 0.0454 nan nan nan
6849.0 0.0 2.06 31.54 0.0446 nan nan nan
6850.0 0.0 2.39 33.12 0.0469 nan nan nan
6851.0 0.0 0.0 nan 0.0 nan nan nan
6852.0 0.0 2.93 35.46 0.0502 nan nan nan
6853.0 0.0 4.13 39.74 0.0562 nan nan nan
6854.0 0.0 0.0 nan 0.0 nan nan nan
6855.0 0.0 0.0 nan 0.0 nan nan nan
6856.0 0.0 3.8 38.67 0.0547 nan nan nan
6857.0 0.0 3.48 37.53 0.0531 nan nan nan
6858.0 0.0 2.93 35.46 0.0502 nan nan nan
6859.0 0.0 2.28 32.61 0.0461 nan nan nan
6860.0 0.0 3.59 37.92 0.0536 nan nan nan
6861.0 0.0 3.59 37.92 0.0536 nan nan nan
6862.0 0.0 2.39 33.12 0.0469 nan nan nan
6863.0 0.0 3.15 36.32 0.0514 nan nan nan
6864.0 0.0 3.8 38.67 0.0547 nan nan nan
6865.0 0.0 2.93 35.46 0.0502 nan nan nan
6866.0 0.0 2.5 33.62 0.0476 nan nan nan
6867.0 0.0 2.5 33.62 0.0476 nan nan nan
6868.0 0.0 0.0 nan 0.0 nan nan nan
6869.0 0.0 3.26 36.73 0.052 nan nan nan
6870.0 0.0 3.59 37.92 0.0536 nan nan nan
6871.0 0.0 2.72 34.57 0.0489 nan nan nan
6872.0 0.0 2.72 34.57 0.0489 nan nan nan
6873.0 0.0 3.59 37.92 0.0536 nan nan nan
6874.0 0.0 0.0 nan 0.0 nan nan nan
6875.0 0.0 2.61 34.1 0.0482 nan nan nan
6876.0 0.0 3.48 37.53 0.0531 nan nan nan
6877.0 0.0 3.04 35.9 0.0508 nan nan nan
6878.0 0.0 3.15 36.32 0.0514 nan nan nan
6879.0 0.0 2.17 32.09 0.0454 nan nan nan
6880.0 0.0 1.63 29.15 0.0412 nan nan nan
6881.0 0.0 0.0 nan 0.0 nan nan nan
6882.0 0.0 3.48 37.53 0.0531 nan nan nan
6883.0 0.0 3.15 36.32 0.0514 nan nan nan
6884.0 0.0 3.15 36.32 0.0514 nan nan nan
6885.0 0.0 2.83 35.02 0.0495 nan nan nan
6886.0 0.0 3.8 38.67 0.0547 nan nan nan
6887.0 0.0 2.83 35.02 0.0495 nan nan nan
6888.0 0.0 1.52 28.49 0.0403 nan nan nan
6889.0 0.0 2.61 34.1 0.0482 nan nan nan
6890.0 0.0 1.74 29.79 0.0421 nan nan nan
6891.0 0.0 3.26 36.73 0.052 nan nan nan
6892.0 0.0 3.15 36.32 0.0514 nan nan nan
6893.0 0.0 3.26 36.73 0.052 nan nan nan
6894.0 0.0 3.04 35.9 0.0508 nan nan nan
6895.0 0.0 2.93 35.46 0.0502 nan nan nan
6896.0 0.0 2.39 33.12 0.0469 nan nan nan
6897.0 0.0 3.91 39.03 0.0552 nan nan nan
6898.0 0.0 3.91 39.03 0.0552 nan nan nan
6899.0 0.0 2.93 35.46 0.0502 nan nan nan
6900.0 0.0 2.93 35.46 0.0502 nan nan nan
6901.0 0.0 3.37 37.14 0.0525 nan nan nan
6902.0 0.0 2.5 33.62 0.0476 nan nan nan
6903.0 0.0 3.37 37.14 0.0525 nan nan nan
6904.0 0.0 2.61 34.1 0.0482 nan nan nan
6905.0 0.0 3.04 35.9 0.0508 nan nan nan
6906.0 0.0 2.17 32.09 0.0454 nan nan nan
6907.0 0.0 2.5 33.62 0.0476 nan nan nan
6908.0 0.0 3.37 37.14 0.0525 nan nan nan
6909.0 0.0 2.61 34.1 0.0482 nan nan nan
6910.0 0.0 3.91 39.03 0.0552 nan nan nan
6911.0 0.0 3.15 36.32 0.0514 nan nan nan
6912.0 0.0 3.48 37.53 0.0531 nan nan nan
6913.0 0.0 2.17 32.09 0.0454 nan nan nan
6914.0 0.0 2.72 34.57 0.0489 nan nan nan
6915.0 0.0 3.04 35.9 0.0508 nan nan nan
6916.0 0.0 3.04 35.9 0.0508 nan nan nan
6917.0 0.0 3.91 39.03 0.0552 nan nan nan
6918.0 0.0 2.06 31.54 0.0446 nan nan nan
6919.0 0.0 2.83 35.02 0.0495 nan nan nan
6920.0 0.0 0.0 nan 0.0 nan nan nan
6921.0 0.0 0.0 nan 0.0 nan nan nan
6922.0 0.0 1.96 30.98 0.0438 nan nan nan
6923.0 0.0 2.83 35.02 0.0495 nan nan nan
6924.0 0.0 2.5 33.62 0.0476 nan nan nan
6925.0 0.0 3.04 35.9 0.0508 nan nan nan
6926.0 0.0 3.15 36.32 0.0514 nan nan nan
6927.0 0.0 2.72 34.57 0.0489 nan nan nan
6928.0 0.0 2.5 33.62 0.0476 nan nan nan
6929.0 0.0 2.06 31.54 0.0446 nan nan nan
6930.0 0.0 2.39 33.12 0.0469 nan nan nan
6931.0 0.0 3.59 37.92 0.0536 nan nan nan
6932.0 0.0 1.85 30.4 0.043 nan nan nan
6933.0 0.0 1.63 29.15 0.0412 nan nan nan
6934.0 0.0 2.93 35.46 0.0502 nan nan nan
6935.0 0.0 4.13 39.74 0.0562 nan nan nan
6936.0 0.0 2.83 35.02 0.0495 nan nan nan
6937.0 0.0 2.93 35.46 0.0502 nan nan nan
6938.0 0.0 2.39 33.12 0.0469 nan nan nan
6939.0 0.0 3.91 39.03 0.0552 nan nan nan
6940.0 0.0 3.7 38.3 0.0542 nan nan nan
6941.0 0.0 2.83 35.02 0.0495 nan nan nan
6942.0 0.0 3.15 36.32 0.0514 nan nan nan
6943.0 0.0 2.83 35.02 0.0495 nan nan nan
6944.0 0.0 1.74 29.79 0.0421 nan nan nan
6945.0 0.0 2.06 31.54 0.0446 nan nan nan
6946.0 0.0 3.15 36.32 0.0514 nan nan nan
6947.0 0.0 3.04 35.9 0.0508 nan nan nan
6948.0 0.0 1.74 29.79 0.0421 nan nan nan
6949.0 0.0 1.2 26.29 0.0372 nan nan nan
6950.0 0.0 1.52 28.49 0.0403 nan nan nan
6951.0 0.0 3.15 36.32 0.0514 nan nan nan
6952.0 0.0 2.28 32.61 0.0461 nan nan nan
6953.0 0.0 3.15 36.32 0.0514 nan nan nan
6954.0 0.0 3.26 36.73 0.052 nan nan nan
6955.0 0.0 3.91 39.03 0.0552 nan nan nan
6956.0 0.0 3.91 39.03 0.0552 nan nan nan
6957.0 0.0 2.93 35.46 0.0502 nan nan nan
6958.0 0.0 2.28 32.61 0.0461 nan nan nan
6959.0 0.0 3.04 35.9 0.0508 nan nan nan
6960.0 0.0 3.15 36.32 0.0514 nan nan nan
6961.0 0.0 1.63 29.15 0.0412 nan nan nan
6962.0 0.0 0.0 nan 0.0 nan nan nan
6963.0 0.0 2.83 35.02 0.0495 nan nan nan
6964.0 0.0 2.72 34.57 0.0489 nan nan nan
6965.0 0.0 3.15 36.32 0.0514 nan nan nan
6966.0 0.0 3.37 37.14 0.0525 nan nan nan
6967.0 0.0 3.7 38.3 0.0542 nan nan nan
6968.0 0.0 1.96 30.98 0.0438 nan nan nan
6969.0 0.0 1.63 29.15 0.0412 nan nan nan
6970.0 0.0 3.48 37.53 0.0531 nan nan nan
6971.0 0.0 2.83 35.02 0.0495 nan nan nan
6972.0 0.0 3.15 36.32 0.0514 nan nan nan
6973.0 0.0 3.91 39.03 0.0552 nan nan nan
6974.0 0.0 1.74 29.79 0.0421 nan nan nan
6975.0 0.0 1.2 26.29 0.0372 nan nan nan
6976.0 0.0 1.2 26.29 0.0372 nan nan nan
6977.0 0.0 0.0 nan 0.0 nan nan nan
6978.0 0.0 0.0 nan 0.0 nan nan nan
6979.0 0.0 2.17 32.09 0.0454 nan nan nan
6980.0 0.0 3.91 39.03 0.0552 nan nan nan
6981.0 0.0 1.85 30.4 0.043 nan nan nan
6982.0 0.0 3.37 37.14 0.0525 nan nan nan
6983.0 0.0 1.2 26.29 0.0372 nan nan nan
6984.0 0.0 2.61 34.1 0.0482 nan nan nan
6985.0 0.0 3.91 39.03 0.0552 nan nan nan
6986.0 0.0 1.52 28.49 0.0403 nan nan nan
6987.0 0.0 3.26 36.73 0.052 nan nan nan
6988.0 0.0 2.28 32.61 0.0461 nan nan nan
6989.0 0.0 3.48 37.53 0.0531 nan nan nan
6990.0 0.0 3.59 37.92 0.0536 nan nan nan
6991.0 0.0 0.0 nan 0.0 nan nan nan
6992.0 0.0 1.74 29.79 0.0421 nan nan nan
6993.0 0.0 3.8 38.67 0.0547 nan nan nan
6994.0 0.0 2.83 35.02 0.0495 nan nan nan
6995.0 0.0 2.5 33.62 0.0476 nan nan nan
6996.0 0.0 1.3 27.06 0.0383 nan nan nan
6997.0 0.0 0.0 nan 0.0 nan nan nan
6998.0 0.0 0.0 nan 0.0 nan nan nan
6999.0 0.0 2.28 32.61 0.0461 nan nan nan
7000.0 0.0 3.37 37.14 0.0525 nan nan nan
7001.0 0.0 2.17 32.09 0.0454 nan nan nan
7002.0 0.0 2.39 33.12 0.0469 nan nan nan
7003.0 0.0 1.09 25.47 0.036 nan nan nan
7004.0 0.0 2.93 35.46 0.0502 nan nan nan
7005.0 0.0 1.2 26.29 0.0372 nan nan nan
7006.0 0.0 0.0 nan 0.0 nan nan nan
7007.0 0.0 3.48 37.53 0.0531 nan nan nan
7008.0 0.0 2.39 33.12 0.0469 nan nan nan
7009.0 0.0 3.37 37.14 0.0525 nan nan nan
7010.0 0.0 2.83 35.02 0.0495 nan nan nan
7011.0 0.0 3.91 39.03 0.0552 nan nan nan
7012.0 0.0 3.59 37.92 0.0536 nan nan nan
7013.0 0.0 3.26 36.73 0.052 nan nan nan
7014.0 0.0 3.48 37.53 0.0531 nan nan nan
7015.0 0.0 3.37 37.14 0.0525 nan nan nan
7016.0 0.0 1.96 30.98 0.0438 nan nan nan
7017.0 0.0 2.93 35.46 0.0502 nan nan nan
7018.0 0.0 2.72 34.57 0.0489 nan nan nan
7019.0 0.0 2.72 34.57 0.0489 nan nan nan
7020.0 0.0 3.26 36.73 0.052 nan nan nan
7021.0 0.0 3.15 36.32 0.0514 nan nan nan
7022.0 0.0 3.04 35.9 0.0508 nan nan nan
7023.0 0.0 2.06 31.54 0.0446 nan nan nan
7024.0 0.0 3.37 37.14 0.0525 nan nan nan
7025.0 0.0 3.7 38.3 0.0542 nan nan nan
7026.0 0.0 2.06 31.54 0.0446 nan nan nan
7027.0 0.0 2.72 34.57 0.0489 nan nan nan
7028.0 0.0 2.93 35.46 0.0502 nan nan nan
7029.0 0.0 3.04 35.9 0.0508 nan nan nan
7030.0 0.0 3.37 37.14 0.0525 nan nan nan
7031.0 0.0 3.26 36.73 0.052 nan nan nan
7032.0 0.0 1.85 30.4 0.043 nan nan nan
7033.0 0.0 2.61 34.1 0.0482 nan nan nan
7034.0 0.0 2.06 31.54 0.0446 nan nan nan
7035.0 0.0 2.72 34.57 0.0489 nan nan nan
7036.0 0.0 2.61 34.1 0.0482 nan nan nan
7037.0 0.0 2.72 34.57 0.0489 nan nan nan
7038.0 0.0 2.93 35.46 0.0502 nan nan nan
7039.0 0.0 2.39 33.12 0.0469 nan nan nan
7040.0 0.0 2.61 34.1 0.0482 nan nan nan
7041.0 0.0 3.26 36.73 0.052 nan nan nan
7042.0 0.0 1.09 25.47 0.036 nan nan nan
7043.0 0.0 3.37 37.14 0.0525 nan nan nan
7044.0 0.0 3.8 38.67 0.0547 nan nan nan
7045.0 0.0 1.2 26.29 0.0372 nan nan nan
7046.0 0.0 1.85 30.4 0.043 nan nan nan
7047.0 0.0 1.52 28.49 0.0403 nan nan nan
7048.0 0.0 0.0 nan 0.0 nan nan nan
7049.0 0.0 1.2 26.29 0.0372 nan nan nan
7050.0 0.0 2.06 31.54 0.0446 nan nan nan
7051.0 0.0 2.28 32.61 0.0461 nan nan nan
7052.0 0.0 2.17 32.09 0.0454 nan nan nan
7053.0 0.0 2.28 32.61 0.0461 nan nan nan
7054.0 0.0 1.74 29.79 0.0421 nan nan nan
7055.0 0.0 1.52 28.49 0.0403 nan nan nan
7056.0 0.0 3.04 35.9 0.0508 nan nan nan
7057.0 0.0 3.7 38.3 0.0542 nan nan nan
7058.0 0.0 2.61 34.1 0.0482 nan nan nan
7059.0 0.0 1.96 30.98 0.0438 nan nan nan
7060.0 0.0 2.28 32.61 0.0461 nan nan nan
7061.0 0.0 3.48 37.53 0.0531 nan nan nan
7062.0 0.0 1.3 27.06 0.0383 nan nan nan
7063.0 0.0 1.3 27.06 0.0383 nan nan nan
7064.0 0.0 2.93 35.46 0.0502 nan nan nan
7065.0 0.0 2.83 35.02 0.0495 nan nan nan
7066.0 0.0 2.17 32.09 0.0454 nan nan nan
7067.0 0.0 3.04 35.9 0.0508 nan nan nan
7068.0 0.0 1.41 27.8 0.0393 nan nan nan
7069.0 0.0 1.63 29.15 0.0412 nan nan nan
7070.0 0.0 3.59 37.92 0.0536 nan nan nan
7071.0 0.0 2.93 35.46 0.0502 nan nan nan
7072.0 0.0 0.0 nan 0.0 nan nan nan
7073.0 0.0 3.15 36.32 0.0514 nan nan nan
7074.0 0.0 3.04 35.9 0.0508 nan nan nan
7075.0 0.0 2.72 34.57 0.0489 nan nan nan
7076.0 0.0 2.83 35.02 0.0495 nan nan nan
7077.0 0.0 0.0 nan 0.0 nan nan nan
7078.0 0.0 3.7 38.3 0.0542 nan nan nan
7079.0 0.0 3.7 38.3 0.0542 nan nan nan
7080.0 0.0 3.26 36.73 0.052 nan nan nan
7081.0 0.0 1.41 27.8 0.0393 nan nan nan
7082.0 0.0 1.52 28.49 0.0403 nan nan nan
7083.0 0.0 1.3 27.06 0.0383 nan nan nan
7084.0 0.0 3.59 37.92 0.0536 nan nan nan
7085.0 0.0 3.37 37.14 0.0525 nan nan nan
7086.0 0.0 3.04 35.9 0.0508 nan nan nan
7087.0 0.0 2.28 32.61 0.0461 nan nan nan
7088.0 0.0 4.02 39.39 0.0557 nan nan nan
7089.0 0.0 2.72 34.57 0.0489 nan nan nan
7090.0 0.0 1.63 29.15 0.0412 nan nan nan
7091.0 0.0 0.98 24.59 0.0348 nan nan nan
7092.0 0.0 2.06 31.54 0.0446 nan nan nan
7093.0 0.0 2.39 33.12 0.0469 nan nan nan
7094.0 0.0 2.83 35.02 0.0495 nan nan nan
7095.0 0.0 2.5 33.62 0.0476 nan nan nan
7096.0 0.0 1.52 28.49 0.0403 nan nan nan
7097.0 0.0 0.0 nan 0.0 nan nan nan
7098.0 0.0 3.04 35.9 0.0508 nan nan nan
7099.0 0.0 1.52 28.49 0.0403 nan nan nan
7100.0 0.0 2.72 34.57 0.0489 nan nan nan
7101.0 0.0 0.0 nan 0.0 nan nan nan
7102.0 0.0 1.41 27.8 0.0393 nan nan nan
7103.0 0.0 2.83 35.02 0.0495 nan nan nan
7104.0 0.0 0.65 21.48 0.0304 nan nan nan
7105.0 0.0 2.5 33.62 0.0476 nan nan nan
7106.0 0.0 2.61 34.1 0.0482 nan nan nan
7107.0 0.0 2.28 32.61 0.0461 nan nan nan
7108.0 0.0 3.7 38.3 0.0542 nan nan nan
7109.0 0.0 2.06 31.54 0.0446 nan nan nan
7110.0 0.0 4.13 39.74 0.0562 nan nan nan
7111.0 0.0 2.61 34.1 0.0482 nan nan nan
7112.0 0.0 3.15 36.32 0.0514 nan nan nan
7113.0 0.0 2.39 33.12 0.0469 nan nan nan
7114.0 0.0 1.85 30.4 0.043 nan nan nan
7115.0 0.0 1.09 25.47 0.036 nan nan nan
7116.0 0.0 0.98 24.59 0.0348 nan nan nan
7117.0 0.0 2.61 34.1 0.0482 nan nan nan
7118.0 0.0 3.59 37.92 0.0536 nan nan nan
7119.0 0.0 3.48 37.53 0.0531 nan nan nan
7120.0 0.0 2.61 34.1 0.0482 nan nan nan
7121.0 0.0 3.37 37.14 0.0525 nan nan nan
7122.0 0.0 3.15 36.32 0.0514 nan nan nan
7123.0 0.0 2.5 33.62 0.0476 nan nan nan
7124.0 0.0 3.48 37.53 0.0531 nan nan nan
7125.0 0.0 0.87 23.64 0.0334 nan nan nan
7126.0 0.0 1.96 30.98 0.0438 nan nan nan
7127.0 0.0 2.39 33.12 0.0469 nan nan nan
7128.0 0.0 4.13 39.74 0.0562 nan nan nan
7129.0 0.0 0.0 nan 0.0 nan nan nan
7130.0 0.0 3.04 35.9 0.0508 nan nan nan
7131.0 0.0 2.5 33.62 0.0476 nan nan nan
7132.0 0.0 0.0 nan 0.0 nan nan nan
7133.0 0.0 0.0 nan 0.0 nan nan nan
7134.0 0.0 2.61 34.1 0.0482 nan nan nan
7135.0 0.0 3.15 36.32 0.0514 nan nan nan
7136.0 0.0 3.26 36.73 0.052 nan nan nan
7137.0 0.0 2.83 35.02 0.0495 nan nan nan
7138.0 0.0 3.26 36.73 0.052 nan nan nan
7139.0 0.0 0.0 nan 0.0 nan nan nan
7140.0 0.0 2.06 31.54 0.0446 nan nan nan
7141.0 0.0 2.17 32.09 0.0454 nan nan nan
7142.0 0.0 3.26 36.73 0.052 nan nan nan
7143.0 0.0 3.37 37.14 0.0525 nan nan nan
7144.0 0.0 1.96 30.98 0.0438 nan nan nan
7145.0 0.0 3.15 36.32 0.0514 nan nan nan
7146.0 0.0 2.61 34.1 0.0482 nan nan nan
7147.0 0.0 2.39 33.12 0.0469 nan nan nan
7148.0 0.0 2.17 32.09 0.0454 nan nan nan
7149.0 0.0 2.93 35.46 0.0502 nan nan nan
