No. Number_particles M200 sigma200 R200 Sigma M_sigma Sigma_LoS Offset offset_log a_major b_inter c_minor major_dispersion intermediate_dispersion minor_dispersion
6117.0 32.0 3.4777 37.5298 0.0531 49.5536 6.0631 31.8618 0.00532 -2.27374 0.01351 0.01223 0.01022 24.78016 30.43193 30.25566
6118.0 23.0 2.4996 33.6173 0.0476 45.8859 4.657 28.4995 0.00519 -2.28487 0.01695 0.00975 0.00765 28.58357 19.71928 29.99403
6119.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6120.0 33.0 3.5864 37.9168 0.0536 47.501 5.6286 27.0916 0.00628 -2.20225 0.0157 0.01158 0.00732 29.77461 25.93688 26.4026
6121.0 40.0 4.3472 40.4269 0.0572 61.3386 10.0076 38.4712 0.00987 -2.0059 0.01389 0.01021 0.00873 37.64939 33.79357 34.68352
6122.0 34.0 3.6951 38.296 0.0542 54.3957 7.455 31.3712 0.00449 -2.34739 0.01356 0.01299 0.01045 31.71872 28.22234 34.00457
6123.0 32.0 3.4777 37.5298 0.0531 51.6639 6.5905 28.5864 0.00411 -2.38596 0.01457 0.01372 0.00791 29.4446 29.32356 30.69702
6124.0 36.0 3.9124 39.0328 0.0552 47.7462 5.8542 28.9069 0.00417 -2.38003 0.01845 0.01532 0.01052 27.87916 30.88764 23.41811
6125.0 44.0 4.7819 41.7319 0.059 108.6261 32.3988 42.975 0.00869 -2.0608 0.02008 0.01344 0.01082 46.45825 40.81658 89.30439
6126.0 36.0 3.9124 39.0328 0.0552 62.4399 10.0118 33.4384 0.00534 -2.27225 0.016 0.01121 0.00898 36.09044 41.12397 30.08394
6127.0 30.0 3.2604 36.7311 0.052 47.2708 5.3999 31.5021 0.01396 -1.85498 0.01455 0.01313 0.00843 29.00624 27.3921 25.35424
6128.0 37.0 4.0211 39.391 0.0557 51.3205 6.8255 28.1019 0.00597 -2.22395 0.01532 0.01356 0.0117 31.00102 30.83176 26.87262
6129.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6130.0 31.0 3.369 37.1345 0.0525 47.6571 5.5489 29.8303 0.00441 -2.35577 0.01745 0.01212 0.01008 22.57885 28.53144 30.77907
6131.0 34.0 3.6951 38.296 0.0542 48.0299 5.8122 27.0471 0.00174 -2.75864 0.018 0.01177 0.008 26.41417 29.41648 27.27328
6132.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6133.0 17.0 1.8475 30.3949 0.043 41.3619 3.4213 21.2081 0.01044 -1.98111 0.01308 0.00972 0.00559 18.69627 26.64634 25.51919
6134.0 40.0 4.3472 40.4269 0.0572 61.5463 10.0755 37.1911 0.00452 -2.3453 0.01539 0.0107 0.00944 32.93182 41.7436 30.99859
6135.0 19.0 2.0649 31.5434 0.0446 40.1338 3.3427 25.96 0.00462 -2.33503 0.01726 0.01213 0.00667 23.62624 26.16438 19.18191
6136.0 34.0 3.6951 38.296 0.0542 177.9483 79.7821 100.6669 0.01047 -1.97996 0.01941 0.01373 0.01138 62.96017 155.51156 59.31068
6137.0 32.0 3.4777 37.5298 0.0531 50.9828 6.4179 30.0283 0.01138 -1.94378 0.01479 0.01114 0.00878 29.46511 34.38874 23.41938
6138.0 36.0 3.9124 39.0328 0.0552 52.3566 7.0393 31.6211 0.01374 -1.86206 0.01592 0.01689 0.01053 21.91907 30.05885 36.84061
6139.0 28.0 3.043 35.8961 0.0508 46.7959 5.1716 26.7206 0.00939 -2.02724 0.0184 0.01458 0.00944 25.83932 27.09483 28.07234
6140.0 36.0 3.9124 39.0328 0.0552 111.7442 32.0655 92.3274 0.00946 -2.0241 0.0163 0.01134 0.01128 71.21234 38.86696 76.84357
6141.0 34.0 3.6951 38.296 0.0542 58.7265 8.6893 32.7466 0.00479 -2.31991 0.0129 0.01072 0.00906 37.24603 29.41644 34.58631
6142.0 35.0 3.8038 38.6684 0.0547 47.5043 5.7407 26.8549 0.00772 -2.11233 0.01853 0.01447 0.01321 26.06908 26.29756 29.7573
6143.0 32.0 3.4777 37.5298 0.0531 54.0524 7.2139 29.0156 0.00478 -2.32062 0.01211 0.01152 0.0105 30.82033 33.43189 29.22468
6144.0 38.0 4.1298 39.7415 0.0562 52.628 7.2423 30.1137 0.00541 -2.26703 0.01315 0.01266 0.01004 30.14453 31.62679 29.33871
6145.0 36.0 3.9124 39.0328 0.0552 53.5074 7.3522 28.9206 0.00537 -2.27025 0.01516 0.0111 0.00962 35.73491 30.29755 25.84796
6146.0 24.0 2.6083 34.0981 0.0482 49.1297 5.4148 25.5261 0.00794 -2.1004 0.01503 0.00826 0.00784 30.02402 28.84463 26.08209
6147.0 36.0 3.9124 39.0328 0.0552 57.263 8.4205 29.8706 0.00686 -2.16341 0.01478 0.01295 0.00906 27.88198 39.27485 30.96982
6148.0 29.0 3.1517 36.3179 0.0514 48.406 5.5989 28.4077 0.00961 -2.01732 0.01475 0.01031 0.00802 22.76846 33.93466 25.94556
6149.0 21.0 2.2823 32.6135 0.0461 43.3858 4.0389 26.5916 0.01246 -1.90452 0.01313 0.00973 0.00451 22.39793 23.75473 28.57231
6150.0 40.0 4.3472 40.4269 0.0572 49.8127 6.6 29.4467 0.00844 -2.07357 0.02007 0.01617 0.01106 29.82578 32.37222 23.3188
6151.0 34.0 3.6951 38.296 0.0542 51.6772 6.7285 29.1612 0.00595 -2.22543 0.01853 0.01183 0.00948 35.31474 25.56662 27.74437
6152.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6153.0 29.0 3.1517 36.3179 0.0514 55.1438 7.266 29.6917 0.00951 -2.02198 0.01819 0.01179 0.00808 35.31007 27.91827 31.85291
6154.0 31.0 3.369 37.1345 0.0525 125.3443 38.385 58.3863 0.00621 -2.20701 0.01796 0.01092 0.00943 46.61451 28.43996 112.82488
6155.0 17.0 1.8475 30.3949 0.043 223.4388 99.8411 155.7615 0.00757 -2.12095 0.01096 0.00763 0.00877 28.23339 97.86491 198.87243
6156.0 36.0 3.9124 39.0328 0.0552 80.4575 16.6234 35.13 0.00677 -2.16941 0.01679 0.01234 0.01198 59.01064 27.20541 47.44495
6157.0 32.0 3.4777 37.5298 0.0531 47.2431 5.5108 26.8427 0.007 -2.15518 0.01491 0.01505 0.0105 23.38277 27.31965 30.63965
6158.0 37.0 4.0211 39.391 0.0557 53.1083 7.3093 30.7415 0.0065 -2.18694 0.01676 0.01197 0.00981 33.54171 28.5518 29.66875
6159.0 40.0 4.3472 40.4269 0.0572 54.2505 7.8284 30.9455 0.00716 -2.14534 0.01508 0.0112 0.01018 29.3871 26.6546 37.00061
6160.0 15.0 1.6302 29.1535 0.0412 28.7335 1.5835 15.7156 0.01108 -1.95546 0.01402 0.01048 0.00904 20.56909 15.25693 13.0289
6161.0 29.0 3.1517 36.3179 0.0514 44.0974 4.6465 26.0048 0.00774 -2.11136 0.0166 0.01445 0.01145 22.28243 26.73651 27.07822
6162.0 31.0 3.369 37.1345 0.0525 68.9186 11.6045 38.3828 0.00735 -2.13357 0.01199 0.00976 0.00871 38.04462 36.227 44.60921
6163.0 34.0 3.6951 38.296 0.0542 45.0474 5.1128 23.9439 0.00805 -2.0943 0.01844 0.01403 0.01038 26.88143 23.52523 27.44488
6164.0 30.0 3.2604 36.7311 0.052 56.2628 7.6497 37.103 0.01222 -1.91286 0.01811 0.01477 0.00869 37.12543 32.2986 27.27646
6165.0 27.0 2.9343 35.4629 0.0502 48.7997 5.5564 23.9717 0.00264 -2.57823 0.01817 0.01222 0.00807 21.55632 34.98793 26.3169
6166.0 38.0 4.1298 39.7415 0.0562 55.6183 8.0887 30.5591 0.01071 -1.97019 0.01382 0.01255 0.00992 29.97789 33.32378 32.92797
6167.0 30.0 3.2604 36.7311 0.052 45.1724 4.9311 24.4359 0.00185 -2.7326 0.01865 0.01122 0.01079 24.24956 22.00269 31.11895
6168.0 37.0 4.0211 39.391 0.0557 57.7847 8.6532 31.9671 0.00681 -2.16669 0.01724 0.01173 0.01075 28.84994 29.75624 40.26559
6169.0 22.0 2.3909 33.123 0.0469 55.2353 6.6488 26.1496 0.00849 -2.07087 0.01496 0.01108 0.00938 35.52789 33.97816 25.18315
6170.0 27.0 2.9343 35.4629 0.0502 46.2851 4.9985 26.4621 0.01007 -1.99707 0.0189 0.01124 0.00924 30.93261 24.24901 24.44312
6171.0 39.0 4.2385 40.0886 0.0567 49.0143 6.336 27.5104 0.00908 -2.04206 0.02247 0.01397 0.01123 33.95962 23.81852 26.11173
6172.0 34.0 3.6951 38.296 0.0542 49.2393 6.1086 28.6175 0.01862 -1.72991 0.01586 0.01424 0.01031 29.20432 27.26192 28.78209
6173.0 17.0 1.8475 30.3949 0.043 37.9967 2.8872 20.2587 0.01 -2.00003 0.01092 0.00751 0.00746 19.01885 26.38926 19.63772
6174.0 33.0 3.5864 37.9168 0.0536 51.1244 6.5201 27.1346 0.00746 -2.12748 0.01672 0.01186 0.00969 27.05734 31.16775 30.16919
6175.0 25.0 2.717 34.565 0.0489 51.6653 6.0703 33.6339 0.00464 -2.33307 0.01723 0.01293 0.00748 25.57934 36.64088 25.93148
6176.0 32.0 3.4777 37.5298 0.0531 46.2178 5.2742 28.3559 0.00872 -2.05947 0.01399 0.01107 0.01162 23.73055 27.67431 28.40907
6177.0 31.0 3.369 37.1345 0.0525 53.0327 6.8713 31.7279 0.00915 -2.03866 0.01399 0.01124 0.0093 31.99843 29.60583 30.20036
6178.0 19.0 2.0649 31.5434 0.0446 36.6176 2.7827 18.0418 0.00932 -2.0307 0.01448 0.01173 0.00739 20.33158 22.0841 20.97057
6179.0 32.0 3.4777 37.5298 0.0531 55.7005 7.6606 32.0792 0.00769 -2.11391 0.01624 0.01065 0.00863 33.73072 29.22092 33.33053
6180.0 37.0 4.0211 39.391 0.0557 55.2923 7.9229 32.1082 0.0058 -2.23665 0.01765 0.01425 0.01017 33.33702 30.75425 31.62367
6181.0 16.0 1.7389 29.7869 0.0421 51.9355 5.2862 26.6186 0.01157 -1.93674 0.01555 0.0128 0.00653 35.88029 29.29333 23.49044
6182.0 30.0 3.2604 36.7311 0.052 51.8078 6.4862 24.2467 0.00411 -2.38609 0.01434 0.01369 0.01062 20.10081 33.82509 33.7026
6183.0 27.0 2.9343 35.4629 0.0502 46.9127 5.135 26.5943 0.00915 -2.03871 0.01498 0.01152 0.01028 30.08737 27.58067 23.12707
6184.0 13.0 1.4128 27.795 0.0393 32.2726 1.9047 20.2379 0.00359 -2.44434 0.01103 0.01001 0.00682 15.17567 20.03458 20.24444
6185.0 38.0 4.1298 39.7415 0.0562 52.0146 7.0744 29.1267 0.00992 -2.00347 0.0186 0.01005 0.00899 35.51959 24.69348 28.88101
6186.0 8.0 0.8694 23.6421 0.0334 40.7002 2.5767 23.3502 0.00372 -2.42904 0.01413 0.00796 0.00615 18.42394 33.38477 14.23104
6187.0 37.0 4.0211 39.391 0.0557 55.6138 8.0153 34.0011 0.00307 -2.51225 0.01688 0.01416 0.00885 26.88703 28.82659 39.23025
6188.0 25.0 2.717 34.565 0.0489 44.7638 4.5568 24.8223 0.01019 -1.99172 0.01326 0.01184 0.01014 18.55142 24.90378 32.24036
6189.0 27.0 2.9343 35.4629 0.0502 57.1252 7.6141 31.0734 0.00799 -2.09762 0.01732 0.01419 0.00859 44.21059 22.50182 28.3263
6190.0 35.0 3.8038 38.6684 0.0547 72.9568 13.5404 33.3008 0.00952 -2.02149 0.01783 0.01115 0.00765 33.6476 52.66851 37.6373
6191.0 43.0 4.6732 41.4138 0.0586 57.5565 9.0263 31.6684 0.00704 -2.15247 0.01509 0.01202 0.00994 31.01221 35.82182 32.67702
6192.0 32.0 3.4777 37.5298 0.0531 45.8138 5.1824 25.6595 0.00901 -2.04514 0.02051 0.01257 0.00894 30.5261 26.59145 21.44653
6193.0 26.0 2.8256 35.0202 0.0495 49.3685 5.6154 30.3473 0.0062 -2.20791 0.01414 0.01126 0.00965 36.5012 25.16379 21.71848
6194.0 38.0 4.1298 39.7415 0.0562 53.7066 7.5422 28.0591 0.00877 -2.05718 0.01639 0.01382 0.01134 31.11506 31.58169 30.3126
6195.0 25.0 2.717 34.565 0.0489 47.6695 5.1676 20.3707 0.01507 -1.82185 0.01702 0.01451 0.01249 27.01937 26.81509 28.69289
6196.0 23.0 2.4996 33.6173 0.0476 42.0271 3.9067 25.5126 0.01505 -1.82259 0.01617 0.01267 0.01033 18.90807 28.82676 24.03713
6197.0 9.0 0.9781 24.5886 0.0348 27.0292 1.1819 13.1499 0.00731 -2.13604 0.00779 0.00664 0.00279 20.01482 13.95504 11.62925
6198.0 39.0 4.2385 40.0886 0.0567 52.6022 7.2975 28.8625 0.00421 -2.37593 0.01936 0.01341 0.01014 32.62665 29.9756 28.35404
6199.0 19.0 2.0649 31.5434 0.0446 47.8596 4.7536 27.2583 0.00586 -2.23221 0.0148 0.01181 0.01056 25.022 25.49649 31.84915
6200.0 30.0 3.2604 36.7311 0.052 59.9397 8.6822 29.8011 0.00246 -2.60949 0.01208 0.01052 0.00847 28.0408 36.30845 38.5769
6201.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6202.0 22.0 2.3909 33.123 0.0469 46.5314 4.7185 24.7767 0.01469 -1.83311 0.01397 0.00973 0.00593 30.55166 23.5723 26.00216
6203.0 38.0 4.1298 39.7415 0.0562 135.3373 47.8934 74.5316 0.00677 -2.16959 0.01387 0.01192 0.00976 86.54089 62.98623 82.82273
6204.0 29.0 3.1517 36.3179 0.0514 54.9047 7.2031 29.4753 0.00999 -2.00031 0.01559 0.01187 0.0101 38.24513 31.8131 23.23286
6205.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6206.0 23.0 2.4996 33.6173 0.0476 43.5068 4.1866 25.1581 0.00911 -2.04066 0.01594 0.01468 0.00875 23.12605 25.9851 26.13051
6207.0 31.0 3.369 37.1345 0.0525 53.686 7.0417 27.6948 0.01378 -1.86082 0.01502 0.01256 0.00976 33.02308 32.09776 27.59344
6208.0 41.0 4.4558 40.7626 0.0577 46.7658 5.8649 25.9412 0.01097 -1.95981 0.0163 0.01359 0.01081 27.6575 25.7176 27.58086
6209.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6210.0 21.0 2.2823 32.6135 0.0461 138.5847 41.2098 83.6534 0.01312 -1.88212 0.01786 0.01366 0.01058 42.40783 130.19456 21.36996
6211.0 39.0 4.2385 40.0886 0.0567 106.1427 29.7131 36.9897 0.01287 -1.89039 0.01951 0.01353 0.00934 78.45454 62.15658 35.32295
6212.0 43.0 4.6732 41.4138 0.0586 59.9912 9.8061 34.4138 0.00346 -2.46148 0.01246 0.01037 0.0105 30.61657 31.04249 41.20593
6213.0 23.0 2.4996 33.6173 0.0476 40.288 3.59 22.7852 0.00388 -2.41155 0.01293 0.01387 0.01 23.9564 24.56493 21.11351
6214.0 31.0 3.369 37.1345 0.0525 51.6221 6.5106 29.2017 0.00791 -2.10177 0.01384 0.01232 0.00964 27.49927 32.08915 29.64657
6215.0 30.0 3.2604 36.7311 0.052 47.2306 5.3907 28.9067 0.00983 -2.00748 0.01639 0.01193 0.00944 25.92318 28.12782 27.70457
6216.0 29.0 3.1517 36.3179 0.0514 51.8059 6.413 29.7053 0.01062 -1.97385 0.01431 0.01285 0.00716 28.37583 31.48973 29.78363
6217.0 38.0 4.1298 39.7415 0.0562 53.429 7.4644 32.4266 0.01074 -1.96888 0.01941 0.01277 0.0082 30.51048 32.27144 29.7039
6218.0 35.0 3.8038 38.6684 0.0547 48.4899 5.9814 26.8529 0.01287 -1.89044 0.01931 0.01445 0.01027 31.35007 23.90455 28.23145
6219.0 33.0 3.5864 37.9168 0.0536 47.3954 5.6036 29.7718 0.00765 -2.11645 0.01572 0.01323 0.01129 26.0896 28.36819 27.58446
6220.0 14.0 1.5215 28.4904 0.0403 48.6364 4.434 29.9649 0.0047 -2.32775 0.01331 0.01036 0.01004 31.69213 19.34738 31.41325
6221.0 22.0 2.3909 33.123 0.0469 53.2309 6.175 24.3363 0.01224 -1.91238 0.0142 0.01243 0.00828 23.48472 41.34653 23.92607
6222.0 30.0 3.2604 36.7311 0.052 54.4108 7.1543 27.7273 0.00787 -2.10402 0.0149 0.01113 0.01115 34.09594 32.09467 27.7116
6223.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6224.0 36.0 3.9124 39.0328 0.0552 58.4234 8.7652 32.3997 0.00529 -2.27615 0.01519 0.01206 0.00692 34.30322 35.35619 31.40899
6225.0 33.0 3.5864 37.9168 0.0536 52.7805 6.9493 27.9156 0.00842 -2.07473 0.0159 0.01081 0.00738 37.38014 26.18437 26.51207
6226.0 20.0 2.1736 32.087 0.0454 42.9032 3.8859 31.1507 0.00322 -2.49243 0.01367 0.00868 0.00886 33.47782 17.33164 20.48249
6227.0 32.0 3.4777 37.5298 0.0531 51.8973 6.6502 29.9888 0.01093 -1.96135 0.01382 0.01214 0.01042 22.19464 31.19121 35.04045
6228.0 23.0 2.4996 33.6173 0.0476 44.7641 4.4321 22.6942 0.0077 -2.11334 0.0182 0.01434 0.00948 27.62147 24.67343 25.14158
6229.0 37.0 4.0211 39.391 0.0557 57.5367 8.5791 35.7144 0.0035 -2.4559 0.01576 0.01065 0.00981 32.33522 39.7307 26.19869
6230.0 27.0 2.9343 35.4629 0.0502 48.6709 5.5271 23.8877 0.00844 -2.07341 0.01672 0.01409 0.01122 37.30125 22.83306 21.35703
6231.0 21.0 2.2823 32.6135 0.0461 48.144 4.9734 29.5608 0.01096 -1.96032 0.01543 0.01104 0.00865 28.0011 29.3362 25.94556
6232.0 32.0 3.4777 37.5298 0.0531 53.6593 7.1094 30.793 0.00745 -2.12813 0.01523 0.01266 0.011 33.55319 27.92059 31.208
6233.0 23.0 2.4996 33.6173 0.0476 48.7442 5.2553 24.1118 0.00811 -2.09095 0.01398 0.01031 0.00905 29.93162 34.44472 17.1365
6234.0 34.0 3.6951 38.296 0.0542 51.5385 6.6924 30.4507 0.00452 -2.34449 0.02048 0.01309 0.01025 31.16605 27.90702 30.10137
6235.0 37.0 4.0211 39.391 0.0557 51.4228 6.8527 30.0525 0.00657 -2.18232 0.01657 0.01461 0.00994 31.10988 28.54763 29.35149
6236.0 28.0 3.043 35.8961 0.0508 48.0224 5.4462 31.35 0.01186 -1.92603 0.01809 0.01039 0.01 29.98196 23.78359 29.00985
6237.0 36.0 3.9124 39.0328 0.0552 58.3001 8.7282 29.9592 0.01265 -1.89805 0.01783 0.0148 0.00949 33.96697 37.56361 28.88126
6238.0 29.0 3.1517 36.3179 0.0514 50.6891 6.1395 28.5726 0.00974 -2.01155 0.01548 0.01142 0.00999 33.56527 22.99155 30.23479
6239.0 34.0 3.6951 38.296 0.0542 48.8497 6.0123 31.4516 0.01 -2.00009 0.02054 0.0154 0.01244 24.38732 26.18016 33.2588
6240.0 28.0 3.043 35.8961 0.0508 52.4 6.4844 29.6414 0.01028 -1.98805 0.015 0.01293 0.00944 30.68955 32.1636 27.73827
6241.0 29.0 3.1517 36.3178 0.0514 49.6019 5.879 26.0941 0.01332 -1.87537 0.01714 0.01295 0.00638 25.32349 23.06332 35.8769
6242.0 18.0 1.9562 30.9803 0.0438 41.7676 3.5557 20.5503 0.00539 -2.26861 0.01296 0.00858 0.00687 17.97325 30.19418 22.57894
6243.0 40.0 4.3472 40.4268 0.0572 54.456 7.8878 31.0399 0.00422 -2.375 0.01816 0.01325 0.01058 31.53999 31.26395 31.51581
6244.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6245.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6246.0 27.0 2.9343 35.4634 0.0502 53.1775 6.5979 22.9763 0.01021 -1.99077 0.014 0.00895 0.00619 33.05747 29.57103 29.33597
6247.0 31.0 3.369 37.1345 0.0525 53.7438 7.0568 35.2255 0.01232 -1.90935 0.01605 0.01064 0.00862 26.47847 32.11084 34.00264
6248.0 31.0 3.369 37.1345 0.0525 48.0712 5.6457 31.238 0.00805 -2.0943 0.01427 0.01336 0.01191 24.53819 29.32923 29.12922
6249.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6250.0 27.0 2.9343 35.4634 0.0502 42.6097 4.2361 25.4007 0.01881 -1.72554 0.01752 0.01589 0.00986 20.54758 24.21903 28.40463
6251.0 14.0 1.5215 28.4907 0.0403 43.1448 3.4892 29.3413 0.0092 -2.03637 0.01629 0.0103 0.00408 23.10053 29.96226 20.73885
6252.0 13.0 1.4128 27.7956 0.0393 32.5179 1.9337 13.0042 0.00692 -2.15992 0.01165 0.01028 0.00728 19.38373 24.66337 8.56749
6253.0 31.0 3.369 37.1345 0.0525 49.3981 5.9617 27.8538 0.01245 -1.90491 0.01537 0.01323 0.00903 34.43461 26.30485 23.7168
6254.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6255.0 9.0 0.9781 24.5887 0.0348 41.0227 2.7225 24.7126 0.00938 -2.02767 0.00867 0.01086 0.00393 26.68272 19.09025 24.62628
6256.0 39.0 4.2385 40.0873 0.0567 57.9144 8.8465 33.5551 0.01274 -1.8947 0.0127 0.01348 0.01027 35.86124 29.34656 34.73946
6257.0 19.0 2.0649 31.5437 0.0446 54.3723 6.1352 32.288 0.00521 -2.28307 0.01091 0.00825 0.00564 34.97524 22.19607 35.21949
6258.0 31.0 3.369 37.1345 0.0525 98.6418 23.7724 40.6283 0.0056 -2.25156 0.01421 0.01178 0.00909 38.62136 80.86047 41.23318
6259.0 33.0 3.5864 37.9169 0.0536 48.6524 5.9048 27.1154 0.00785 -2.10529 0.01552 0.01172 0.00932 27.20779 27.4113 29.58735
6260.0 33.0 3.5864 37.9169 0.0536 47.9008 5.7237 28.2641 0.00482 -2.31703 0.01684 0.01352 0.0105 24.3542 27.86244 30.4146
6261.0 29.0 3.1517 36.3178 0.0514 51.1034 6.2403 29.1964 0.00782 -2.10702 0.01365 0.01153 0.00843 31.21303 27.62373 29.56737
6262.0 35.0 3.8038 38.6675 0.0547 48.9309 6.091 29.0614 0.01287 -1.89058 0.01776 0.01259 0.01051 26.9501 32.75693 24.3907
6263.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6264.0 20.0 2.1736 32.0874 0.0454 39.3884 3.2752 24.2527 0.00641 -2.19301 0.01792 0.00768 0.0065 25.62387 23.43563 18.59132
6265.0 35.0 3.8038 38.6675 0.0547 54.4888 7.5532 33.6273 0.01135 -1.94487 0.0145 0.01292 0.01223 36.33975 29.92672 27.4379
6266.0 25.0 2.717 34.5651 0.0489 45.3592 4.6789 25.1719 0.00665 -2.17712 0.01581 0.00941 0.00881 33.40197 18.38877 24.56863
6267.0 32.0 3.4777 37.5294 0.0531 59.9051 8.8609 32.1875 0.01223 -1.91266 0.01574 0.00955 0.00488 35.3248 35.39772 32.98157
6268.0 41.0 4.4558 40.7618 0.0577 63.5932 10.8453 40.8063 0.00538 -2.26915 0.01291 0.01131 0.00916 41.10722 38.96642 28.912
6269.0 30.0 3.2604 36.7306 0.052 50.9732 6.2791 24.4437 0.00765 -2.11615 0.01561 0.0126 0.01011 25.38145 24.00553 37.11854
6270.0 27.0 2.9343 35.4634 0.0502 49.5061 5.7183 25.8511 0.01059 -1.97528 0.0159 0.0094 0.00905 28.76704 34.36657 21.02968
6271.0 22.0 2.3909 33.1233 0.0469 46.0019 4.6116 25.7872 nan nan 0.01573 0.01169 0.00828 27.88362 28.47125 22.97979
6272.0 35.0 3.8038 38.6675 0.0547 56.539 8.1324 32.4987 0.00801 -2.09659 0.01468 0.0116 0.00878 28.36496 34.66784 34.4997
6273.0 29.0 3.1517 36.3178 0.0514 49.233 5.7918 31.0487 0.00368 -2.43364 0.01357 0.01291 0.01128 32.07339 23.95533 28.65884
6274.0 29.0 3.1517 36.3178 0.0514 42.7548 4.3679 25.0785 0.01568 -1.80469 0.01842 0.01544 0.0112 22.23586 25.75166 25.89195
6275.0 36.0 3.9124 39.0333 0.0552 62.4822 10.0251 34.3698 0.00761 -2.1185 0.01251 0.01207 0.00999 40.24705 33.10771 34.46863
6276.0 21.0 2.2823 32.6139 0.0461 45.9811 4.5365 23.3653 0.00299 -2.5237 0.02038 0.01202 0.00399 16.16567 27.37897 33.21636
6277.0 38.0 4.1298 39.7427 0.0562 57.2391 8.5664 34.4642 0.01231 -1.90987 0.01298 0.01149 0.00978 34.2094 28.07977 36.29817
6278.0 29.0 3.1517 36.3178 0.0514 50.1277 6.0043 33.165 0.00622 -2.20647 0.01542 0.01078 0.00741 34.55421 25.52397 25.83256
6279.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6280.0 27.0 2.9343 35.4634 0.0502 44.1152 4.5407 26.429 0.00413 -2.38366 0.01493 0.0123 0.01005 28.00748 22.38661 25.70153
6281.0 33.0 3.5864 37.9169 0.0536 59.8941 8.9487 32.8662 0.009 -2.04578 0.01608 0.01115 0.00797 31.26423 39.92471 31.87264
6282.0 24.0 2.6083 34.0983 0.0482 544.8232 665.8872 403.2474 0.00416 -2.3813 0.01769 0.01316 0.01027 93.5501 512.89578 158.17264
6283.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6284.0 38.0 4.1298 39.7427 0.0562 51.4066 6.9096 31.678 0.00366 -2.43683 0.01643 0.01547 0.00691 25.66747 34.88108 27.69709
6285.0 41.0 4.4558 40.7618 0.0577 54.3186 7.9126 30.3822 0.01038 -1.98373 0.01668 0.01279 0.00915 32.20826 32.19431 29.60858
6286.0 14.0 1.5215 28.4907 0.0403 46.2055 4.0018 30.0343 0.01033 -1.98577 0.01214 0.00948 0.00453 21.2715 29.88304 28.09765
6287.0 28.0 3.043 35.8954 0.0508 51.6078 6.2901 31.0381 0.00906 -2.0428 0.015 0.01316 0.00831 29.26079 31.90651 28.09182
6288.0 34.0 3.6951 38.2951 0.0542 53.1547 7.119 28.9068 0.00919 -2.03653 0.01407 0.01045 0.00992 31.42513 27.62635 32.78205
6289.0 29.0 3.1517 36.3178 0.0514 53.9336 6.9506 29.1356 0.01073 -1.96947 0.01462 0.01126 0.00963 26.30714 28.18921 37.71126
6290.0 25.0 2.717 34.5651 0.0489 44.4441 4.492 27.8541 0.00574 -2.24076 0.01545 0.01087 0.00674 25.19127 27.66599 23.9848
6291.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6292.0 20.0 2.1736 32.0874 0.0454 42.8675 3.8794 22.5804 0.00749 -2.12566 0.0105 0.00845 0.00657 23.96907 29.60274 19.66674
6293.0 17.0 1.8475 30.3956 0.043 45.4173 4.1249 25.8337 0.00895 -2.04799 0.01658 0.0114 0.01029 32.91518 22.06591 22.19043
6294.0 24.0 2.6083 34.0983 0.0482 46.3499 4.8193 24.7493 0.00651 -2.18633 0.01522 0.01128 0.00978 28.15035 23.31726 28.4987
6295.0 28.0 3.043 35.8954 0.0508 55.0036 7.1451 28.4883 0.0083 -2.08107 0.0136 0.01076 0.00821 30.55127 33.3056 31.34896
6296.0 23.0 2.4996 33.6176 0.0476 47.2389 4.9356 28.947 0.01278 -1.89343 0.01421 0.01273 0.00849 30.17235 29.68877 20.96947
6297.0 27.0 4.1298 39.7427 0.0562 62.1477 10.0987 32.1566 0.00954 -2.02035 0.01238 0.00881 0.00723 33.8568 30.2249 42.4559
6298.0 0.0 0.0 nan 0.0 nan nan nan nan nan nan nan nan nan nan nan
6299.0 32.0 3.4777 37.5294 0.0531 58.3176 8.3975 32.8155 0.00728 -2.13783 0.01494 0.01261 0.00934 32.84774 40.61851 25.92508
