mass M200 vel_disp group_number subhalo_number zform alpha
91.50753784179688 84.22605895996094 91.64289093017578 1320.0 5491.0 1.8587878895183705 5.352260049720078
82.48719787597656 61.07748031616211 82.3048324584961 1321.0 5492.0 0.8574986398269132 74.73773396192189
88.3558578491211 77.70533752441406 85.40121459960938 1322.0 5493.0 1.851206981617004 10.962664444224165
80.42230224609375 67.38085174560547 86.32801055908203 1323.0 5494.0 0.7798273010318452 91.30703668078364
91.07282257080078 72.16271209716797 91.716552734375 1324.0 5496.0 1.3891429914775228 40.675689273632074
72.27139282226562 51.948463439941406 74.85833740234375 1325.0 5497.0 0.8652697001321475 51.05654318755759
90.31207275390625 78.14005279541016 87.31362915039062 1326.0 5499.0 1.8567596078319017 -1.9896315694667521
76.5098648071289 63.033695220947266 85.40193176269531 1327.0 5500.0 1.780701955301231 38.762105305989586
72.27139282226562 62.925018310546875 80.11054229736328 1328.0 5502.0 0.3871968873759842 87.21987635816069
89.55132293701172 75.31439971923828 89.38372802734375 1329.0 5505.0 1.5859364194714913 56.43317789851087
89.87735748291016 69.9891357421875 87.1998291015625 1330.0 5506.0 1.2971399764787437 47.00684667498166
90.31207275390625 78.4660873413086 93.4803237915039 1331.0 5507.0 1.331011949937891 22.18717570904976
84.98680877685547 66.72877502441406 82.55130004882812 1332.0 5508.0 0.9723319698122669 31.799312542065557
82.26984405517578 69.33706665039062 87.59343719482422 1333.0 5510.0 0.5787662537751314 91.03769263782847
90.09471893310547 72.38007354736328 90.8365707397461 1334.0 5512.0 1.8393995166193235 37.60676991150291
89.98603820800781 73.14082336425781 98.09741973876953 1335.0 5513.0 0.6644701710824962 98.20689955260579
85.85623931884766 76.72722625732422 90.20419311523438 1336.0 5514.0 1.164912048058462 13.834524440710634
62.05558776855469 33.58174514770508 66.53345489501953 1337.0 5515.0 0.4986808067930745 16.324298385521843
89.66000366210938 65.53330993652344 88.58759307861328 1338.0 5518.0 0.4940985354689294 87.68817867194278
88.46453094482422 73.14082336425781 88.962646484375 1339.0 5519.0 1.7494528248039012 24.736129337108633
85.31285095214844 54.12203598022461 83.57402038574219 1340.0 5520.0 0.33621666862725363 118.70565642337623
70.6412124633789 46.18848419189453 77.32069396972656 1341.0 5521.0 1.0289425371141028 34.98550617481651
88.24717712402344 65.207275390625 88.06218719482422 1342.0 5524.0 1.4900818494120571 59.136093879139224
84.11737823486328 70.96724700927734 84.0865249633789 1343.0 5525.0 0.877459785777983 -39.17980705939655
88.57321166992188 70.6412124633789 86.61691284179688 1344.0 5527.0 1.4645128924887396 12.880001750314326
70.4238510131836 56.40428924560547 78.00200653076172 1345.0 5528.0 1.6377882872516951 30.26296347611961
89.22528839111328 75.96647644042969 95.33999633789062 1346.0 5531.0 1.9698115644587972 54.33752900993317
86.29095458984375 72.27139282226562 89.75788879394531 1347.0 5532.0 1.1417520576256843 25.18567434743275
89.00792694091797 74.4449691772461 88.3190689086914 1348.0 5534.0 1.1587360258153194 42.65969396502072
88.3558578491211 75.20571899414062 89.6012191772461 1349.0 5535.0 1.2040266414106877 29.540340124998373
88.57321166992188 66.6200942993164 90.78163146972656 1350.0 5536.0 1.2559977831297058 62.54931339946486
74.87968444824219 64.88123321533203 83.37257385253906 1351.0 5537.0 1.2977243700661898 19.22428005674102
87.81246185302734 72.70610809326172 85.99781799316406 1352.0 5540.0 1.4147346365261755 42.472021206613185
85.74756622314453 67.7068862915039 84.82318115234375 1353.0 5541.0 1.375872522326587 56.98687946973436
87.05171203613281 66.40274047851562 84.4504165649414 1354.0 5542.0 1.0720380650430998 32.432815053560944
67.7068862915039 57.49108123779297 82.8969497680664 1355.0 5543.0 1.4187308895665345 27.69904722537779
70.4238510131836 44.449623107910156 74.63778686523438 1356.0 5545.0 1.135166414417811 56.650833089862715
81.07437896728516 82.26984405517578 111.39025115966797 1357.0 5548.0 0.35772714210518397 118.0365636414642
85.31285095214844 62.925018310546875 86.1917724609375 1358.0 5550.0 0.773142441424351 38.306933417587416
86.61699676513672 70.09781646728516 88.79661560058594 1359.0 5552.0 1.7113312765499857 25.55170316024866
87.16038513183594 72.48875427246094 85.5953140258789 1360.0 5553.0 1.715912566633521 33.24836344538587
80.3136215209961 67.38085174560547 86.03023529052734 1361.0 5554.0 0.4253481646400477 98.0858782684845
87.59510040283203 60.86012268066406 80.26715850830078 1362.0 5556.0 1.1976859835001141 43.47526139745133
79.33551788330078 74.55364990234375 91.83555603027344 1363.0 5557.0 1.528354000806721 70.83453433582494
87.16038513183594 57.817115783691406 77.46857452392578 1364.0 5559.0 0.4703481934321111 57.341629095079114
86.72566986083984 71.61932373046875 91.92387390136719 1365.0 5560.0 1.062213427616008 54.621857911531706
80.5309829711914 56.29561233520508 78.53044128417969 1366.0 5561.0 0.5897955270305888 88.29542985298114
56.621646881103516 38.36361312866211 69.36873626708984 1367.0 5563.0 1.2294649971120515 35.78607603294619
77.27061462402344 52.926570892333984 78.15782928466797 1368.0 5565.0 0.8645065886044432 69.7383531932708
87.05171203613281 68.79367065429688 86.6777114868164 1369.0 5568.0 1.3085265414315281 20.01547921864784
87.05171203613281 71.5106430053711 88.81417083740234 1370.0 5569.0 1.4540123563780307 32.71154250839653
60.53408432006836 37.928897857666016 68.57575988769531 1371.0 5570.0 0.5202789618871505 67.55729552694886
83.03059387207031 62.59898376464844 80.91191101074219 1372.0 5572.0 0.5491979457847244 76.57903638184531
85.85623931884766 65.09859466552734 84.35589599609375 1373.0 5574.0 0.8786427188034449 58.054913506240716
78.0313720703125 63.03369903564453 82.82508850097656 1374.0 5575.0 0.5019399696196885 99.52182417773997
86.3996353149414 77.27061462402344 92.95193481445312 1375.0 5577.0 0.9791666920786627 5.0604371211225425
79.33551788330078 73.03214263916016 105.43006134033203 1376.0 5578.0 0.3071286241082526 131.15406937317127
76.61854553222656 51.07902908325195 73.44612121582031 1377.0 5580.0 0.8501177556963699 30.53420009931088
80.63966369628906 78.14004516601562 100.1237564086914 1378.0 5582.0 0.8496000262031755 80.87748430702194
83.4653091430664 74.77100372314453 89.4730224609375 1379.0 5584.0 1.2534842126863068 60.615117695100956
81.72644805908203 74.6623306274414 87.95914459228516 1380.0 5586.0 0.40352736003831546 94.48948010468035
83.9000244140625 61.294837951660156 81.97057342529297 1381.0 5588.0 0.8818416059197661 42.784459067286875
83.03059387207031 62.816341400146484 82.90403747558594 1382.0 5590.0 0.9074754890506782 29.295323076000937
86.50831604003906 72.81478881835938 94.31147766113281 1383.0 5592.0 2.1170472796804622 22.460276285807293
79.87890625 66.6200942993164 83.07353973388672 1384.0 5593.0 0.44883648385700947 101.74784281070144
78.14004516601562 65.42462921142578 82.16183471679688 1385.0 5595.0 0.9188775944591882 17.045064108024945
86.29095458984375 75.0970458984375 92.12652587890625 1386.0 5597.0 1.601284617678967 35.1319713050322
84.98680877685547 72.59742736816406 90.47543334960938 1387.0 5598.0 1.5735590064680407 42.217636590986274
85.42152404785156 70.74989318847656 87.20906066894531 1388.0 5599.0 2.0440502747656475 34.7865574242924
85.96492004394531 73.90157318115234 91.10749053955078 1389.0 5600.0 1.3023916776186093 27.630490455197883
85.96492004394531 73.5755386352539 89.5924072265625 1390.0 5601.0 1.1633159807321656 48.043819507618366
85.85623931884766 70.09781646728516 85.8101806640625 1391.0 5602.0 1.2562699061649323 28.381225960748964
85.85623931884766 74.55364990234375 90.04523468017578 1392.0 5603.0 1.8423532267465705 33.866858862277525
85.85623931884766 74.11893463134766 93.30952453613281 1393.0 5604.0 0.8049060348163068 -13.665580424852521
85.09548950195312 76.07514953613281 90.9714584350586 1394.0 5605.0 1.7413408385699627 9.714400813679116
61.72955322265625 43.797550201416016 70.87676239013672 1395.0 5606.0 0.7968496311387354 42.1210026837557
84.87813568115234 68.46763610839844 87.20088195800781 1396.0 5609.0 1.5247363971982155 43.025716387127254
77.27061462402344 58.90390396118164 79.49874877929688 1397.0 5610.0 1.585274909195689 47.27432989396398
83.24795532226562 69.88046264648438 90.89527130126953 1398.0 5612.0 1.8763145652263318 30.077186493302815
51.51374435424805 37.49418258666992 71.41635131835938 1399.0 5613.0 1.52503899201761 29.276588008503335
84.22605895996094 69.11971282958984 90.89662170410156 1400.0 5617.0 1.3083807310250153 21.379121344223886
67.81556701660156 59.66465377807617 82.36611938476562 1401.0 5618.0 0.6932681998069993 47.031218140860155
84.87813568115234 57.38240051269531 75.08621215820312 1402.0 5621.0 0.5921702420240857 52.10025342546089
83.03059387207031 65.42462921142578 86.26553344726562 1403.0 5622.0 0.992660783980017 73.45577264119626
65.85934448242188 53.687320709228516 77.49705505371094 1404.0 5623.0 1.4541152957023527 30.160702690811004
81.29173278808594 56.18693542480469 78.3109130859375 1405.0 5626.0 0.8412696814841542 19.930070440903574
73.68421936035156 61.07748031616211 85.48635864257812 1406.0 5627.0 0.4410996165774886 36.59789964723198
47.60131072998047 33.36438751220703 65.85276794433594 1407.0 5629.0 0.6125944008837564 49.013350890295776
66.6200942993164 50.209598541259766 80.66809844970703 1408.0 5632.0 1.2288343239065154 48.09363481959127
84.76945495605469 62.272945404052734 82.23683166503906 1409.0 5634.0 1.0814647930173296 40.12761458048663
84.76945495605469 64.88124084472656 80.23212432861328 1410.0 5635.0 0.5941982512803622 104.27995075614407
74.55364990234375 63.14237594604492 83.12845611572266 1411.0 5636.0 1.0735867045359468 -10.864134761402843
84.76945495605469 70.20649719238281 89.02545928955078 1412.0 5638.0 1.9717310337028275 14.663212778218291
76.29251098632812 60.53408432006836 84.27593231201172 1413.0 5639.0 0.35772714210518397 115.22013311937116
83.79134368896484 55.10014343261719 78.98162841796875 1414.0 5641.0 0.6986407772089068 66.09137670505191
84.44342041015625 71.18460845947266 87.39289093017578 1415.0 5642.0 1.4503589434711277 10.875388517558946
83.4653091430664 67.81556701660156 89.6977767944336 1416.0 5643.0 0.9576231380813491 64.49398080693736
46.94923782348633 33.36438751220703 68.56375885009766 1417.0 5644.0 0.7008466818703886 39.31580368185837
78.35740661621094 58.46918869018555 79.39678955078125 1418.0 5646.0 1.3508755600948252 47.127874284051124
83.9000244140625 61.620872497558594 83.0001220703125 1419.0 5648.0 1.1032940179667534 54.536449133787436
84.22605895996094 63.35973358154297 85.18174743652344 1420.0 5649.0 1.7063169245863783 40.04780724950531
84.22605895996094 71.29328918457031 89.25872802734375 1421.0 5650.0 1.363057514590237 33.785203422980885
78.90080261230469 61.077476501464844 83.0573959350586 1422.0 5651.0 1.0062583652670285 31.40709278172565
84.11737823486328 69.22838592529297 89.72444152832031 1423.0 5652.0 1.486751543631965 12.846265913161073
84.00870513916016 71.075927734375 89.96409606933594 1424.0 5653.0 2.0218565515418887 32.438441931639
77.5966567993164 69.77178192138672 86.9027328491211 1425.0 5654.0 1.9977678978614715 -3.154328139873428
83.57398986816406 62.164268493652344 80.40725708007812 1426.0 5655.0 0.6274899460546882 88.03357031672219
79.00947570800781 66.72877502441406 80.41743469238281 1427.0 5656.0 1.583270581694093 38.098626686498044
82.05248260498047 60.86012268066406 82.7740707397461 1428.0 5658.0 0.9074754890506782 92.20613622173467
83.79134368896484 68.79367065429688 89.17005920410156 1429.0 5659.0 1.4176445577938077 -20.914588279901714
83.57398986816406 69.98914337158203 91.7022933959961 1430.0 5660.0 1.3128541052894322 71.9213161554864
76.61854553222656 64.22916412353516 90.19800567626953 1431.0 5661.0 0.34748696383025013 113.41817750366673
83.4653091430664 71.40196228027344 90.93291473388672 1432.0 5664.0 1.202446784153717 36.22813973192881
83.13927459716797 66.29405975341797 86.96780395507812 1433.0 5665.0 1.191086521678545 37.78883483243813
81.18305206298828 63.03369903564453 82.18168640136719 1434.0 5666.0 1.7594764783530912 38.856875259653854
82.92191314697266 69.44574737548828 89.25785064697266 1435.0 5667.0 1.9134052461608824 55.706772582272166
82.37852478027344 72.05403900146484 87.89932250976562 1436.0 5668.0 1.732717722300595 11.24139189905975
82.70455932617188 54.882789611816406 78.76719665527344 1437.0 5669.0 0.44565139138222715 53.942309337523305
82.59587860107422 59.12126159667969 80.60240936279297 1438.0 5670.0 0.6084543925295552 75.66119225309384
82.48719787597656 65.207275390625 86.01641082763672 1439.0 5671.0 1.1393257282973843 29.900716628421172
79.4441909790039 67.38085174560547 87.27595520019531 1440.0 5672.0 1.1389872266325893 21.380988493144883
51.6224250793457 31.842885971069336 72.31140899658203 1441.0 5674.0 0.19472977271949302 94.99822227406105
81.07437896728516 70.09781646728516 91.38919830322266 1442.0 5677.0 1.555793470697156 70.5839126447098
81.29173278808594 72.1627197265625 88.77289581298828 1443.0 5678.0 2.3236938406472674 17.210280216750533
82.37852478027344 62.816341400146484 81.82371520996094 1444.0 5679.0 1.0221025233152046 43.111125164871524
77.92269134521484 67.38085174560547 81.58563995361328 1445.0 5680.0 1.8158122085286093 20.56544010131996
79.11815643310547 74.11893463134766 93.2551040649414 1446.0 5681.0 0.656598393743706 100.24072275132208
82.16116333007812 59.77333450317383 78.70208740234375 1447.0 5683.0 1.117219550341416 44.558308919270836
79.98758697509766 56.18693542480469 80.95169830322266 1448.0 5684.0 0.5288281144053303 17.812696093061174
77.27061462402344 75.31439971923828 108.3819580078125 1449.0 5685.0 0.6960050005120875 111.39481329240148
61.72955322265625 49.340171813964844 76.93685913085938 1450.0 5687.0 0.8388918464966991 11.427203833494465
79.11815643310547 59.77333450317383 78.71507263183594 1451.0 5689.0 0.8701595858267387 43.47899569529332
69.88046264648438 51.83978271484375 80.32815551757812 1452.0 5691.0 0.8936723299698891 33.97851897047879
81.50909423828125 68.46763610839844 89.34137725830078 1453.0 5693.0 0.683860444024042 82.15758480377472
80.9656982421875 64.7725601196289 82.80284881591797 1454.0 5694.0 1.2937025161878875 27.29070984324556
70.53253173828125 49.99224090576172 75.0093994140625 1455.0 5695.0 0.482784664942693 52.764479146382
74.01025390625 57.27372360229492 78.6266860961914 1456.0 5698.0 1.3976391559869434 32.5200941755809
70.31517791748047 52.49185562133789 74.65023040771484 1457.0 5700.0 1.1126143408138607 -56.1986547885824
80.20494842529297 61.620872497558594 82.02854919433594 1458.0 5702.0 1.267202045473689 52.273720182917884
78.0313720703125 70.85857391357422 88.85433197021484 1459.0 5703.0 1.0115337142083485 41.02110315437187
67.92424011230469 55.208824157714844 77.75373840332031 1460.0 5704.0 1.2982727963814333 -15.731272246039747
80.74833679199219 64.22916412353516 88.21179962158203 1461.0 5705.0 1.4132167876541668 12.07005480525235
80.63966369628906 67.81556701660156 88.404296875 1462.0 5706.0 1.907255957567933 21.204550450287723
79.66155242919922 61.72955322265625 85.568359375 1463.0 5707.0 1.0425482324129398 59.53396275351755
65.6419906616211 42.1673698425293 69.02081298828125 1464.0 5708.0 0.6521850876243355 66.62823259365922
80.3136215209961 58.2518310546875 81.54158020019531 1465.0 5711.0 1.0324550696474095 65.96363392667625
76.944580078125 67.0548095703125 88.52872467041016 1466.0 5712.0 1.790374324161344 39.943657079315315
78.35740661621094 56.94768524169922 79.0185775756836 1467.0 5713.0 0.5164348703114723 95.10424754867813
79.77023315429688 70.09781646728516 84.9638442993164 1468.0 5714.0 1.4215694568532535 19.675711256591768
78.4660873413086 62.38162612915039 82.19734954833984 1469.0 5715.0 1.4139581898983726 42.67094452582214
51.51374435424805 30.97345542907715 64.09821319580078 1470.0 5716.0 0.366918058065907 78.34912493987552
76.5098648071289 64.7725601196289 82.74024963378906 1471.0 5718.0 1.658678358445912 46.21002695994491
78.0313720703125 61.620872497558594 82.18551635742188 1472.0 5719.0 0.5875364978486877 45.22365468768338
79.87890625 66.83745574951172 84.33164978027344 1473.0 5720.0 1.0289232514190616 36.31165592943698
75.74911499023438 60.86012268066406 84.83756256103516 1474.0 5721.0 1.3546393163414274 47.63846612654383
65.96802520751953 49.340171813964844 78.97091674804688 1475.0 5723.0 1.6062120231930115 20.925819800097425
79.77023315429688 66.40274047851562 87.24734497070312 1476.0 5725.0 0.9992033599139925 30.79047090446442
79.66155242919922 70.53253173828125 91.84911346435547 1477.0 5726.0 1.8963849786399423 22.023852180560276
79.55287170410156 62.16426467895508 85.63324737548828 1478.0 5727.0 1.318325976130687 32.87297984735934
79.33551788330078 64.66387939453125 86.01885986328125 1479.0 5728.0 2.0366083161493513 34.97803438377787
78.68344116210938 55.752220153808594 74.95861053466797 1480.0 5729.0 0.7714116150334566 -1.2501307794660477
72.16271209716797 65.75066375732422 88.62372589111328 1481.0 5730.0 0.6475608151280763 106.13918714991193
77.48797607421875 61.077476501464844 85.09363555908203 1482.0 5733.0 1.7012369732778987 31.97764316515882
70.53253173828125 48.362060546875 74.4671630859375 1483.0 5734.0 1.0452353926322795 48.92418398107182
78.57476043701172 60.642765045166016 80.9325180053711 1484.0 5736.0 1.102898249547239 10.782460281500525
78.68344116210938 59.77333450317383 79.18278503417969 1485.0 5737.0 1.199497651222342 49.57267135121055
78.90080261230469 51.18770980834961 74.43585205078125 1486.0 5738.0 0.6778306606473743 33.101898315170175
78.79212188720703 67.0548095703125 85.31905364990234 1487.0 5739.0 0.8305852260189306 6.706540999376122
77.81401062011719 56.40428924560547 79.51547241210938 1488.0 5740.0 1.2108422636849718 46.32652237287393
78.79212188720703 62.59898376464844 82.914306640625 1489.0 5741.0 0.7750580901094997 48.446545922684834
78.4660873413086 57.70843505859375 82.59528350830078 1490.0 5742.0 1.0515443239057287 17.394237717921804
52.0571403503418 43.36283493041992 69.20039367675781 1491.0 5743.0 1.0206304700710576 -8.95428828695702
37.05946731567383 30.538738250732422 62.90018081665039 1492.0 5746.0 0.8395464265137152 -9.519227703324376
57.70843505859375 48.14470291137695 76.95783233642578 1493.0 5750.0 1.2706608165694986 30.6102477011351
78.68344116210938 67.27217102050781 87.2706298828125 1494.0 5752.0 1.3481290097230827 20.28295291732732
71.18460845947266 43.036800384521484 71.06124114990234 1495.0 5753.0 0.5718390196535333 58.32803951431333
78.57476043701172 60.642765045166016 80.38258361816406 1496.0 5756.0 0.7607428469610642 -6.338670468954319
44.6669807434082 33.25571060180664 59.507659912109375 1497.0 5757.0 1.1077840799949639 48.18654398216334
78.35740661621094 58.90390396118164 85.45447540283203 1498.0 5760.0 1.4934949601443204 46.014853849590196
74.77100372314453 50.31827926635742 76.17933654785156 1499.0 5761.0 0.7606085536150088 58.077405107540635
74.4449691772461 62.164268493652344 84.26335906982422 1500.0 5763.0 0.23728255625559058 162.21011663592765
47.70998764038086 22.822546005249023 63.79513168334961 1501.0 5765.0 0.32923277008308116 76.3576214613364
77.70532989501953 55.96957778930664 80.99556732177734 1502.0 5768.0 0.8770252890400205 35.196765150700365
78.14004516601562 60.642765045166016 82.49732208251953 1503.0 5769.0 1.3075991047659117 35.77483499244764
78.24872589111328 67.27217102050781 89.2188720703125 1504.0 5770.0 1.9915883702608668 19.930070440903574
76.944580078125 61.5121955871582 80.52523040771484 1505.0 5771.0 1.5895545120474985 19.179315894746814
69.88046264648438 47.38395309448242 76.53984832763672 1506.0 5772.0 0.3223101634051429 103.57416196965886
78.14004516601562 63.35973358154297 83.02143096923828 1507.0 5774.0 1.7435559942780672 19.848395961001255
78.14004516601562 66.94613647460938 84.92638397216797 1508.0 5775.0 1.4530653876612942 17.39047798876475
73.03214263916016 68.25028228759766 104.86283111572266 1509.0 5776.0 0.24434359830906657 131.77629589255017
65.85934448242188 56.40428924560547 81.65892791748047 1510.0 5778.0 0.8152446385001993 26.69391445430352
74.55364990234375 47.49263000488281 74.82548522949219 1511.0 5781.0 0.7623885903793116 69.10862312659005
77.92269134521484 66.40274047851562 88.79478454589844 1512.0 5783.0 1.2400781332374058 -5.341031724879079
70.6412124633789 49.23149108886719 78.25996398925781 1513.0 5784.0 1.0096121102407019 50.898837016843316
77.92269134521484 61.40351486206055 81.68977355957031 1514.0 5786.0 1.1682470464813308 64.04256864769229
77.81401062011719 67.81556701660156 92.75943756103516 1515.0 5787.0 0.793253109784374 38.931049321847695
76.40119171142578 59.555973052978516 85.71900177001953 1516.0 5788.0 1.0945255525803061 45.75487098255503
77.3792953491211 63.685768127441406 86.38094329833984 1517.0 5789.0 0.5028692571278672 74.63733713017955
77.5966567993164 57.05636215209961 81.82772827148438 1518.0 5790.0 1.1291985893951173 22.261356161953028
48.905452728271484 41.29793930053711 73.12409210205078 1519.0 5791.0 2.0701301523505897 22.543817914630562
77.5966567993164 56.404293060302734 78.92288208007812 1520.0 5794.0 1.5270453732933436 43.59253566807311
71.83667755126953 55.75221633911133 78.69393157958984 1521.0 5795.0 0.7880091533230629 33.4472994802524
56.73032760620117 36.733428955078125 68.44914245605469 1522.0 5796.0 1.040249048610022 31.86412229874596
59.77333450317383 55.969573974609375 78.05218505859375 1523.0 5798.0 0.8379523247666585 73.00248381272736
73.90157318115234 63.14237594604492 85.04358673095703 1524.0 5800.0 1.7678054836065282 35.862123634770434
77.27061462402344 66.94613647460938 85.6832504272461 1525.0 5801.0 1.2059958877251753 47.29119461718587
76.944580078125 62.70766067504883 81.7961196899414 1526.0 5802.0 1.7850007037537063 23.543323807626802
77.05326080322266 53.46996307373047 80.8111572265625 1527.0 5803.0 0.5039549153113927 88.81055076202087
76.40119171142578 48.470741271972656 75.97089385986328 1528.0 5804.0 0.4421387804286344 68.94529959810053
74.87968444824219 61.07748031616211 82.21876525878906 1529.0 5805.0 1.2105818773748656 21.21015189705067
68.25028228759766 53.14392852783203 79.10961151123047 1530.0 5807.0 1.167278861686759 44.636236385673605
71.29328155517578 53.36128616333008 75.7822265625 1531.0 5809.0 0.6976687459790847 59.44852854445818
74.4449691772461 62.38162612915039 85.09497833251953 1532.0 5811.0 0.3817398564000316 96.75783912898264
75.74911499023438 65.09859466552734 82.24203491210938 1533.0 5813.0 1.7558784562542458 40.03844926894
71.40196228027344 53.578643798828125 76.22017669677734 1534.0 5814.0 1.1263855299520942 20.281085768406324
57.9257926940918 29.995346069335938 70.51663208007812 1535.0 5816.0 0.26171890653424074 110.70214221563864
76.83589935302734 52.81789016723633 77.48143005371094 1536.0 5819.0 0.5565861465149329 37.51384167544454
75.85779571533203 66.94613647460938 88.99212646484375 1537.0 5820.0 2.172900895720377 22.566319036233345
69.66310119628906 50.752994537353516 74.30270385742188 1538.0 5821.0 1.1870427120613047 36.772464216220015
76.61854553222656 65.75067138671875 88.55121612548828 1539.0 5823.0 1.8682142518716551 47.733248795865656
76.61854553222656 71.29328918457031 90.23123931884766 1540.0 5824.0 1.5394993917848054 -8.783467536113772
75.31439971923828 60.099369049072266 80.52337646484375 1541.0 5825.0 0.6665154593439692 34.26659488557685
76.61854553222656 60.20804977416992 82.12664031982422 1542.0 5826.0 1.3146495247531444 27.47277476418077
76.40119171142578 57.817115783691406 80.47587585449219 1543.0 5827.0 0.5076253447986374 84.50760559232178
73.90157318115234 58.46918869018555 83.79605865478516 1544.0 5828.0 1.0676034895535715 33.53645207614146
35.75532150268555 30.7560977935791 60.557037353515625 1545.0 5830.0 1.550041588412153 26.352265062872213
75.96647644042969 64.98991394042969 88.94305419921875 1546.0 5833.0 1.1489532208446769 8.508499810435287
71.83667755126953 61.83823013305664 82.07562255859375 1547.0 5834.0 1.8161671958773449 36.58664908643059
76.07514953613281 65.85934448242188 89.24915313720703 1548.0 5835.0 1.9908239345343817 25.18567434743275
76.07514953613281 63.25105285644531 81.6694107055664 1549.0 5836.0 1.2482491127810154 18.114990724767353
52.383174896240234 37.05946731567383 69.66856384277344 1550.0 5837.0 1.7957477559547161 8.973020159099908
75.85779571533203 53.36128616333008 76.28694152832031 1551.0 5840.0 1.2520349044520156 22.107393809383545
75.85779571533203 62.49030303955078 82.42253112792969 1552.0 5841.0 1.3194834614083057 35.40883161094679
75.85779571533203 58.57786560058594 80.9256820678711 1553.0 5842.0 1.6329710186050783 19.30782168556429
75.74911499023438 61.51219177246094 83.64533233642578 1554.0 5843.0 1.378434527210788 26.09977146268468
45.64509201049805 36.2987174987793 64.55669403076172 1555.0 5844.0 1.2266720103519195 20.920202442322214
74.87968444824219 57.38240051269531 80.49259185791016 1556.0 5846.0 1.4182632849580905 34.87948246499609
73.68421936035156 55.64353942871094 78.19950866699219 1557.0 5847.0 0.860457029301703 26.18706962531031
75.74911499023438 57.38240051269531 80.0273666381836 1558.0 5848.0 1.3168164977057353 23.036456742673202
75.5317611694336 63.685768127441406 83.3934555053711 1559.0 5849.0 1.631077987574318 16.654736927921146
75.5317611694336 54.339393615722656 82.13957977294922 1560.0 5850.0 0.8314284855687898 36.27123674500202
55.3175048828125 43.90623092651367 77.4263687133789 1561.0 5851.0 0.7646331180816353 60.14309379913445
75.5317611694336 59.66465377807617 83.1593246459961 1562.0 5854.0 1.2014385979482323 54.44355271975357
69.44574737548828 51.731101989746094 78.05012512207031 1563.0 5855.0 0.924367460230417 20.719402453889423
69.11971282958984 62.816341400146484 79.5496597290039 1564.0 5858.0 1.075965031213584 50.01285838096936
74.6623306274414 64.1204833984375 84.55851745605469 1565.0 5860.0 1.9137565887344556 31.336672057979484
62.272945404052734 43.47151565551758 69.19066619873047 1566.0 5861.0 0.5765707039126018 49.37560885597445
75.20571899414062 56.73032760620117 82.28857421875 1567.0 5863.0 0.4537904549834186 80.10874179479713
60.20804977416992 39.99379348754883 69.09972381591797 1568.0 5864.0 1.2569953407560994 6.88861231102076
75.20571899414062 57.165042877197266 81.78936767578125 1569.0 5867.0 1.4164243111483394 56.61898031264277
52.383174896240234 34.7772102355957 68.00576782226562 1570.0 5868.0 1.1323164965129555 42.47950251795466
75.0970458984375 63.25105285644531 82.92329406738281 1571.0 5870.0 1.2000882921049214 23.72728130879807
71.5106430053711 55.860897064208984 81.58240509033203 1572.0 5871.0 0.6156648801820689 50.335767944751666
75.31439971923828 60.96879959106445 82.28823852539062 1573.0 5873.0 1.0249844632259897 39.76534549682778
53.578643798828125 33.36438751220703 70.2052230834961 1574.0 5874.0 0.5339752990172586 57.42331309528422
70.53253173828125 59.22993850708008 79.68869018554688 1575.0 5876.0 0.37180683204488935 103.98810559158615
75.0970458984375 57.38240051269531 78.95309448242188 1576.0 5878.0 0.9715394540148219 87.70316672594083
74.87968444824219 63.14237594604492 81.18793487548828 1577.0 5879.0 1.3748632121133224 21.934683673658952
75.0970458984375 57.59975814819336 79.33372497558594 1578.0 5880.0 1.3542877541042377 28.256505330403648
70.53253173828125 65.6419906616211 84.38578033447266 1579.0 5881.0 1.0473870758599138 76.53406269954827
73.90157318115234 59.77333450317383 79.94892883300781 1580.0 5883.0 1.4717323787835657 24.646960830207313
74.87968444824219 65.6419906616211 90.54649353027344 1581.0 5884.0 1.4896257134725788 40.57903626003454
67.0548095703125 53.578643798828125 76.21831512451172 1582.0 5885.0 1.3375915470360429 27.273838729314217
61.620872497558594 46.40584182739258 72.92852783203125 1583.0 5887.0 0.6169219385008872 32.98650390912691
50.97035217285156 42.81944274902344 75.71576690673828 1584.0 5888.0 2.117568126782111 7.178580806354897
72.16271209716797 54.12203598022461 80.2158203125 1585.0 5890.0 1.0071403591689079 56.4481532368514
68.35895538330078 56.83900451660156 78.4538345336914 1586.0 5892.0 1.915853442213468 37.04368812375371
71.83667755126953 55.208824157714844 85.5626449584961 1587.0 5894.0 1.3421926512390634 32.96963599055031
74.55364990234375 58.686546325683594 81.11517333984375 1588.0 5895.0 0.754653436497782 10.306698892337351
74.22761535644531 55.10014343261719 76.4659423828125 1589.0 5896.0 0.9482876549860031 39.57579606919635
74.11893463134766 64.88124084472656 88.18816375732422 1590.0 5897.0 1.4253282988933849 27.63798767755162
74.4449691772461 61.294837951660156 83.41621398925781 1591.0 5898.0 1.1867730687583915 21.32929012123872
74.4449691772461 57.59975814819336 78.49388885498047 1592.0 5899.0 0.6677618690692378 40.045943295939026
43.36283493041992 23.691974639892578 58.227996826171875 1593.0 5900.0 0.5838002079095225 12.419196658885976
65.6419906616211 51.94845962524414 84.98493957519531 1594.0 5902.0 0.6543425931106215 110.02931673356201
